parameter_class,variant,parameter,metric,spearman,pvalue,sample_count
readout,M3,cap_sharpness,zumbach_rank,-0.27382697947214074,0.12938654621098217,32
readout,M3,cluster_loading,zumbach_rank,-0.25,0.167594108019346,32
readout,M3,echo_loading,zumbach_rank,0.4754398826979472,0.005958306054105489,32
readout,M3,feedback_curvature,zumbach_rank,-0.35337243401759527,0.04725828316502822,32
readout,M3,feedback_shift,zumbach_rank,-0.39222873900293254,0.026396336554615395,32
readout,M3,spike_curvature,zumbach_rank,0.4637096774193548,0.00751490896225759,32
readout,M4,cap_level,accepted,,,32
readout,M4,cap_sharpness,accepted,,,32
readout,M4,cluster_loading,accepted,,,32
readout,M4,echo_loading,accepted,,,32
readout,M4,feedback_curvature,accepted,,,32
readout,M4,feedback_shift,accepted,,,32
readout,M4,orthogonal_curvature,accepted,,,32
readout,M4,spike_curvature,accepted,,,32
readout,M4,cap_level,distance,0.17118768328445746,0.3488633909131421,32
readout,M4,cap_sharpness,distance,0.35887096774193544,0.043688743708862415,32
readout,M4,cluster_loading,distance,-0.4336510263929618,0.013155023048712083,32
readout,M4,echo_loading,distance,-0.12976539589442815,0.4790320585194787,32
readout,M4,feedback_curvature,distance,0.7140762463343108,4.446179673001413e-06,32
readout,M4,feedback_shift,distance,0.1158357771260997,0.527827008371081,32
readout,M4,orthogonal_curvature,distance,-0.15799120234604103,0.38779789473464,32
readout,M4,spike_curvature,distance,0.07258064516129031,0.6930168653905394,32
readout,M4,cap_level,excess_kurtosis,0.09787390029325513,0.5940938554450524,32
readout,M4,cap_sharpness,excess_kurtosis,0.35153958944281516,0.04849852690239192,32
readout,M4,cluster_loading,excess_kurtosis,0.1759530791788856,0.3354051240660743,32
readout,M4,echo_loading,excess_kurtosis,0.1788856304985337,0.32728313571411677,32
readout,M4,feedback_curvature,excess_kurtosis,0.6612903225806451,3.7792302156202e-05,32
readout,M4,feedback_shift,excess_kurtosis,0.10190615835777124,0.5789075495883622,32
readout,M4,orthogonal_curvature,excess_kurtosis,0.24303519061583576,0.1801431543019746,32
readout,M4,spike_curvature,excess_kurtosis,0.5850439882697946,0.0004365913610476434,32
readout,M4,cap_level,leverage_rank,0.06671554252199413,0.7167621285226206,32
readout,M4,cap_sharpness,leverage_rank,-0.25329912023460405,0.16187255912687307,32
readout,M4,cluster_loading,leverage_rank,0.6048387096774194,0.00024553361872021903,32
readout,M4,echo_loading,leverage_rank,0.11473607038123164,0.5317789173740624,32
readout,M4,feedback_curvature,leverage_rank,-0.532624633431085,0.0016997524863923911,32
readout,M4,feedback_shift,leverage_rank,-0.3214809384164222,0.07278351141732672,32
readout,M4,orthogonal_curvature,leverage_rank,0.063049853372434,0.7317376471972666,32
readout,M4,spike_curvature,leverage_rank,0.28445747800586507,0.1145863290430089,32
readout,M4,cap_level,rough_hurst,-0.13013196480938416,0.47778039358927205,32
readout,M4,cap_sharpness,rough_hurst,-0.34934017595307915,0.050020899639546576,32
readout,M4,cluster_loading,rough_hurst,0.469208211143695,0.006746876398277353,32
readout,M4,echo_loading,rough_hurst,0.13416422287390029,0.4641248149990145,32
readout,M4,feedback_curvature,rough_hurst,-0.7287390029325512,2.2524014534083596e-06,32
readout,M4,feedback_shift,rough_hurst,-0.08870967741935483,0.629233360900747,32
readout,M4,orthogonal_curvature,rough_hurst,0.13379765395894427,0.46535764363360677,32
readout,M4,spike_curvature,rough_hurst,-0.10117302052785922,0.581655788252176,32
readout,M4,cap_level,zumbach_rank,-0.020527859237536656,0.9112082896030782,32
readout,M4,cap_sharpness,zumbach_rank,-0.2635630498533724,0.14496898739670389,32
readout,M4,cluster_loading,zumbach_rank,-0.252199413489736,0.1637639737041796,32
readout,M4,echo_loading,zumbach_rank,0.47397360703812313,0.006136384749900885,32
readout,M4,feedback_curvature,zumbach_rank,-0.3354105571847507,0.06056532953255918,32
readout,M4,feedback_shift,zumbach_rank,-0.41458944281524923,0.01831198729925287,32
readout,M4,orthogonal_curvature,zumbach_rank,0.03372434017595308,0.8546132702826629,32
readout,M4,spike_curvature,zumbach_rank,0.4670087976539589,0.007045652389442195,32
structural,M2,feedback_asset_correlation,accepted,,,4
structural,M2,spike_asset_correlation,accepted,,,4
structural,M2,feedback_asset_correlation,distance,0.6000000000000001,0.4,4
structural,M2,spike_asset_correlation,distance,1.0,0.0,4
structural,M2,feedback_asset_correlation,excess_kurtosis,0.6000000000000001,0.4,4
structural,M2,spike_asset_correlation,excess_kurtosis,1.0,0.0,4
structural,M2,feedback_asset_correlation,leverage_rank,-0.39999999999999997,0.6,4
structural,M2,spike_asset_correlation,leverage_rank,0.39999999999999997,0.6,4
structural,M2,feedback_asset_correlation,rough_hurst,-0.6000000000000001,0.4,4
structural,M2,spike_asset_correlation,rough_hurst,-1.0,0.0,4
structural,M2,feedback_asset_correlation,zumbach_rank,0.6000000000000001,0.4,4
structural,M2,spike_asset_correlation,zumbach_rank,1.0,0.0,4
structural,M2+O,feedback_asset_correlation,accepted,,,4
structural,M2+O,spike_asset_correlation,accepted,,,4
structural,M2+O,feedback_asset_correlation,distance,0.6000000000000001,0.4,4
structural,M2+O,spike_asset_correlation,distance,1.0,0.0,4
structural,M2+O,feedback_asset_correlation,excess_kurtosis,0.6000000000000001,0.4,4
structural,M2+O,spike_asset_correlation,excess_kurtosis,1.0,0.0,4
structural,M2+O,feedback_asset_correlation,leverage_rank,0.0,1.0,4
structural,M2+O,spike_asset_correlation,leverage_rank,0.7999999999999999,0.2000000000000001,4
structural,M2+O,feedback_asset_correlation,rough_hurst,-0.6000000000000001,0.4,4
structural,M2+O,spike_asset_correlation,rough_hurst,-1.0,0.0,4
structural,M2+O,feedback_asset_correlation,zumbach_rank,0.6000000000000001,0.4,4
structural,M2+O,spike_asset_correlation,zumbach_rank,1.0,0.0,4
structural,M3,feedback_asset_correlation,accepted,,,4
structural,M3,spike_asset_correlation,accepted,,,4
structural,M3,feedback_asset_correlation,distance,0.6000000000000001,0.4,4
structural,M3,spike_asset_correlation,distance,1.0,0.0,4
structural,M3,feedback_asset_correlation,excess_kurtosis,0.6000000000000001,0.4,4
structural,M3,spike_asset_correlation,excess_kurtosis,1.0,0.0,4
structural,M3,feedback_asset_correlation,leverage_rank,-0.39999999999999997,0.6,4
structural,M3,spike_asset_correlation,leverage_rank,0.39999999999999997,0.6,4
structural,M3,feedback_asset_correlation,rough_hurst,-0.6000000000000001,0.4,4
structural,M3,spike_asset_correlation,rough_hurst,-1.0,0.0,4
structural,M3,feedback_asset_correlation,zumbach_rank,0.6000000000000001,0.4,4
structural,M3,spike_asset_correlation,zumbach_rank,1.0,0.0,4
structural,M4,feedback_asset_correlation,accepted,,,4
structural,M4,spike_asset_correlation,accepted,,,4
structural,M4,feedback_asset_correlation,distance,0.6000000000000001,0.4,4
structural,M4,spike_asset_correlation,distance,1.0,0.0,4
structural,M4,feedback_asset_correlation,excess_kurtosis,0.6000000000000001,0.4,4
structural,M4,spike_asset_correlation,excess_kurtosis,1.0,0.0,4
structural,M4,feedback_asset_correlation,leverage_rank,0.0,1.0,4
structural,M4,spike_asset_correlation,leverage_rank,0.7999999999999999,0.2000000000000001,4
structural,M4,feedback_asset_correlation,rough_hurst,-0.6000000000000001,0.4,4
structural,M4,spike_asset_correlation,rough_hurst,-1.0,0.0,4
structural,M4,feedback_asset_correlation,zumbach_rank,0.6000000000000001,0.4,4
structural,M4,spike_asset_correlation,zumbach_rank,1.0,0.0,4
