variant,metric,seed_count,mean,between_seed_sd,between_seed_se,ci_lower,ci_upper,seed_min,seed_max,pooled_q10,pooled_median,pooled_q90
M2,q_forward_mean_max_error,5,1.9591533256813064e-17,2.858266211921993e-19,1.278255509529679e-19,1.9236632631550486e-17,1.994643388207564e-17,1.919037845299343e-17,1.9949319973733282e-17,1.3877787807814457e-17,2.0816681711721685e-17,2.0816681711721685e-17
M2,p_cap_exceedance_fraction,5,0.0029193793402777775,0.00012778548802033817,5.7147407550292234e-05,0.002760712700310025,0.00307804598024553,0.0027109297495039684,0.0030240497891865074,0.0,0.0006572420634920635,0.008886408730158732
M2,q_cap_exceedance_fraction,5,0.003176114521329365,0.00014634227772683845,6.544625619587284e-05,0.002994406583660813,0.003357822458997917,0.0029353066096230156,0.0032939608134920635,0.0,0.000744047619047619,0.009982638888888892
M3,acceptance_rate,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M3,mean_distance,5,0.18900015492169805,0.020954994319945245,0.009371358353503908,0.16298109289205767,0.21501921695133844,0.15470446956800346,0.21133085769260926,0.0017900684134884422,0.18222900691650096,0.40238953713376796
M3,max_abs_return_acf,5,0.07846585144782857,0.002541577561092737,0.001136628039338297,0.07531006609157719,0.08162163680407995,0.0753774260916496,0.08096808745788212,0.07193644511990774,0.07828060042575302,0.08493436636851799
M3,mean_log_variance_acf,5,0.20081726760016858,0.020338515201978078,0.00909566051060717,0.17556366549695243,0.22607086970338472,0.17777067494806673,0.2287100023067739,0.04572691164142289,0.1700272420868088,0.3961575964042815
M3,rough_hurst,5,0.04105727986477733,0.0027220564665727236,0.0012173406595698988,0.03767740034915623,0.044437159380398425,0.038607103347710864,0.045689325330244265,0.01353465519853451,0.031885300505694755,0.07260185119526026
M3,leverage,5,-0.010499355107597187,0.002542083174460228,0.0011368541565103054,-0.01365576826576399,-0.007342941949430383,-0.013447282844213978,-0.006860688010679411,-0.019484394512445546,-0.011181244322895849,0.0003572833928542282
M3,leverage_rank,5,-0.005818723860625066,0.003328683640253277,0.0014886325790395565,-0.00995183049813741,-0.0016856172231127214,-0.010303676103191235,-0.002882521210178513,-0.013855390989412485,-0.005480475191681565,0.002131024744132017
M3,zumbach,5,0.03317028577892482,0.0032720664714345218,0.0014633126114050928,0.02910747864161495,0.037233092916234695,0.02883454417141073,0.037879252317670774,0.0029783913954249796,0.029703199469927062,0.06921081748605906
M3,zumbach_rank,5,0.014826696941451686,0.007719817865527211,0.0034524075042472345,0.005241277025136321,0.02441211685776705,0.0047886978599141795,0.02577499775557754,-0.006404313426879892,0.014290361201227399,0.03789795200201304
M3,excess_kurtosis,5,8.50982740954831,0.4117413244704261,0.18413631813233405,7.998583030380647,9.021071788715972,7.962133733268656,9.074859862902395,3.0122504241305745,8.296551099159883,13.204618043122254
M3,absolute_return_tail_ratio,5,3.654062082154387,0.03171380879489784,0.01418284645816445,3.6146841875278444,3.6934399767809296,3.6095894032770732,3.6891986102520344,3.1243882634355766,3.6627453706973303,4.066643644602433
M3,hill_tail_index,5,3.052663409930991,0.01951657406226697,0.008728077258227631,3.0284303825495966,3.076896437312385,3.0321744167290863,3.0749563462067178,2.6332753816641987,2.9453107957871296,3.712852816992239
M3,hill_threshold_instability,5,0.5539150765714514,0.05233273222656234,0.02340390934137746,0.4889354070380911,0.6188947461048118,0.4906626907766575,0.6343830234150012,0.42720265485374,0.5482000084646543,0.6851102552219892
M3,taylor_gap,5,0.020929062113093793,0.002959071473523186,0.0013233369930156626,0.01725488959630829,0.024603234629879296,0.01816578845059213,0.02459869517516442,0.005515603367613653,0.018291567112235667,0.03972711112150317
M3,taylor_fraction,5,0.7828564453125001,0.024825004607216584,0.01110207956869635,0.7520321308364767,0.8136807597885235,0.758984375,0.8202880859375001,0.6246875000000001,0.7984374999999999,0.928125
M3,mean_volatility,5,0.16008957058039042,0.0013581887998297658,0.0006074004965396422,0.1584031564448782,0.16177598471590263,0.15833580609925346,0.16188928223145066,0.1413811792213058,0.16169430302618032,0.18470559083963045
M3,q995_volatility,5,0.555805810081529,0.004142994266528087,0.0018528033620697365,0.5506616032560164,0.5609500169070415,0.5485785321969863,0.5591912276325235,0.46178285474420383,0.5644339134867822,0.6300544091718131
M3,q_forward_mean_max_error,5,1.9428902930940238e-17,1.8222984226171525e-19,8.149566296525186e-20,1.9202634696405515e-17,1.965517116547496e-17,1.9244588561617704e-17,1.973247953923618e-17,1.3877787807814457e-17,2.0816681711721685e-17,2.0816681711721685e-17
M3,p_cap_exceedance_fraction,5,0.002940421937003968,0.00013103866234723,5.860227133780968e-05,0.002777715947594633,0.0031031279264133026,0.0027246868799603173,0.003048270089285714,0.0,0.0006448412698412698,0.00890376984126984
M3,q_cap_exceedance_fraction,5,0.003200644841269841,0.00014940994727890476,6.681815972605815e-05,0.0030151278887601027,0.0033861617937795793,0.0029533265128968257,0.003314305865575397,0.0,0.000744047619047619,0.009928075396825399
M2+O,acceptance_rate,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2+O,mean_distance,5,0.15126271587634726,0.01859922068326356,0.008317824355259481,0.1281687331592921,0.17435669859340244,0.12044546135905941,0.16742050579196227,0.00037783577275944864,0.12961957543231267,0.38495054463707407
M2+O,max_abs_return_acf,5,0.07985780265589112,0.0021327710541325195,0.0009538042114968394,0.07720961762156368,0.08250598769021857,0.07761389700640184,0.08268351424675285,0.07342655750997638,0.07944038663007444,0.08741745035770389
M2+O,mean_log_variance_acf,5,0.21721562314573287,0.01993084592292812,0.008913345266548361,0.19246820930948674,0.241963036981979,0.1936666602422349,0.2423130821869569,0.05367116645844339,0.18516322755133835,0.4102839561592493
M2+O,rough_hurst,5,0.04823072408153843,0.0031013803941407274,0.0013869794770767514,0.04437985170139889,0.052081596461677974,0.04564794998738528,0.05333453493844212,0.015352896977756852,0.03762387194769616,0.0984082839329681
M2+O,leverage,5,-0.009645708211238023,0.0026116225120083906,0.0011679530936839044,-0.01288846586129732,-0.006402950561178727,-0.013709067987885445,-0.0072532989405627414,-0.018768126964726545,-0.009901190628670939,0.0019905603904448056
M2+O,leverage_rank,5,-0.0053085888200540745,0.0031624657552904215,0.0014142976810689195,-0.009235308693950466,-0.001381868946157683,-0.008751056082110301,-0.002272091387945396,-0.013063092572887226,-0.004942057379512563,0.0023605734517714847
M2+O,zumbach,5,0.03304838124597552,0.007295971849255727,0.0032628578033721306,0.023989235668846545,0.042107526823104494,0.024449068664008488,0.044114570822047505,0.005926080235615173,0.029538145822628776,0.06489095508233168
M2+O,zumbach_rank,5,0.014892623883107359,0.0033116606965367134,0.0014810196871740786,0.01078065402195132,0.019004593744263398,0.011115212684462287,0.018484393156410837,-0.0024210565686783583,0.01380458337520587,0.0330493370432901
M2+O,excess_kurtosis,5,8.751234230060536,0.5254337698536232,0.23498112541333624,8.09882203459281,9.403646425528262,8.0426275676369,9.471403471939187,3.1616307855913677,8.896647709699987,13.223056618953501
M2+O,absolute_return_tail_ratio,5,3.671606628045224,0.02524964867147501,0.011291986167481075,3.64025504832256,3.702958207767888,3.6460165574504337,3.701759804216775,3.1329018355248,3.6905610403152393,4.057343967992483
M2+O,hill_tail_index,5,3.0459829380994976,0.027006774672040986,0.012077796803940647,3.012449598281623,3.079516277917372,3.007305300183578,3.076677865360762,2.6351120258790597,2.9466367132837887,3.720948783114619
M2+O,hill_threshold_instability,5,0.5645247468053619,0.04961735588592037,0.022189556124943447,0.5029166623157509,0.6261328312949729,0.5004374262132794,0.6387212066015796,0.4473730595355797,0.5593026419785462,0.6838773768975154
M2+O,taylor_gap,5,0.024580942168135084,0.0031141226022911293,0.0013926779657983015,0.020714248246877568,0.0284476360893926,0.022175641778893064,0.02845114975582138,0.006302491137804819,0.02219655941222036,0.04723179896485078
M2+O,taylor_fraction,5,0.8067626953125,0.022045655106630525,0.009859116685388246,0.7793893990497799,0.8341359915752201,0.786328125,0.841357421875,0.640625,0.828125,0.9375
M2+O,mean_volatility,5,0.15857108841451914,0.0013897862637166174,0.0006215313119731612,0.1568454408456641,0.16029673598337418,0.1568760302591432,0.16064018974388256,0.13996258315630364,0.1578337585512968,0.1842802249355277
M2+O,q995_volatility,5,0.5601350985141634,0.003718156908039594,0.0016628103194773931,0.5555183969417781,0.5647518000865488,0.5539871096256538,0.5639593332296933,0.4585776896561087,0.5753002093641989,0.6304257813452029
M2+O,q_forward_mean_max_error,5,1.9374692822315963e-17,2.2547756135159864e-19,1.0083663091661079e-19,1.9094725451982902e-17,1.9654660192649024e-17,1.9081958235744878e-17,1.9569849213363355e-17,1.3877787807814457e-17,2.0816681711721685e-17,2.0816681711721685e-17
M2+O,p_cap_exceedance_fraction,5,0.0029857623387896824,0.00017460683487486304,7.808655042325495e-05,0.0027689593180852557,0.003202565359494109,0.0026907784598214288,0.0031209309895833333,0.0,0.0006944444444444445,0.009275793650793656
M2+O,q_cap_exceedance_fraction,5,0.0032468765500992063,0.000197109605732535,8.81500954872261e-05,0.0030021326489609794,0.0034916204512374332,0.002912442646329365,0.0033865792410714282,0.0,0.00078125,0.010173611111111112
M4,acceptance_rate,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M4,mean_distance,5,0.14944725359001615,0.01841602456246613,0.008235896559396017,0.12658073890076574,0.17231376827926656,0.1189975117092266,0.16534162776375189,0.0004392139712033495,0.13779035044153898,0.3622398643342831
M4,max_abs_return_acf,5,0.0798899541250498,0.0021402210503118314,0.0009571359510746505,0.07723251869867975,0.08254738955141985,0.0776550821037034,0.08275994617022722,0.07345171454918577,0.07944383449318393,0.08796073005653719
M4,mean_log_variance_acf,5,0.21744168162532224,0.019931041082904128,0.00891343254474293,0.19269402546596,0.24218933778468446,0.19375750240082226,0.24249717790876962,0.05466437055727778,0.1856727773498509,0.41138594312071275
M4,rough_hurst,5,0.04841523809732723,0.0030973109847436957,0.0013851595818687435,0.04456941855632993,0.052261057638324525,0.045838415222205775,0.05351401595878587,0.016779112947816137,0.03683021709810319,0.09719443834599452
M4,leverage,5,-0.009616702917078696,0.0026262744880440818,0.001174505656568005,-0.012877653398284054,-0.0063557524358733375,-0.01370604499098288,-0.007232464594563266,-0.018620637519006483,-0.009918115204797299,0.001467476492672688
M4,leverage_rank,5,-0.005312296786379693,0.0031397932971944245,0.0014041582495649865,-0.009210865085307503,-0.0014137284874518848,-0.008708027066378219,-0.0023178156969970907,-0.013395986058017144,-0.004864379545253523,0.002299448166558571
M4,zumbach,5,0.03260672938316857,0.007307690940907129,0.0032680987404855475,0.023533032631844395,0.04168042613449274,0.023892318595463917,0.04370669776372864,0.0020603769344404743,0.029480876560668737,0.06769405225182079
M4,zumbach_rank,5,0.014466479726754033,0.0032483424433549005,0.0014527029035078635,0.010433129861003003,0.01849982959250506,0.010908276219097728,0.018070514006969914,-0.004043383297970067,0.01266321140881721,0.03522929659473505
M4,excess_kurtosis,5,8.762464945457472,0.5228129315515928,0.2338090508930612,8.11330695055449,9.411622940360454,8.058409024201303,9.481246239217867,3.147122451671958,8.897680848456389,13.2558928642214
M4,absolute_return_tail_ratio,5,3.6721055874947504,0.025737977719281595,0.011510373556737728,3.6401476671741477,3.704063507815353,3.6470336261694163,3.7029295035056715,3.132392071638588,3.6846694313074484,4.067717271568973
M4,hill_tail_index,5,3.045245800400193,0.025240366550087743,0.011287835076601608,3.013905745953483,3.0765858548469036,3.010069385483426,3.076374892483047,2.6348070126133565,2.9439029776203904,3.7377147019647805
M4,hill_threshold_instability,5,0.5640223992045421,0.047638868034636205,0.021304749459317672,0.5048709318507543,0.62317386655833,0.5037238565381703,0.6368408727418567,0.44711613035486,0.5576823383015801,0.6899007601912401
M4,taylor_gap,5,0.024597497180039906,0.003098122481921636,0.0013855224944394281,0.02075067003221212,0.02844432432786769,0.022189558723012585,0.028444981861823496,0.007037241817842947,0.022346922426025914,0.04688421204172402
M4,taylor_fraction,5,0.8075927734375,0.02191614640879093,0.009801198634978883,0.7803802834623416,0.8348052634126585,0.787451171875,0.84169921875,0.6465625,0.828125,0.940625
M4,mean_volatility,5,0.15851667859248952,0.001387520721865694,0.000620518130856254,0.15679384406538718,0.16023951311959186,0.15683588221752512,0.16058946478566416,0.1398234969437554,0.15759706326539324,0.18432916453159578
M4,q995_volatility,5,0.5603513211236846,0.0037614708613794407,0.0016821809082858234,0.5556808381748172,0.565021804072552,0.554152819442776,0.5643259400259086,0.4624033145281423,0.5728494774819086,0.6311840773379975
M4,q_forward_mean_max_error,5,1.964574336543734e-17,1.4136266821186875e-19,6.321930712049743e-20,1.9470218429628638e-17,1.982126830124604e-17,1.9461428996114805e-17,1.9786689647860456e-17,1.3877787807814457e-17,2.0816681711721685e-17,2.0816681711721685e-17
M4,p_cap_exceedance_fraction,5,0.0030109126984126985,0.00017940606026391233,8.023282926510636e-05,0.0027881506523234237,0.0032336747445019733,0.0027056981646825396,0.003146313864087302,0.0,0.0006820436507936508,0.009298115079365085
M4,q_cap_exceedance_fraction,5,0.0032722981770833327,0.00020317142226031952,9.086102225187768e-05,0.003020027536598839,0.0035245688175678264,0.0029261997767857143,0.003414481026785714,0.0,0.00078125,0.010111607142857148
