variant,metric,seed_count,mean,between_seed_sd,between_seed_se,ci_lower,ci_upper,seed_min,seed_max,pooled_q10,pooled_median,pooled_q90
M2,acceptance_rate,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2,mean_distance,5,0.1905052444827709,0.021231612556822543,0.009495065789798664,0.16414271554715337,0.21686777341838842,0.15577928253842155,0.21319581497081083,0.002459536397328547,0.1754225548940365,0.40131985328441344
M2,max_abs_return_acf,5,0.07845014695409186,0.002537375449936569,0.0011347487980994564,0.07529957920797954,0.08160071470020418,0.0753675036556108,0.08095007146610009,0.0720587503412128,0.07795553144445314,0.08531545461502352
M2,mean_log_variance_acf,5,0.20057596657465987,0.02037427814559993,0.00911165418520996,0.1752779589118787,0.22587397423744104,0.1776368167245249,0.22858536085794762,0.047261143497736184,0.16676362653209076,0.3976933228268187
M2,rough_hurst,5,0.04080779790346929,0.002726131596867244,0.001219163113241042,0.037422858445273495,0.04419273736166509,0.03835219405405027,0.04544578514561527,0.01395194890126009,0.03241895624863014,0.07204873772418288
M2,leverage,5,-0.010542792600460857,0.0025314160235946274,0.0011320836616179597,-0.013685960741434435,-0.007399624459487278,-0.013460874976693668,-0.006899669970642593,-0.01951470529801139,-0.01162681083326194,0.0010192318909077517
M2,leverage_rank,5,-0.00581848396247542,0.003356220165416029,0.001500947287465166,-0.009985781711917985,-0.0016511862130328542,-0.010358357549201353,-0.0028715601158997477,-0.013742898759739984,-0.005346547904502924,0.0020497106969910414
M2,zumbach,5,0.03348976740976748,0.0033358159419204668,0.0014918222413123306,0.02934780485005066,0.0376317299694843,0.02918375572965185,0.038340923074544064,0.008105424367426792,0.03017864119179507,0.06483673616939245
M2,zumbach_rank,5,0.015242108608214395,0.007758323944423918,0.0034696279462392357,0.005608877080020995,0.024875340136407794,0.00518946185092312,0.026237663560043697,-0.004899972024345842,0.01506287666447706,0.03512597826680691
M2,excess_kurtosis,5,8.498676130497572,0.41543309495313885,0.18578732808366866,7.982847812831893,9.01450444816325,7.944898499733305,9.066386080723912,3.053096524022159,8.493234799824993,13.166154790672588
M2,absolute_return_tail_ratio,5,3.653128463497187,0.03247916716915235,0.014525125128560811,3.612800250931609,3.693456676062765,3.6068597324446356,3.6883046921702167,3.132326258166809,3.6686486902276263,4.054181509891612
M2,hill_tail_index,5,3.0545061303686696,0.020105546589075,0.008991473779592146,3.0295417970048066,3.0794704637325325,3.0343138567498054,3.0783412094738405,2.6421736107401546,2.9543022467203226,3.727393175853551
M2,hill_threshold_instability,5,0.5549930389201091,0.052781873492296204,0.023604771421713706,0.4894556868469793,0.6205303909932389,0.48975042020557874,0.634770700053316,0.4344268966888689,0.5500792610141546,0.684586002487889
M2,taylor_gap,5,0.020900090408842657,0.0029739878409449447,0.0013300077953221456,0.01720739677564558,0.024592784042039736,0.018119090839108818,0.02459614104343777,0.005417846328453464,0.018978132804416986,0.039726519586106034
M2,taylor_fraction,5,0.7820947265625,0.02602973372129402,0.011640850807406398,0.7497745433179387,0.8144149098070613,0.7572265625000001,0.8219970703125,0.6187499999999999,0.8,0.928125
M2,mean_volatility,5,0.16014732209467902,0.0013593059519711112,0.0006079001021654937,0.1584595208315724,0.16183512335778566,0.15838227091142787,0.16194473639553736,0.14155430703942906,0.1618101562290393,0.18475180704830346
M2,q995_volatility,5,0.5555775089062897,0.0040936277176277765,0.0018307259702386044,0.5504945987472623,0.560660419065317,0.5484289622965433,0.5588878499207414,0.45831887486615175,0.5674187689323702,0.6278719137106084
