seed,variant,variant_order,candidate_evaluations,acceptance_rate,mean_distance,max_abs_return_acf,mean_log_variance_acf,rough_hurst,leverage,leverage_rank,zumbach,zumbach_rank,excess_kurtosis,absolute_return_tail_ratio,hill_tail_index,hill_threshold_instability,taylor_gap,taylor_fraction,mean_volatility,q995_volatility,q_forward_mean_max_error,p_cap_exceedance_fraction,q_cap_exceedance_fraction
196613,M2,0,128,0.0,0.19767112996137026,0.08095007146610009,0.19418470718077585,0.03960043692613633,-0.009752125485714323,-0.0028715601158997477,0.034554897729272976,0.026237663560043697,8.30833216997075,3.6764473473202974,3.0783412094738405,0.5665123262194994,0.01919466347870178,0.7626220703125,0.15994034074730862,0.5569864754837517,1.962405932198763e-17,0.0030240497891865074,0.0032848539806547617
196613,M3,1,128,0.0,0.19620726310242814,0.08096808745788212,0.19465274447563927,0.039853680473135436,-0.009686594576298568,-0.002882521210178513,0.03413964103061341,0.02577499775557754,8.320601410613595,3.6765776426804275,3.0749563462067178,0.5634507003898217,0.01924628899623864,0.7635009765624999,0.15986444718084702,0.5572409072214357,1.940721888749053e-17,0.003048270089285714,0.003314305865575397
196613,M2+O,2,128,0.0,0.16253543069563117,0.08268351424675285,0.20991392871647713,0.04564794998738528,-0.008555508938588656,-0.002586050197384995,0.024449068664008488,0.018484393156410837,8.61150811907846,3.693971858305851,3.065830898201967,0.5710080258834342,0.022521093324988008,0.786328125,0.15851068045624128,0.56096457343106,1.9081958235744878e-17,0.0031209309895833333,0.0033865792410714282
196613,M4,3,128,0.0,0.16096653465159408,0.08275994617022722,0.21038434595668154,0.045838415222205775,-0.008504644907283022,-0.0025929773119277386,0.023892318595463917,0.018070514006969914,8.623316250465546,3.695081939505446,3.0605058868949224,0.5648854242902488,0.022558913760734007,0.787451171875,0.1584376383798995,0.5612157635958267,1.9786689647860456e-17,0.003146313864087302,0.003414481026785714
221251,M2,0,128,0.0,0.15577928253842155,0.08047888367626745,0.21364601350962087,0.04544578514561527,-0.012318212544907359,-0.010358357549201353,0.02918375572965185,0.00518946185092312,8.517661228887363,3.6364580449484825,3.0719802433561982,0.5469919130779303,0.023615066887206486,0.791748046875,0.15838227091142787,0.5484289622965433,1.973247953923618e-17,0.0029304625496031746,0.003213743179563492
221251,M3,1,128,0.0,0.15470446956800346,0.08049818886771024,0.21385790212454792,0.045689325330244265,-0.012282544736008556,-0.010303676103191235,0.02883454417141073,0.0047886978599141795,8.531294088423953,3.6370591882066963,3.070583096624893,0.5444230137010213,0.023639917600409774,0.792919921875,0.15833580609925346,0.5485785321969863,1.9353008778866254e-17,0.002960883246527778,0.003246489025297619
221251,M2+O,2,128,0.0,0.12044546135905941,0.08042612148771644,0.23302771582341802,0.05333453493844212,-0.010713751406364568,-0.008751056082110301,0.031948116697192594,0.011654375999712554,8.648254456961572,3.6502893675587487,3.076677865360762,0.550958735312834,0.02748677517365951,0.8144775390625,0.1568760302591432,0.5539871096256538,1.9461428996114805e-17,0.003077334449404762,0.0033544146825396823
221251,M4,3,128,0.0,0.1189975117092266,0.08041216671136778,0.23321326325063038,0.05351401595878587,-0.010693030206949568,-0.008708027066378219,0.031510372190325674,0.01114859510426491,8.660528478221059,3.6470336261694163,3.076374892483047,0.552375818445966,0.027490941424366575,0.8160888671875,0.15683588221752512,0.554152819442776,1.962405932198763e-17,0.0031046549479166663,0.0033920045882936505
262147,M2,0,128,0.0,0.19603556737821115,0.0753675036556108,0.18882693460043026,0.039964475562363974,-0.010283080024346348,-0.0033763623929134816,0.03263864191439201,0.01460616885588557,8.656102673172526,3.6068597324446356,3.0343138567498054,0.48975042020557874,0.018119090839108818,0.7572265625000001,0.16093700568040498,0.5569249579660579,1.919037845299343e-17,0.003022693452380952,0.0032939608134920635
262147,M3,1,128,0.0,0.19440661049027783,0.0753774260916496,0.1890950141458151,0.04021318148861391,-0.010219665370785419,-0.003411074819011991,0.03242236525609322,0.014018157401355279,8.660247952532949,3.6095894032770732,3.0321744167290863,0.4906626907766575,0.01816578845059213,0.758984375,0.16088531830039615,0.5569489836271637,1.973247953923618e-17,0.003040132068452381,0.0033125620039682535
262147,M2+O,2,128,0.0,0.14847627198117624,0.07761389700640184,0.20715672875957739,0.0489318262333885,-0.007996913782788705,-0.002272091387945396,0.044114570822047505,0.017023486639895613,8.982377534686556,3.6460165574504337,3.007305300183578,0.5004374262132794,0.022270050807313452,0.79189453125,0.15892357834062182,0.5616142766497877,1.9569849213363355e-17,0.003074428013392857,0.003356352306547619
262147,M4,3,128,0.0,0.1465223708203603,0.0776550821037034,0.20735611860970724,0.049111353712051914,-0.007947329885614739,-0.0023178156969970907,0.04370669776372864,0.016415166735328425,8.988824735181586,3.649664108140179,3.010069385483426,0.5037238565381703,0.022303090130262868,0.792626953125,0.158872121690657,0.5616244778349437,1.9569849213363355e-17,0.003101748511904762,0.003374565972222222
294001,M2,0,128,0.0,0.1898444275650406,0.07617157895469222,0.22858536085794762,0.04067609782918059,-0.013460874976693668,-0.008415342730158044,0.03273061860097652,0.01205902936466363,9.066386080723912,3.6883046921702167,3.051457210302595,0.634770700053316,0.02459614104343777,0.8219970703125,0.15953225673871615,0.5588878499207414,1.9949319973733282e-17,0.002908761160714286,0.0031527080233134915
294001,M3,1,128,0.0,0.18835157375517156,0.0761834759244449,0.2287100023067739,0.04092310868418216,-0.013447282844213978,-0.008418292066609642,0.03257562611883598,0.011852057880675643,9.074859862902395,3.6891986102520344,3.0495538852317914,0.6343830234150012,0.02459869517516442,0.8202880859375001,0.1594729990900049,0.5591912276325235,1.940721888749053e-17,0.002928137400793651,0.0031765407986111107
294001,M2+O,2,128,0.0,0.1574359095539074,0.07783520596447024,0.2423130821869569,0.04680939166904609,-0.013709067987885445,-0.008569062440815973,0.02968443187106313,0.011115212684462287,9.471403471939187,3.701759804216775,3.0373124596580183,0.6387212066015796,0.02845114975582138,0.841357421875,0.1579049632727068,0.5639593332296933,1.9569849213363355e-17,0.0029653397817460316,0.0032245938740079368
294001,M4,3,128,0.0,0.15540822300514806,0.07787110347152426,0.24249717790876962,0.04699754462289933,-0.01370604499098288,-0.008575361792953125,0.029469528513683403,0.010908276219097728,9.481246239217867,3.7029295035056715,3.0348347021500297,0.6368408727418567,0.028444981861823496,0.84169921875,0.15784828588870176,0.5643259400259086,1.9786689647860456e-17,0.002996148003472222,0.003254239521329365
324503,M2,0,128,0.0,0.21319581497081083,0.07928269701778873,0.1776368167245249,0.03835219405405027,-0.006899669970642593,-0.004070797024204475,0.038340923074544064,0.018118219409555957,7.944898499733305,3.6575725006023037,3.03643813196091,0.5369398350442209,0.018975489795758433,0.7768798828124999,0.16194473639553736,0.5566592988643537,1.9461428996114805e-17,0.0027109297495039684,0.0029353066096230156
324503,M3,1,128,0.0,0.21133085769260926,0.079302078897456,0.17777067494806673,0.038607103347710864,-0.006860688010679411,-0.0040780551041339486,0.037879252317670774,0.01769957380973579,7.962133733268656,3.657885566355702,3.036049304862467,0.5366559545747555,0.01899462034306402,0.7785888671874999,0.16188928223145066,0.5570693997295354,1.9244588561617704e-17,0.0027246868799603173,0.0029533265128968257
324503,M2+O,2,128,0.0,0.16742050579196227,0.08073027457411423,0.1936666602422349,0.0464299175794302,-0.0072532989405627414,-0.004364683992013707,0.03504571817556587,0.016185650935055515,8.0426275676369,3.665995552694311,3.0427881670931614,0.5614983400156826,0.022175641778893064,0.7997558593749999,0.16064018974388256,0.5601501996346221,1.919037845299343e-17,0.0026907784598214288,0.002912442646329365
324503,M4,3,128,0.0,0.16534162776375189,0.0807514721684264,0.19375750240082226,0.046614860970693214,-0.007232464594563266,-0.004367302063642294,0.0344547298526412,0.01578984656810918,8.058409024201303,3.665818760153036,3.044444134989539,0.5622860240064688,0.022189558723012585,0.80009765625,0.16058946478566416,0.5604376047189681,1.9461428996114805e-17,0.0027056981646825396,0.0029261997767857143
