candidate_id,cluster_loading,feedback_curvature,feedback_shift,spike_curvature,orthogonal_curvature,echo_loading,cap_level,cap_sharpness
0,0.41371301920153203,0.2324680272590068,0.2821753155440092,0.12108267157681221,0.055557584002110465,-0.11108825253322721,4.979333268944174,7.367376811802387
1,0.3070111525245011,0.14284441171853884,0.642547759693116,0.19074446022102418,0.49734065916059195,0.09740700935944913,4.031212909147143,9.391205415129662
2,0.15824501533061267,0.47178818037443365,0.47792880423367023,0.06573836363332915,0.16815945603584587,0.30806223507970565,6.196548670530319,10.978457712568343
3,0.5052951307501644,0.15757877576155158,0.5863521392457187,0.3515334376207748,0.0219864356587544,-0.3379333501681685,3.688997507560998,6.22103673312813
4,0.43848861446604137,0.38926240351387964,0.7371985567733645,0.4234090699730806,0.03886794626102078,-0.07367196269333365,6.015863294713199,11.226854318752885
5,0.11271710437722504,0.19076136524569792,0.31634031841531396,0.040480249263974095,0.13870930994198497,0.04869014248251913,3.098991063889116,5.594099240377545
6,0.24740017238073053,0.2888998185550328,0.5580466752871871,0.22097220967603354,0.2625326522402505,0.18312492715194817,5.264328494202346,8.049855879507959
7,0.3608797624707223,0.11507770599029078,0.3852312066592276,0.0776035660920321,0.06863570054080875,-0.2017381898127496,4.72552586439997,9.198351218365133
8,0.3273518878500909,0.41219047045579005,0.5059866728261113,0.05351897999527138,0.3552409291858432,-0.27241570344194765,5.661376485135406,11.565369953401387
9,0.2246222570538521,0.18270770007992873,0.42887789057567716,0.44230817962120045,0.05071990291090424,0.28608088316395874,3.341906509362161,5.166776251979172
10,0.1316666482947767,0.2498424048999523,0.7028423110023141,0.10273466228960343,0.028715294985613527,0.1631396964192391,5.565240954048932,8.395200815051794
11,0.47562341731973,0.1345462879767425,0.3737773862667382,0.2305695352875695,0.1877194508660889,-0.132857234403491,4.313042040448636,8.777857530862093
12,0.5283482315018774,0.3328876707156261,0.457244448363781,0.1455146569506814,0.10161489625486209,-0.22406192403286693,4.954742657020688,6.8926228834316134
13,0.19160756780765953,0.10117971124439723,0.5988673171959817,0.11719459330247321,0.036378440419058695,0.24830152671784156,4.166520392987877,9.900185617618263
14,0.27048005373217165,0.36894328719968383,0.27894342318177223,0.26852824616378107,0.09194735766059345,0.027264878060668685,6.389856506604701,10.496874457225204
15,0.3940499079413713,0.20372390595990375,0.6686163335107267,0.06355384261476883,0.3004872556272591,-0.007599563617259275,3.606406543403864,6.723187608644366
16,0.4057463240809739,0.339491902804902,0.4081831085495651,0.19734403058788655,0.023601876858286377,0.22910888325422996,3.938230101019144,10.274940855801105
17,0.28696249634958804,0.21941615258976566,0.5165418740361929,0.08793037523714164,0.1571969305868237,-0.24325488042086363,5.1766509604640305,6.5015790313482285
18,0.21026689126156273,0.3072119062245035,0.3519839565269649,0.3787901129537533,0.4367824238124445,-0.032129946071654536,3.8420952023006976,7.101360463537276
19,0.5377583326771856,0.1078785758284304,0.7122988943010569,0.0458333252557459,0.06353756950472862,0.002734182681888353,6.147785859182477,10.109249056316912
20,0.49215499800629925,0.2673284148553958,0.6132068322040141,0.07420814093349473,0.07464393350596943,0.26686673136427996,3.1204502838663757,8.220164174214005
21,0.14331607213243844,0.12460818756772674,0.44033395033329725,0.31354479265162216,0.24245845871081995,-0.2916295423172414,5.890122597105801,8.60335953719914
22,0.2340536013245583,0.44237179462099546,0.6821013414300978,0.13693118499757778,0.12330638894698835,-0.15740945897996425,4.5555651700124145,11.834662965498865
23,0.3459912556689233,0.16752985613526084,0.2611784478649497,0.17002054078342238,0.04387590931230058,0.1385877847671509,5.330007710959762,5.436608745716512
24,0.3791542425751686,0.28226221750688424,0.6319925566203892,0.29938503356734153,0.20407124519520659,0.06778144016861914,3.3136513018980622,7.8000976936891675
25,0.2573045510333032,0.11895239193747366,0.30287009943276644,0.05598635705388116,0.026509277326364232,-0.054581019654870055,5.807638450991362,8.948277187533677
26,0.1239194576162845,0.3836667582172082,0.5768955540843308,0.16255465762541366,0.04510557965094667,-0.17705247169360516,4.530867753084749,11.40776726230979
27,0.45535568585619335,0.19652263054240873,0.49972223583608866,0.10318803393042611,0.40116858868017596,0.20781029062345624,5.465421999804676,5.774697173386812
28,0.5152211816515774,0.4847004110659011,0.33325081830844283,0.09106491518213497,0.32269123986042725,0.11647675698623061,4.239035755861551,10.777519042603672
29,0.17649996895343067,0.15488746632867742,0.7228590399026871,0.2593026352049765,0.08598722398913808,-0.09201815025880933,4.764273941516876,6.0195685951039195
30,0.32392693283036356,0.24095786814142706,0.4029961838386953,0.047529484281293666,0.03193639404332568,-0.31326951589435337,3.487501574680209,7.610767846927047
31,0.42486795098520824,0.1399464793535686,0.5445616655051708,0.4971414335599761,0.11616431555652627,0.33272642400115726,6.390808122698218,9.634067816659808
