structural_scenario_id,candidate_id,variant,seed_pass_fraction,mean_distance,rough_hurst,leverage_rank,zumbach_rank,excess_kurtosis,max_abs_return_acf,mean_log_variance_acf,p_cap_exceedance_fraction,passes_majority,passes_80pct,passes_all_seeds
2,7,M2,0.0,0.0001726537081427058,0.10022459232672465,-0.0011881823740346104,0.020990030472748222,3.21336830146519,0.08016386481124446,0.4961633301325611,0.0,False,False,False
1,7,M2,0.0,0.00019785359973777412,0.0977897570608652,-0.0004653661937263615,0.024510871967148726,3.2603819822020883,0.08023830138033827,0.48989607420419806,0.0,False,False,False
0,11,M2,0.0,0.00035004414490510705,0.07376297219077065,0.0020380712701357343,0.020310441643056735,7.26510445107945,0.08286240288712703,0.3712945740856154,0.00021329365079365083,False,False,False
0,7,M2,0.0,0.0003662862660659482,0.11099824604030632,-0.00046447775611911126,0.014501542218978074,2.753023081776219,0.07967745711706845,0.5244380473477779,0.0,False,False,False
3,11,M2,0.0,0.00038894061459456936,0.07815918444313788,0.001345419127469787,0.01133852037456125,6.8395133171988745,0.08226399159627004,0.38303720131677366,0.00015376984126984128,False,False,False
3,7,M2,0.0,0.0005407286804538266,0.11616021628068145,-0.0009120320638631926,0.00959191946556742,2.6199716844918255,0.07936333193868371,0.5357623118423819,0.0,False,False,False
3,27,M2,0.0,0.0007809592486579834,0.07147595654787556,-0.002169876561392803,0.002952515407861578,5.7500072737364665,0.08347327448035871,0.40677216112454406,4.96031746031746e-06,False,False,False
2,25,M2,0.0,0.0008489195153180777,0.07226884610486534,-0.003389505624426277,0.026424306736268777,2.2706293012758554,0.07627631192045001,0.41367812909695034,0.0,False,False,False
1,25,M2,0.0,0.0008723986946679583,0.0706222007107377,-0.002604654805524492,0.029091969920420208,2.2881672962740907,0.07641648875206189,0.4077547230226899,0.0,False,False,False
0,27,M2,0.0,0.0013963873931409853,0.06862591427500592,-0.0016775912888127673,0.007470207895717809,5.967007340019399,0.08381383414032476,0.3963814759386799,4.96031746031746e-06,False,False,False
0,25,M2,0.0,0.0018514103569425774,0.07920121438969721,-0.0025503310917718704,0.01805530701876948,1.889096049783832,0.07585367107193267,0.44102983101376275,0.0,False,False,False
3,25,M2,0.0,0.0021321870343276863,0.08258515786144131,-0.003142558667864819,0.013337343016322282,1.7999031854789824,0.07560410080066596,0.45224822115466,0.0,False,False,False
1,19,M2,0.0,0.003449997841913615,0.16350609057182913,0.002239475785446651,0.004168082792406488,4.433953716330514,0.08858558277320301,0.6230705709986724,0.0,False,False,False
2,11,M2,0.0,0.0038698064265884876,0.0655311113982179,0.0018622448765862726,0.02806594732472558,8.233184196001298,0.08353468483976892,0.3401423573202004,0.000376984126984127,False,False,False
2,19,M2,0.0,0.006112761805795562,0.16554431661696742,0.0019757019496579294,0.0029077971072684274,4.41721659864267,0.0887927180190794,0.6258156384577644,0.0,False,False,False
1,11,M2,0.0,0.00617250861610003,0.06358478318313737,0.0026894180799750768,0.03681552478428402,8.446114306226443,0.08357566365321202,0.3332706112989531,0.0004216269841269841,False,False,False
2,27,M2,0.0,0.0076872321890183405,0.06271517578873095,-0.002492070037633575,0.01360612825796954,6.770702342964844,0.08366815687291393,0.37068319132312805,1.4880952380952383e-05,False,False,False
1,27,M2,0.0,0.010446590230769794,0.061289331232321165,-0.001853305006072436,0.016952382125205064,6.830149564677695,0.0837569815368215,0.3650191908692482,1.4880952380952383e-05,False,False,False
3,23,M2,0.0,0.01966759186664683,0.05801802955711268,-0.0005766092124243239,0.015684096146242395,4.9357842889573655,0.07789047661756877,0.31638071125374234,0.0,False,False,False
0,19,M2,0.0,0.02394798429581296,0.17329118199224902,0.0025073181344507844,0.0011026940389576344,4.126170323418363,0.08819263965512322,0.6363432247155693,0.0,False,False,False
3,3,M2,0.0,0.02623864258237319,0.056256127738476755,-0.00043779571251757163,0.006520904101677233,10.306450259524654,0.08262415959068366,0.26925162945443487,0.004399801587301587,False,False,False
3,0,M2,0.0,0.03181032714220946,0.054278707585312724,-0.0007843694246392585,0.011310741954063327,6.088470807936492,0.08087502519314647,0.3383004554334715,3.472222222222222e-05,False,False,False
0,23,M2,0.0,0.03204802501281338,0.05428117870150338,0.0001281385563883035,0.025175908590060823,5.312707210029123,0.07869642603273216,0.3022243736084616,0.0,False,False,False
0,3,M2,0.0,0.03577325217622667,0.053417442999379706,0.00045524800852097326,0.016599226662319184,10.839207450515497,0.08279631597971508,0.2599825538046461,0.005079365079365079,False,False,False
3,15,M2,0.0,0.0364929046673414,0.05335676959451981,-0.007702947405023866,-0.0044228836520898195,5.642867820239794,0.08153747073560494,0.3297735192775222,0.0004662698412698413,False,False,False
3,19,M2,0.0,0.036956069581388404,0.17673710214642072,0.002409137146594184,-0.0005677036258181724,4.060277731089421,0.08819493071922212,0.640573617239413,0.0,False,False,False
