effect,metric,seed_count,mean,between_seed_sd,between_seed_se,ci_lower,ci_upper,seed_min,seed_max,pooled_q10,pooled_median,pooled_q90
echo_at_O0,absolute_return_tail_ratio,5,0.0009336186571993914,0.0010450279504423247,0.00046735070711526386,-0.00036395492598151064,0.0022311922403802933,0.0001302953601300602,0.0027296708324371817,-0.025642311287376394,0.00026460064978373055,0.030308161822848505
echo_at_O0,acceptance_rate,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
echo_at_O0,distance,5,-0.0015050895610728182,0.0002880255447607769,0.0001288089394683011,-0.0018627205105653016,-0.0011474586115803348,-0.001864957278201585,-0.0010748129704180932,-0.04875511083527885,8.720867685999527e-05,0.048316770005878557
echo_at_O0,excess_kurtosis,5,0.011151279050737255,0.005016861647525856,0.0022436087355158806,0.004922022559035177,0.017380535542439332,0.004145279360420969,0.01723523353534997,-0.19857630777736315,0.001030447272791779,0.2222950970102627
echo_at_O0,hill_tail_index,5,-0.001842720437678949,0.0010934191452284003,0.0004889919073260835,-0.003200379625255787,-0.0004850612501021113,-0.003384863267123138,-0.00038882709844301547,-0.03568810696335691,-0.0006947362196703111,0.02729733983443136
echo_at_O0,hill_threshold_instability,5,-0.0010779623486576629,0.0016752538237316669,0.0007491962858860914,-0.0031580647094384684,0.0010021400121231424,-0.0030616258296776,0.0009122705710787092,-0.03237907917921209,-4.2180789387363804e-05,0.03009464201184724
echo_at_O0,leverage,5,4.3437492863672046e-05,2.155325557345716e-05,9.638908919735285e-06,1.6675591374025665e-05,7.019939435331843e-05,1.3592132479688869e-05,6.55309094157553e-05,-0.0009783347533874164,1.516052620494611e-05,0.0010337228667981855
echo_at_O0,leverage_rank,5,-2.398981496453888e-07,3.307661260372038e-05,1.4792310849469017e-05,-4.130993720221786e-05,4.0830140902927076e-05,-3.4712426098509635e-05,5.4681446010119056e-05,-0.001131104813757587,-6.075937587321717e-06,0.0010032766387350755
echo_at_O0,max_abs_return_acf,5,1.570449373671692e-05,4.465440755896201e-06,1.99700581593639e-06,1.0159916714008806e-05,2.1249070759425035e-05,9.9224360387884e-06,1.9381879667288294e-05,-0.0008335347183504342,1.8981635010115183e-06,0.0009953137768951932
echo_at_O0,mean_log_variance_acf,5,0.00024130102550870282,0.0001397720710568466,6.250797044780797e-05,6.775107692303804e-05,0.0004148509740943676,0.0001246414488263093,0.0004680372948634322,-0.0077889367098858,-7.150488275042832e-06,0.007312430121929681
echo_at_O0,mean_volatility,5,-5.7751514288570135e-05,1.1189768597651779e-05,5.004216647368374e-06,-7.164544710450537e-05,-4.3857581472634904e-05,-7.589356646162994e-05,-4.646481217439498e-05,-0.0005851020717951933,-1.4279508829442844e-05,0.00038468040322669225
echo_at_O0,p_cap_exceedance_fraction,5,2.1042596726190473e-05,6.459295663260374e-06,2.8886848379639573e-06,1.3022321847366363e-05,2.9062871605014584e-05,1.3757130456349232e-05,3.0420696924603185e-05,-4.960317460317471e-05,0.0,0.00012400793650793693
echo_at_O0,q995_volatility,5,0.00022830117523934434,0.0001477307679544255,6.606720790286859e-05,4.486919924333988e-05,0.0004117331512353488,2.4025661105856692e-05,0.0004101008651816395,-0.00679751676893513,3.3936175210524944e-06,0.007597380095450538
echo_at_O0,q_cap_exceedance_fraction,5,2.4530319940476223e-05,6.514279235393517e-06,2.9132742389510516e-06,1.6441773939641748e-05,3.26188659413107e-05,1.8019903273809568e-05,3.2745845734126997e-05,-7.440476190476186e-05,0.0,0.00014880952380952334
