model,seed,path,return_type,window,direction,decile,mean_standardized_response,count
primary,1290017,8,log,10,forward,2,-0.18816353912114744,124
primary,1290017,8,log,10,forward,3,-0.09228466088776412,124
primary,1290017,8,log,10,forward,4,-0.19512575149728642,124
primary,1290017,8,log,10,forward,5,-0.1623732705356632,124
primary,1290017,8,log,10,forward,6,-0.17453199268192715,124
primary,1290017,8,log,10,forward,7,-0.14972015530008215,124
primary,1290017,8,log,10,forward,8,-0.06461944431177676,124
primary,1290017,8,log,10,forward,9,0.3037401210923786,124
primary,1290017,8,log,10,forward,10,1.0044100418104809,124
primary,1290017,8,log,10,backward,1,-0.22060876827263665,124
primary,1290017,8,log,10,backward,2,0.10508319716009698,124
primary,1290017,8,log,10,backward,3,-0.14544146178516407,124
primary,1290017,8,log,10,backward,4,-0.14318366125949128,124
primary,1290017,8,log,10,backward,5,-0.12818971507589522,124
primary,1290017,8,log,10,backward,6,-0.04094908400644895,124
primary,1290017,8,log,10,backward,7,0.008184118053573781,124
primary,1290017,8,log,10,backward,8,-0.0002033170394449951,124
primary,1290017,8,log,10,backward,9,0.04798179877664129,124
primary,1290017,8,log,10,backward,10,0.5173268934487687,124
primary,1290017,8,log,20,forward,1,-0.03624953955027299,122
primary,1290017,8,log,20,forward,2,-0.05485925410976818,122
primary,1290017,8,log,20,forward,3,-0.13772455725534863,122
primary,1290017,8,log,20,forward,4,-0.19501925347022225,122
primary,1290017,8,log,20,forward,5,-0.32375891665510115,122
primary,1290017,8,log,20,forward,6,-0.015337501874022882,122
primary,1290017,8,log,20,forward,7,-0.08075340195060307,122
primary,1290017,8,log,20,forward,8,0.09549668128258634,122
primary,1290017,8,log,20,forward,9,0.2456413274494808,122
primary,1290017,8,log,20,forward,10,0.5025644161332722,122
primary,1290017,8,log,20,backward,1,0.2666849179260259,122
primary,1290017,8,log,20,backward,2,-0.2558228685261211,122
primary,1290017,8,log,20,backward,3,-0.15907219543543163,122
primary,1290017,8,log,20,backward,4,-0.054779732688182016,122
primary,1290017,8,log,20,backward,5,0.16318480110767436,122
primary,1290017,8,log,20,backward,6,0.4761899453813693,122
primary,1290017,8,log,20,backward,7,-0.072517562994158,122
primary,1290017,8,log,20,backward,8,-0.1987146587364842,122
primary,1290017,8,log,20,backward,9,-0.08621238528206644,122
primary,1290017,8,log,20,backward,10,-0.07894026075262663,122
primary,1290017,8,ito,5,forward,1,-0.19214531887414754,125
primary,1290017,8,ito,5,forward,2,-0.17021385371060324,125
primary,1290017,8,ito,5,forward,3,-0.2857246679899837,125
primary,1290017,8,ito,5,forward,4,-0.24979993619520416,125
primary,1290017,8,ito,5,forward,5,-0.1535804275858744,125
primary,1290017,8,ito,5,forward,6,-0.17867993324882078,125
primary,1290017,8,ito,5,forward,7,-0.21543317652554744,125
primary,1290017,8,ito,5,forward,8,-0.02238429830420027,125
primary,1290017,8,ito,5,forward,9,0.346172623811913,125
primary,1290017,8,ito,5,forward,10,1.1217889886224681,125
primary,1290017,8,ito,5,backward,1,-0.3021327254820454,125
primary,1290017,8,ito,5,backward,2,-0.1755212477505107,125
primary,1290017,8,ito,5,backward,3,-0.1571697714558456,125
primary,1290017,8,ito,5,backward,4,-0.21350716595961572,125
primary,1290017,8,ito,5,backward,5,-0.05435161055573894,125
primary,1290017,8,ito,5,backward,6,0.027678959165000006,125
primary,1290017,8,ito,5,backward,7,0.2084892504901128,125
primary,1290017,8,ito,5,backward,8,0.06624656390766105,125
primary,1290017,8,ito,5,backward,9,0.08084335855497014,125
primary,1290017,8,ito,5,backward,10,0.5194243890860116,125
primary,1290017,8,ito,10,forward,1,-0.264689851552022,124
primary,1290017,8,ito,10,forward,2,-0.19126242161809365,124
primary,1290017,8,ito,10,forward,3,-0.08638536967145595,124
primary,1290017,8,ito,10,forward,4,-0.21200270224280335,124
primary,1290017,8,ito,10,forward,5,-0.13604671971467155,124
primary,1290017,8,ito,10,forward,6,-0.1358825173503895,124
primary,1290017,8,ito,10,forward,7,-0.2196028860800598,124
primary,1290017,8,ito,10,forward,8,-0.06112891587718763,124
primary,1290017,8,ito,10,forward,9,0.30253925926273845,124
primary,1290017,8,ito,10,forward,10,1.0044621248439458,124
primary,1290017,8,ito,10,backward,1,-0.22026544149302402,124
primary,1290017,8,ito,10,backward,2,0.11874778577828979,124
primary,1290017,8,ito,10,backward,3,-0.14493577258995144,124
primary,1290017,8,ito,10,backward,4,-0.14424583086209686,124
primary,1290017,8,ito,10,backward,5,-0.12933605370952678,124
primary,1290017,8,ito,10,backward,6,-0.04491309363968627,124
primary,1290017,8,ito,10,backward,7,0.008472176819828522,124
primary,1290017,8,ito,10,backward,8,-0.00562961491489985,124
primary,1290017,8,ito,10,backward,9,0.04953478242127035,124
primary,1290017,8,ito,10,backward,10,0.5125710621897968,124
primary,1290017,8,ito,20,forward,1,-0.03729661793350495,122
primary,1290017,8,ito,20,forward,2,-0.07760062298425766,122
primary,1290017,8,ito,20,forward,3,-0.08749408338992744,122
primary,1290017,8,ito,20,forward,4,-0.1404846032635261,122
primary,1290017,8,ito,20,forward,5,-0.42180377695375176,122
primary,1290017,8,ito,20,forward,6,0.03164786071376914,122
primary,1290017,8,ito,20,forward,7,-0.09692744379026468,122
primary,1290017,8,ito,20,forward,8,0.10449489901131719,122
primary,1290017,8,ito,20,forward,9,0.23685946152955425,122
primary,1290017,8,ito,20,forward,10,0.48860492706059216,122
primary,1290017,8,ito,20,backward,1,0.2972579596424892,122
primary,1290017,8,ito,20,backward,2,-0.2552587224960513,122
primary,1290017,8,ito,20,backward,3,-0.1593221912986634,122
primary,1290017,8,ito,20,backward,4,-0.06087998675606961,122
primary,1290017,8,ito,20,backward,5,0.15558691714015438,122
primary,1290017,8,ito,20,backward,6,0.46271147880409247,122
primary,1290017,8,ito,20,backward,7,-0.08238310962521588,122
primary,1290017,8,ito,20,backward,8,-0.20260014356988884,122
primary,1290017,8,ito,20,backward,9,-0.08897386098192675,122
primary,1290017,8,ito,20,backward,10,-0.06613834085892037,122
primary,1290017,9,log,5,forward,1,-0.2125422090567397,125
primary,1290017,9,log,5,forward,2,-0.06872047059381836,125
primary,1290017,9,log,5,forward,3,-0.1974112013568147,125
primary,1290017,9,log,5,forward,4,-0.25912696821817544,125
primary,1290017,9,log,5,forward,5,-0.08106707266750404,125
primary,1290017,9,log,5,forward,6,-0.036660938918042084,125
primary,1290017,9,log,5,forward,7,-0.024590062546954915,125
primary,1290017,9,log,5,forward,8,-0.11489532871446966,125
primary,1290017,9,log,5,forward,9,-0.05625946629877895,125
primary,1290017,9,log,5,forward,10,1.0512737183712977,125
primary,1290017,9,log,5,backward,1,-0.1464270232245145,125
primary,1290017,9,log,5,backward,2,-0.16664225711281988,125
primary,1290017,9,log,5,backward,3,-0.13589922886524616,125
primary,1290017,9,log,5,backward,4,-0.11781019670032716,125
primary,1290017,9,log,5,backward,5,0.013630132868059653,125
primary,1290017,9,log,5,backward,6,0.048663703320825626,125
primary,1290017,9,log,5,backward,7,-0.062342077573553284,125
primary,1290017,9,log,5,backward,8,-0.039787180991308894,125
primary,1290017,9,log,5,backward,9,0.04292476359076438,125
primary,1290017,9,log,5,backward,10,0.5636893646881196,125
primary,1290017,9,log,10,forward,1,-0.1557398356722794,124
primary,1290017,9,log,10,forward,2,-0.020212889237774437,124
primary,1290017,9,log,10,forward,3,-0.18954383517190307,124
primary,1290017,9,log,10,forward,4,-0.15030994306261786,124
primary,1290017,9,log,10,forward,5,-0.1074822962027367,124
primary,1290017,9,log,10,forward,6,0.008000869670252576,124
primary,1290017,9,log,10,forward,7,-0.06278527609100915,124
primary,1290017,9,log,10,forward,8,-0.09524469966265108,124
primary,1290017,9,log,10,forward,9,-0.007451252559166136,124
primary,1290017,9,log,10,forward,10,0.7807691579898847,124
primary,1290017,9,log,10,backward,1,-0.28696714798449396,124
primary,1290017,9,log,10,backward,2,-0.11048691890805798,124
primary,1290017,9,log,10,backward,3,-0.010652376916260373,124
primary,1290017,9,log,10,backward,4,-0.11300634336525496,124
primary,1290017,9,log,10,backward,5,-0.009965735584413757,124
primary,1290017,9,log,10,backward,6,-0.12305152207534072,124
primary,1290017,9,log,10,backward,7,0.21625240044909927,124
primary,1290017,9,log,10,backward,8,-0.026481366213679285,124
primary,1290017,9,log,10,backward,9,0.158368953419135,124
primary,1290017,9,log,10,backward,10,0.30599005717926614,124
primary,1290017,9,log,20,forward,1,-0.007291026509052612,122
primary,1290017,9,log,20,forward,2,0.13941533033849204,122
primary,1290017,9,log,20,forward,3,0.024405311388933294,122
primary,1290017,9,log,20,forward,4,-0.13943849755320759,122
primary,1290017,9,log,20,forward,5,-0.12560042285607637,122
primary,1290017,9,log,20,forward,6,-0.1501396384830154,122
primary,1290017,9,log,20,forward,7,-0.07198232553657855,122
primary,1290017,9,log,20,forward,8,-0.028582035988171883,122
primary,1290017,9,log,20,forward,9,-0.12263990545647928,122
primary,1290017,9,log,20,forward,10,0.48185321065515596,122
primary,1290017,9,log,20,backward,1,-0.2064631862615436,122
primary,1290017,9,log,20,backward,2,0.0859342653631969,122
primary,1290017,9,log,20,backward,3,0.02335567691405123,122
primary,1290017,9,log,20,backward,4,-0.30618001224873215,122
primary,1290017,9,log,20,backward,5,-0.14023172836974934,122
primary,1290017,9,log,20,backward,6,-0.16091600269646564,122
primary,1290017,9,log,20,backward,7,-0.08041916062150835,122
primary,1290017,9,log,20,backward,8,0.002718454681965648,122
primary,1290017,9,log,20,backward,9,0.41297504727874423,122
primary,1290017,9,log,20,backward,10,0.3692266459600404,122
primary,1290017,9,ito,5,forward,1,-0.1994719527704216,125
primary,1290017,9,ito,5,forward,2,-0.10058508075484861,125
primary,1290017,9,ito,5,forward,3,-0.17272773661394406,125
primary,1290017,9,ito,5,forward,4,-0.31670338435482653,125
primary,1290017,9,ito,5,forward,5,0.0409472268806313,125
primary,1290017,9,ito,5,forward,6,-0.10365555440374091,125
primary,1290017,9,ito,5,forward,7,-0.019909465689778548,125
primary,1290017,9,ito,5,forward,8,-0.08637731836560433,125
primary,1290017,9,ito,5,forward,9,-0.081371828116816,125
primary,1290017,9,ito,5,forward,10,1.0398550941893494,125
primary,1290017,9,ito,5,backward,1,-0.14703985479604245,125
primary,1290017,9,ito,5,backward,2,-0.1669330106632031,125
primary,1290017,9,ito,5,backward,3,-0.1367719629964765,125
primary,1290017,9,ito,5,backward,4,-0.1183356557402684,125
primary,1290017,9,ito,5,backward,5,0.01178687918161188,125
primary,1290017,9,ito,5,backward,6,0.05197631919612418,125
primary,1290017,9,ito,5,backward,7,-0.062229872655532675,125
primary,1290017,9,ito,5,backward,8,-0.038778881728279396,125
primary,1290017,9,ito,5,backward,9,0.04552887628537876,125
primary,1290017,9,ito,5,backward,10,0.5607971639166874,125
primary,1290017,9,ito,10,forward,1,-0.10071281442808117,124
primary,1290017,9,ito,10,forward,2,-0.058613332092591876,124
primary,1290017,9,ito,10,forward,3,-0.18884216195297815,124
primary,1290017,9,ito,10,forward,4,-0.14680630378007045,124
primary,1290017,9,ito,10,forward,5,-0.12061721438859534,124
primary,1290017,9,ito,10,forward,6,-0.024597929553646595,124
primary,1290017,9,ito,10,forward,7,-0.007725371230479445,124
primary,1290017,9,ito,10,forward,8,-0.12084834437944132,124
primary,1290017,9,ito,10,forward,9,-0.018447257417960345,124
primary,1290017,9,ito,10,forward,10,0.7872107292238442,124
primary,1290017,9,ito,10,backward,1,-0.29104707261944857,124
primary,1290017,9,ito,10,backward,2,-0.10980378833430476,124
primary,1290017,9,ito,10,backward,3,-0.012875584063255003,124
primary,1290017,9,ito,10,backward,4,-0.11467803296461622,124
primary,1290017,9,ito,10,backward,5,-0.007606403897631024,124
primary,1290017,9,ito,10,backward,6,-0.12191604956714151,124
primary,1290017,9,ito,10,backward,7,0.21684919270590344,124
primary,1290017,9,ito,10,backward,8,-0.025039310922734027,124
primary,1290017,9,ito,10,backward,9,0.16132596337229715,124
primary,1290017,9,ito,10,backward,10,0.30479108629093016,124
primary,1290017,9,ito,20,forward,1,-0.01249309888817824,122
primary,1290017,9,ito,20,forward,2,0.10834637799824329,122
primary,1290017,9,ito,20,forward,3,0.06472778627903866,122
primary,1290017,9,ito,20,forward,4,-0.16340230654081478,122
primary,1290017,9,ito,20,forward,5,-0.12786740850880693,122
primary,1290017,9,ito,20,forward,6,-0.11243063860985193,122
primary,1290017,9,ito,20,forward,7,-0.061040992502549796,122
primary,1290017,9,ito,20,forward,8,-0.06657420154464214,122
primary,1290017,9,ito,20,forward,9,-0.10563175881790297,122
primary,1290017,9,ito,20,forward,10,0.47636624113546444,122
primary,1290017,9,ito,20,backward,1,-0.21534444497797758,122
primary,1290017,9,ito,20,backward,2,0.08933530620087816,122
primary,1290017,9,ito,20,backward,3,0.015894070883752824,122
primary,1290017,9,ito,20,backward,4,-0.31322893412863806,122
primary,1290017,9,ito,20,backward,5,-0.14570852807339638,122
primary,1290017,9,ito,20,backward,6,-0.1660416998505209,122
primary,1290017,9,ito,20,backward,7,-0.07919165413671722,122
primary,1290017,9,ito,20,backward,8,0.01611437336784482,122
primary,1290017,9,ito,20,backward,9,0.42079746669275037,122
primary,1290017,9,ito,20,backward,10,0.3773740440220239,122
primary,1290017,10,log,5,forward,1,-0.22163742610713988,125
primary,1290017,10,log,5,forward,2,-0.09068514940738603,125
primary,1290017,10,log,5,forward,3,-0.16171085255919374,125
primary,1290017,10,log,5,forward,4,-0.22980934293678318,125
primary,1290017,10,log,5,forward,5,-0.06676451226407727,125
primary,1290017,10,log,5,forward,6,-0.15144875456659276,125
primary,1290017,10,log,5,forward,7,0.03455658939955252,125
primary,1290017,10,log,5,forward,8,-0.19719693069541647,125
primary,1290017,10,log,5,forward,9,0.11267036385866087,125
primary,1290017,10,log,5,forward,10,0.9720260152783758,125
primary,1290017,10,log,5,backward,1,-0.1525558925764992,125
primary,1290017,10,log,5,backward,2,-0.11623784002394419,125
primary,1290017,10,log,5,backward,3,-0.15811138077849873,125
primary,1290017,10,log,5,backward,4,-0.12302922721945216,125
primary,1290017,10,log,5,backward,5,-0.0959916664877745,125
primary,1290017,10,log,5,backward,6,-0.038237443426705105,125
primary,1290017,10,log,5,backward,7,-0.11240994069365444,125
primary,1290017,10,log,5,backward,8,-0.05721515474066537,125
primary,1290017,10,log,5,backward,9,0.10127786384244963,125
primary,1290017,10,log,5,backward,10,0.752510682104744,125
primary,1290017,10,log,10,forward,1,-0.18874750763273324,124
primary,1290017,10,log,10,forward,2,-0.13023251817769832,124
primary,1290017,10,log,10,forward,3,-0.26035278868118444,124
primary,1290017,10,log,10,forward,4,-0.21870124126504187,124
primary,1290017,10,log,10,forward,5,-0.19612990975215708,124
primary,1290017,10,log,10,forward,6,0.061060505667762166,124
primary,1290017,10,log,10,forward,7,-0.08920288995253398,124
primary,1290017,10,log,10,forward,8,0.098795489752543,124
primary,1290017,10,log,10,forward,9,0.33133772772787806,124
primary,1290017,10,log,10,forward,10,0.5921731323131642,124
primary,1290017,10,log,10,backward,1,-0.18630201798513338,124
primary,1290017,10,log,10,backward,2,-0.11303075322384855,124
primary,1290017,10,log,10,backward,3,-0.15662287095031882,124
primary,1290017,10,log,10,backward,4,-0.152656339723825,124
primary,1290017,10,log,10,backward,5,-0.16778679095503532,124
primary,1290017,10,log,10,backward,6,-0.13094020793620625,124
primary,1290017,10,log,10,backward,7,-0.0756507340847286,124
primary,1290017,10,log,10,backward,8,-0.14130802673160567,124
primary,1290017,10,log,10,backward,9,0.27158972380716784,124
primary,1290017,10,log,10,backward,10,0.8527080177835343,124
primary,1290017,10,log,20,forward,1,0.021917347489726857,122
primary,1290017,10,log,20,forward,2,-0.11941743696914778,122
primary,1290017,10,log,20,forward,3,-0.06599373210162349,122
primary,1290017,10,log,20,forward,4,-0.01685331811898895,122
primary,1290017,10,log,20,forward,5,-0.12542589640550283,122
primary,1290017,10,log,20,forward,6,-0.19259092529168434,122
primary,1290017,10,log,20,forward,7,0.09252153732284933,122
primary,1290017,10,log,20,forward,8,0.11750413292539126,122
primary,1290017,10,log,20,forward,9,0.17633871297775372,122
primary,1290017,10,log,20,forward,10,0.11199957817122672,122
primary,1290017,10,log,20,backward,1,-0.2594179630361241,122
primary,1290017,10,log,20,backward,2,0.37822111472811887,122
primary,1290017,10,log,20,backward,3,-0.058519549214901594,122
primary,1290017,10,log,20,backward,4,-0.12333060764861309,122
primary,1290017,10,log,20,backward,5,0.08809681847516107,122
primary,1290017,10,log,20,backward,6,-0.05655509888365309,122
primary,1290017,10,log,20,backward,7,-0.0304900356895939,122
primary,1290017,10,log,20,backward,8,-0.012380722284732418,122
primary,1290017,10,log,20,backward,9,0.15714901900419245,122
primary,1290017,10,log,20,backward,10,-0.08277297544985408,122
primary,1290017,10,ito,5,forward,1,-0.21321977796122232,125
primary,1290017,10,ito,5,forward,2,-0.06870449189763142,125
primary,1290017,10,ito,5,forward,3,-0.19996895761787395,125
primary,1290017,10,ito,5,forward,4,-0.20151518881811717,125
primary,1290017,10,ito,5,forward,5,-0.09360580131888878,125
primary,1290017,10,ito,5,forward,6,-0.10773315775915153,125
primary,1290017,10,ito,5,forward,7,-0.017763180905695442,125
primary,1290017,10,ito,5,forward,8,-0.1718867920474136,125
primary,1290017,10,ito,5,forward,9,0.09107182442771686,125
primary,1290017,10,ito,5,forward,10,0.9833255238982773,125
primary,1290017,10,ito,5,backward,1,-0.1533945264900847,125
primary,1290017,10,ito,5,backward,2,-0.11686730225899453,125
primary,1290017,10,ito,5,backward,3,-0.15877185728897122,125
primary,1290017,10,ito,5,backward,4,-0.12423720363070578,125
primary,1290017,10,ito,5,backward,5,-0.0966584524173431,125
primary,1290017,10,ito,5,backward,6,-0.03860079240212297,125
primary,1290017,10,ito,5,backward,7,-0.11228425380511477,125
primary,1290017,10,ito,5,backward,8,-0.056616681092205204,125
primary,1290017,10,ito,5,backward,9,0.10310095875776558,125
primary,1290017,10,ito,5,backward,10,0.7543301106277768,125
primary,1290017,10,ito,10,forward,1,-0.1812869477179856,124
primary,1290017,10,ito,10,forward,2,-0.1606207268411352,124
primary,1290017,10,ito,10,forward,3,-0.22704548711205202,124
primary,1290017,10,ito,10,forward,4,-0.21963437886372086,124
primary,1290017,10,ito,10,forward,5,-0.12142762257432006,124
primary,1290017,10,ito,10,forward,6,0.0022306172603737003,124
primary,1290017,10,ito,10,forward,7,-0.050448913885439504,124
primary,1290017,10,ito,10,forward,8,0.055927162934281544,124
primary,1290017,10,ito,10,forward,9,0.3058021971426108,124
primary,1290017,10,ito,10,forward,10,0.5965040996573856,124
primary,1290017,10,ito,10,backward,1,-0.1871038388973255,124
primary,1290017,10,ito,10,backward,2,-0.11432097832853108,124
primary,1290017,10,ito,10,backward,3,-0.15951303345484197,124
primary,1290017,10,ito,10,backward,4,-0.15608383190561861,124
primary,1290017,10,ito,10,backward,5,-0.1699412304134888,124
primary,1290017,10,ito,10,backward,6,-0.13176779389846174,124
primary,1290017,10,ito,10,backward,7,-0.07533350467408823,124
primary,1290017,10,ito,10,backward,8,-0.14071998206002026,124
primary,1290017,10,ito,10,backward,9,0.27693963784605197,124
primary,1290017,10,ito,10,backward,10,0.8578445557863241,124
primary,1290017,10,ito,20,forward,1,0.010898527161151854,122
primary,1290017,10,ito,20,forward,2,-0.09571526597496317,122
primary,1290017,10,ito,20,forward,3,-0.0460023918356723,122
primary,1290017,10,ito,20,forward,4,-0.04554496316119285,122
primary,1290017,10,ito,20,forward,5,-0.17363816022900358,122
primary,1290017,10,ito,20,forward,6,-0.09726988204513884,122
primary,1290017,10,ito,20,forward,7,0.11366876854847363,122
primary,1290017,10,ito,20,forward,8,0.10735743427989235,122
primary,1290017,10,ito,20,forward,9,0.11153208787677654,122
primary,1290017,10,ito,20,forward,10,0.1147138453796768,122
primary,1290017,10,ito,20,backward,1,-0.26232392986805775,122
primary,1290017,10,ito,20,backward,2,0.3809742921916362,122
primary,1290017,10,ito,20,backward,3,-0.06407702492950748,122
primary,1290017,10,ito,20,backward,4,-0.12840899352061844,122
primary,1290017,10,ito,20,backward,5,0.0864161632922544,122
primary,1290017,10,ito,20,backward,6,-0.05570219096771817,122
primary,1290017,10,ito,20,backward,7,-0.024823783981601018,122
primary,1290017,10,ito,20,backward,8,-0.009027033874791862,122
primary,1290017,10,ito,20,backward,9,0.1469555508354861,122
primary,1290017,10,ito,20,backward,10,-0.06998304917708285,122
primary,1290017,11,log,5,forward,1,-0.06650717834474905,125
primary,1290017,11,log,5,forward,2,-0.18939378056681658,125
primary,1290017,11,log,5,forward,3,-0.06997882064363628,125
primary,1290017,11,log,5,forward,4,-0.25094395370688144,125
primary,1290017,11,log,5,forward,5,-0.10547281597595076,125
primary,1290017,11,log,5,forward,6,-0.16453670953453256,125
primary,1290017,11,log,5,forward,7,-0.1132418278967482,125
primary,1290017,11,log,5,forward,8,0.04427393015421041,125
primary,1290017,11,log,5,forward,9,-0.0005333096422855342,125
primary,1290017,11,log,5,forward,10,0.9163344661573907,125
primary,1290017,11,log,5,backward,1,-0.2459651849639793,125
primary,1290017,11,log,5,backward,2,-0.16806519764340727,125
primary,1290017,11,log,5,backward,3,-0.037516073988725085,125
primary,1290017,11,log,5,backward,4,-0.03763820629644786,125
primary,1290017,11,log,5,backward,5,-0.06383351721523577,125
primary,1290017,11,log,5,backward,6,-0.018969360855144494,125
primary,1290017,11,log,5,backward,7,-0.041865119856489066,125
primary,1290017,11,log,5,backward,8,-0.05228348902798218,125
primary,1290017,11,log,5,backward,9,0.2752538288419627,125
primary,1290017,11,log,5,backward,10,0.390882321005448,125
primary,1290017,11,log,10,forward,1,-0.11678320916941062,124
primary,1290017,11,log,10,forward,2,0.03266964014546948,124
primary,1290017,11,log,10,forward,3,-0.1403692844477899,124
primary,1290017,11,log,10,forward,4,-0.08366818020198794,124
primary,1290017,11,log,10,forward,5,0.03999872557430794,124
primary,1290017,11,log,10,forward,6,-0.06801023252499291,124
primary,1290017,11,log,10,forward,7,0.04119748269036545,124
primary,1290017,11,log,10,forward,8,-0.02796261691075837,124
primary,1290017,11,log,10,forward,9,-0.14010447593171035,124
primary,1290017,11,log,10,forward,10,0.4630321507765075,124
primary,1290017,11,log,10,backward,1,-0.22134033059247105,124
primary,1290017,11,log,10,backward,2,0.03769424610330006,124
primary,1290017,11,log,10,backward,3,-0.12387966354192012,124
primary,1290017,11,log,10,backward,4,-0.17978663685472607,124
primary,1290017,11,log,10,backward,5,0.05004091211957372,124
primary,1290017,11,log,10,backward,6,0.08014125120222472,124
primary,1290017,11,log,10,backward,7,0.1641208351936436,124
primary,1290017,11,log,10,backward,8,0.01953561158569825,124
primary,1290017,11,log,10,backward,9,0.051613412028364565,124
primary,1290017,11,log,10,backward,10,0.12186036275631207,124
primary,1290017,11,log,20,forward,1,0.24275564340682423,122
primary,1290017,11,log,20,forward,2,0.11450326857625076,122
primary,1290017,11,log,20,forward,3,-0.1662375145464867,122
primary,1290017,11,log,20,forward,4,-0.0792744990421803,122
primary,1290017,11,log,20,forward,5,0.05138473764068294,122
primary,1290017,11,log,20,forward,6,-0.1955068573371039,122
primary,1290017,11,log,20,forward,7,-0.0730752728502322,122
primary,1290017,11,log,20,forward,8,-0.19066452056771246,122
primary,1290017,11,log,20,forward,9,0.17126240672111112,122
primary,1290017,11,log,20,forward,10,0.12485260799884754,122
primary,1290017,11,log,20,backward,1,-0.16067684492037526,122
primary,1290017,11,log,20,backward,2,0.38803512014327657,122
primary,1290017,11,log,20,backward,3,-0.07700358417769035,122
primary,1290017,11,log,20,backward,4,-0.26119020913062263,122
primary,1290017,11,log,20,backward,5,-0.02854365479698558,122
primary,1290017,11,log,20,backward,6,-0.04996131388829586,122
primary,1290017,11,log,20,backward,7,-0.03696372193671407,122
primary,1290017,11,log,20,backward,8,0.34236158797142113,122
primary,1290017,11,log,20,backward,9,-0.1794557466529261,122
primary,1290017,11,log,20,backward,10,0.06339836738891239,122
primary,1290017,11,ito,5,forward,1,-0.08095626734731895,125
primary,1290017,11,ito,5,forward,2,-0.16947902259452757,125
primary,1290017,11,ito,5,forward,3,-0.07911451116448698,125
primary,1290017,11,ito,5,forward,4,-0.23628207408083882,125
primary,1290017,11,ito,5,forward,5,-0.11646467405086182,125
primary,1290017,11,ito,5,forward,6,-0.15071900297122748,125
primary,1290017,11,ito,5,forward,7,-0.12422600947023649,125
primary,1290017,11,ito,5,forward,8,0.031797298801684255,125
primary,1290017,11,ito,5,forward,9,-0.0025459960026226708,125
primary,1290017,11,ito,5,forward,10,0.9279902588804371,125
primary,1290017,11,ito,5,backward,1,-0.24902762661261013,125
primary,1290017,11,ito,5,backward,2,-0.16957590344768028,125
primary,1290017,11,ito,5,backward,3,-0.036950915333295795,125
primary,1290017,11,ito,5,backward,4,-0.04086497068233773,125
primary,1290017,11,ito,5,backward,5,-0.06497772267122146,125
primary,1290017,11,ito,5,backward,6,-0.016343883643015505,125
primary,1290017,11,ito,5,backward,7,-0.03691129188903556,125
primary,1290017,11,ito,5,backward,8,-0.0496399811638698,125
primary,1290017,11,ito,5,backward,9,0.27242391403381416,125
primary,1290017,11,ito,5,backward,10,0.3918683814092521,125
primary,1290017,11,ito,10,forward,1,-0.12249926527527147,124
primary,1290017,11,ito,10,forward,2,0.05662069299656002,124
primary,1290017,11,ito,10,forward,3,-0.0859745812132303,124
primary,1290017,11,ito,10,forward,4,-0.032098782911496614,124
primary,1290017,11,ito,10,forward,5,-0.0605300341500004,124
primary,1290017,11,ito,10,forward,6,-0.01683118755433563,124
primary,1290017,11,ito,10,forward,7,-0.01849604692434094,124
primary,1290017,11,ito,10,forward,8,-0.05368729094641329,124
primary,1290017,11,ito,10,forward,9,-0.0310005980272629,124
primary,1290017,11,ito,10,forward,10,0.3644970940057918,124
primary,1290017,11,ito,10,backward,1,-0.2245679040529413,124
primary,1290017,11,ito,10,backward,2,0.03967298981410261,124
primary,1290017,11,ito,10,backward,3,-0.1227637088649112,124
primary,1290017,11,ito,10,backward,4,-0.18136321239122846,124
primary,1290017,11,ito,10,backward,5,0.045942443348031124,124
primary,1290017,11,ito,10,backward,6,0.08493824072956474,124
primary,1290017,11,ito,10,backward,7,0.16639738930522427,124
primary,1290017,11,ito,10,backward,8,0.020734830800670442,124
primary,1290017,11,ito,10,backward,9,0.04864427192777552,124
primary,1290017,11,ito,10,backward,10,0.12236465938371188,124
primary,1290017,11,ito,20,forward,1,0.22776513874920848,122
primary,1290017,11,ito,20,forward,2,0.08886357161110303,122
primary,1290017,11,ito,20,forward,3,-0.14022494744997457,122
primary,1290017,11,ito,20,forward,4,0.019839084406470465,122
primary,1290017,11,ito,20,forward,5,0.012000666256550574,122
primary,1290017,11,ito,20,forward,6,-0.1707830941929233,122
primary,1290017,11,ito,20,forward,7,-0.12104247074608378,122
primary,1290017,11,ito,20,forward,8,-0.1797658658261913,122
primary,1290017,11,ito,20,forward,9,0.15275966540946445,122
primary,1290017,11,ito,20,forward,10,0.110588251782377,122
primary,1290017,11,ito,20,backward,1,-0.16851734545162145,122
primary,1290017,11,ito,20,backward,2,0.3945697255906154,122
primary,1290017,11,ito,20,backward,3,-0.0686190280870516,122
primary,1290017,11,ito,20,backward,4,-0.2609007267259893,122
primary,1290017,11,ito,20,backward,5,-0.015988479259544882,122
primary,1290017,11,ito,20,backward,6,-0.04381550437386361,122
primary,1290017,11,ito,20,backward,7,-0.041090660493810445,122
primary,1290017,11,ito,20,backward,8,0.31492221259239556,122
primary,1290017,11,ito,20,backward,9,-0.18083236791307056,122
primary,1290017,11,ito,20,backward,10,0.07027217412194173,122
primary,1310021,0,log,5,forward,1,-0.16234726563265417,125
primary,1310021,0,log,5,forward,2,-0.16110900239901824,125
primary,1310021,0,log,5,forward,3,-0.0896363740447292,125
