model,seed,path,return_type,window,method,forward,backward,zumbach,forward_count,backward_count
primary,1270009,5,ito,10,spearman,0.22578680220936836,0.061702318082052066,0.1640844841273163,1240,1240
primary,1270009,5,ito,10,gaussian_rank,0.25339807537684983,0.061160965091156705,0.19223711028569312,1240,1240
primary,1270009,5,ito,10,kendall,0.15142284360436356,0.040927907521674606,0.11049493608268895,1240,1240
primary,1270009,5,ito,10,winsor_995,0.3129370563726571,0.061186906473003726,0.2517501498996534,1240,1240
primary,1270009,5,ito,10,winsor_990,0.28236878478239064,0.044594331087309994,0.23777445369508066,1240,1240
primary,1270009,5,ito,10,winsor_975,0.2581419404259473,0.03396501996300086,0.22417692046294643,1240,1240
primary,1270009,5,ito,10,winsor_950,0.23831305743021677,0.03976692338696645,0.19854613404325033,1240,1240
primary,1270009,5,ito,10,trim_995,0.20050061311597187,0.05345157080523891,0.14704904231073296,1226,1226
primary,1270009,5,ito,10,trim_990,0.17395402252205047,-0.008656131438334045,0.18261015396038452,1216,1214
primary,1270009,5,ito,10,trim_975,0.16658672663958368,0.017134504690696557,0.14945222194888713,1184,1178
primary,1270009,5,ito,10,trim_950,0.16135918292933238,0.046721330596101035,0.11463785233323134,1129,1120
primary,1270009,5,ito,20,pearson,0.14125570147992667,-0.028474927478194145,0.1697306289581208,1220,1220
primary,1270009,5,ito,20,spearman,-0.04592059248523159,-0.07239967019684335,0.02647907771161176,1220,1220
primary,1270009,5,ito,20,gaussian_rank,-0.01800281360049809,-0.047292828348363576,0.029290014747865484,1220,1220
primary,1270009,5,ito,20,kendall,-0.03061902392447451,-0.0471200527172232,0.01650102879274869,1220,1220
primary,1270009,5,ito,20,winsor_995,0.12235585458282529,-0.02820181339235765,0.15055766797518294,1220,1220
primary,1270009,5,ito,20,winsor_990,0.11819259690929947,-0.028531074412052847,0.1467236713213523,1220,1220
primary,1270009,5,ito,20,winsor_975,0.01769620142391899,-0.04157724808285345,0.059273449506772435,1220,1220
primary,1270009,5,ito,20,winsor_950,-0.009271136789770349,-0.050181447315179456,0.04091031052540911,1220,1220
primary,1270009,5,ito,20,trim_995,0.04755043549456278,-0.016366844726347116,0.0639172802209099,1206,1206
primary,1270009,5,ito,20,trim_990,0.007556202883638994,-0.016714807443011383,0.024271010326650376,1194,1194
primary,1270009,5,ito,20,trim_975,-0.058247888643768474,-0.059427218054297494,0.0011793294105290203,1161,1158
primary,1270009,5,ito,20,trim_950,-0.04163971228267103,-0.07290435854408353,0.0312646462614125,1105,1099
primary,1270009,6,log,5,pearson,0.3252531254442266,0.08398717001870888,0.2412659554255177,1250,1250
primary,1270009,6,log,5,spearman,0.3292789850105504,0.25955435849878944,0.06972462651176098,1250,1250
primary,1270009,6,log,5,gaussian_rank,0.3458009381393021,0.24145796628118654,0.10434297185811559,1250,1250
primary,1270009,6,log,5,kendall,0.22445220176140912,0.1755093674939952,0.048942834267413915,1250,1250
primary,1270009,6,log,5,winsor_995,0.34436826189192016,0.09588468904276677,0.2484835728491534,1250,1250
primary,1270009,6,log,5,winsor_990,0.3628874725547349,0.1070504457216037,0.2558370268331312,1250,1250
primary,1270009,6,log,5,winsor_975,0.3893986440953992,0.14988132013616245,0.23951732395923675,1250,1250
primary,1270009,6,log,5,winsor_950,0.4046758689594381,0.22539275010900972,0.17928311885042836,1250,1250
primary,1270009,6,log,5,trim_995,0.3753107792781792,0.11104332632934145,0.26426745294883774,1236,1236
primary,1270009,6,log,5,trim_990,0.36009406381779335,0.15731237071621035,0.202781693101583,1225,1224
primary,1270009,6,log,5,trim_975,0.3063904304382206,0.21532133517252874,0.09106909526569187,1190,1186
primary,1270009,6,log,5,trim_950,0.23938522193747205,0.19242151617039285,0.0469637057670792,1141,1126
primary,1270009,6,log,10,pearson,0.29325151645506137,0.07144063930437108,0.22181087715069028,1240,1240
primary,1270009,6,log,10,spearman,0.29970072737409265,0.193259511913096,0.10644121546099664,1240,1240
primary,1270009,6,log,10,gaussian_rank,0.31114592117640444,0.15228625691049408,0.15885966426591036,1240,1240
primary,1270009,6,log,10,kendall,0.20218698742482233,0.13020385847067092,0.0719831289541514,1240,1240
primary,1270009,6,log,10,winsor_995,0.2996905644510538,0.07618045648491786,0.22351010796613593,1240,1240
primary,1270009,6,log,10,winsor_990,0.3048278946468114,0.08547404739317585,0.21935384725363558,1240,1240
primary,1270009,6,log,10,winsor_975,0.3200319270919503,0.11264232885995303,0.20738959823199726,1240,1240
primary,1270009,6,log,10,winsor_950,0.3509261163679567,0.14237891916088682,0.20854719720706985,1240,1240
primary,1270009,6,log,10,trim_995,0.3069911834906069,0.11993020499550001,0.1870609784951069,1226,1226
primary,1270009,6,log,10,trim_990,0.27259598851906014,0.16226636228024957,0.11032962623881057,1214,1214
primary,1270009,6,log,10,trim_975,0.2703678612205972,0.13817819969219552,0.13218966152840167,1181,1178
primary,1270009,6,log,10,trim_950,0.2822440243288725,0.1743900272252699,0.10785399710360263,1123,1118
primary,1270009,6,log,20,pearson,0.2889357624771514,0.0763709412484405,0.2125648212287109,1220,1220
primary,1270009,6,log,20,spearman,0.24530164819302644,0.14808265485923872,0.09721899333378772,1220,1220
primary,1270009,6,log,20,gaussian_rank,0.2494449709905713,0.13169448453682717,0.11775048645374414,1220,1220
primary,1270009,6,log,20,kendall,0.1642437364676771,0.10088624107370998,0.06335749539396711,1220,1220
primary,1270009,6,log,20,winsor_995,0.2855885322621541,0.07696734373871261,0.20862118852344147,1220,1220
primary,1270009,6,log,20,winsor_990,0.2760902406393667,0.07988225606812566,0.19620798457124106,1220,1220
primary,1270009,6,log,20,winsor_975,0.2462886794322729,0.08974689727843586,0.15654178215383702,1220,1220
primary,1270009,6,log,20,winsor_950,0.21891362186739755,0.08281869158800308,0.13609493027939445,1220,1220
primary,1270009,6,log,20,trim_995,0.21076273103799684,0.08054956082372533,0.1302131702142715,1209,1206
primary,1270009,6,log,20,trim_990,0.1848965424112603,0.09557588151822564,0.08932066089303466,1197,1194
primary,1270009,6,log,20,trim_975,0.1570971823887051,0.055962124751463685,0.10113505763724141,1166,1159
primary,1270009,6,log,20,trim_950,0.15098987305090603,0.01777370029248297,0.13321617275842307,1112,1103
primary,1270009,6,ito,5,pearson,0.32180225513187605,0.08251037643125816,0.23929187870061788,1250,1250
primary,1270009,6,ito,5,spearman,0.32549886815927564,0.25883710747974886,0.06666176067952678,1250,1250
primary,1270009,6,ito,5,gaussian_rank,0.33862256716303735,0.2371858693200813,0.10143669784295606,1250,1250
primary,1270009,6,ito,5,kendall,0.2219208967173739,0.17526084867894312,0.04666004803843077,1250,1250
primary,1270009,6,ito,5,winsor_995,0.3409868645830551,0.0944286434742536,0.2465582211088015,1250,1250
primary,1270009,6,ito,5,winsor_990,0.35906670582419026,0.1057077849722341,0.25335892085195616,1250,1250
primary,1270009,6,ito,5,winsor_975,0.3843859073619535,0.1480530088951697,0.2363328984667838,1250,1250
primary,1270009,6,ito,5,winsor_950,0.3984614364777708,0.22544330376732472,0.1730181327104461,1250,1250
primary,1270009,6,ito,5,trim_995,0.37232920576144296,0.10965296457068173,0.2626762411907612,1236,1236
primary,1270009,6,ito,5,trim_990,0.3568005271655181,0.15593585382557817,0.2008646733399399,1225,1224
primary,1270009,6,ito,5,trim_975,0.28456156446024067,0.2152379557428932,0.06932360871734747,1190,1186
primary,1270009,6,ito,5,trim_950,0.24209293088405062,0.19833766370644124,0.043755267177609386,1140,1126
primary,1270009,6,ito,10,pearson,0.2869983530609083,0.06705917286744308,0.21993918019346526,1240,1240
primary,1270009,6,ito,10,spearman,0.29619889778300984,0.19443499562545874,0.1017639021575511,1240,1240
primary,1270009,6,ito,10,gaussian_rank,0.3082109615320903,0.15607577523688876,0.15213518629520156,1240,1240
primary,1270009,6,ito,10,kendall,0.19965112343461167,0.13105261787601866,0.06859850555859301,1240,1240
primary,1270009,6,ito,10,winsor_995,0.29314626325925797,0.07137737819708023,0.22176888506217773,1240,1240
primary,1270009,6,ito,10,winsor_990,0.29931463224300575,0.081062234871021,0.21825239737198476,1240,1240
primary,1270009,6,ito,10,winsor_975,0.31486837449194477,0.10845644494864676,0.206411929543298,1240,1240
primary,1270009,6,ito,10,winsor_950,0.3442745017647537,0.13920756665075096,0.20506693511400276,1240,1240
primary,1270009,6,ito,10,trim_995,0.3020480797290991,0.11373775599944316,0.18831032372965592,1226,1226
primary,1270009,6,ito,10,trim_990,0.26889148744943697,0.1561728593369723,0.11271862811246466,1214,1214
primary,1270009,6,ito,10,trim_975,0.2668888658026223,0.13625725209406886,0.13063161370855342,1181,1178
primary,1270009,6,ito,10,trim_950,0.27031855765003576,0.1812868240971233,0.08903173355291247,1122,1118
primary,1270009,6,ito,20,pearson,0.2821548857734713,0.07254713349000506,0.20960775228346623,1220,1220
primary,1270009,6,ito,20,spearman,0.23757080209157289,0.14631794429263462,0.09125285779893827,1220,1220
primary,1270009,6,ito,20,gaussian_rank,0.24211175568937543,0.12608792796671503,0.1160238277226604,1220,1220
primary,1270009,6,ito,20,kendall,0.15894780725937682,0.09976465525356716,0.05918315200580966,1220,1220
primary,1270009,6,ito,20,winsor_995,0.27943845352020996,0.07323869509892633,0.20619975842128363,1220,1220
primary,1270009,6,ito,20,winsor_990,0.2704996041665793,0.0759119922403788,0.1945876119262005,1220,1220
primary,1270009,6,ito,20,winsor_975,0.24171651128190189,0.08605857445643365,0.15565793682546825,1220,1220
primary,1270009,6,ito,20,winsor_950,0.21647295941218647,0.08108286386918635,0.13539009554300013,1220,1220
primary,1270009,6,ito,20,trim_995,0.20736485292204146,0.07739267139037291,0.12997218153166856,1208,1206
primary,1270009,6,ito,20,trim_990,0.18052724963327435,0.08819565909621842,0.09233159053705593,1197,1194
primary,1270009,6,ito,20,trim_975,0.15524175669160573,0.0520937060720384,0.10314805061956733,1166,1159
primary,1270009,6,ito,20,trim_950,0.1417436387508392,0.016118537419946503,0.1256251013308927,1112,1103
primary,1270009,7,log,5,pearson,0.31000712325362195,0.08931604821695446,0.2206910750366675,1250,1250
primary,1270009,7,log,5,spearman,0.17748709163973866,0.12840671770029935,0.049080373939439315,1250,1250
primary,1270009,7,log,5,gaussian_rank,0.1997978916226964,0.12493271277631468,0.07486517884638172,1250,1250
primary,1270009,7,log,5,kendall,0.12049191353082465,0.08601441152922337,0.03447750200160128,1250,1250
primary,1270009,7,log,5,winsor_995,0.2983019617982519,0.0964006921077738,0.2019012696904781,1250,1250
primary,1270009,7,log,5,winsor_990,0.2760334058723765,0.1106181755432643,0.1654152303291122,1250,1250
primary,1270009,7,log,5,winsor_975,0.22793607741671898,0.12178357656169028,0.1061525008550287,1250,1250
primary,1270009,7,log,5,winsor_950,0.20274274649460766,0.12730745717620678,0.07543528931840088,1250,1250
primary,1270009,7,log,5,trim_995,0.2080970542527104,0.11496266734011976,0.09313438691259066,1238,1236
primary,1270009,7,log,5,trim_990,0.1823082870280775,0.11087909308679364,0.07142919394128386,1229,1224
primary,1270009,7,log,5,trim_975,0.1459464705411575,0.11289168585643572,0.03305478468472178,1196,1188
primary,1270009,7,log,5,trim_950,0.13322646784744147,0.12682500285222764,0.006401464995213824,1140,1131
primary,1270009,7,log,10,pearson,0.31949873766455106,0.14858543336067645,0.1709133043038746,1240,1240
primary,1270009,7,log,10,spearman,0.20049898911308497,0.12567212194613686,0.07482686716694811,1240,1240
primary,1270009,7,log,10,gaussian_rank,0.22151201644889962,0.13616840766126667,0.08534360878763295,1240,1240
primary,1270009,7,log,10,kendall,0.13801973495795258,0.08468327735686948,0.053336457601083104,1240,1240
primary,1270009,7,log,10,winsor_995,0.3226486101117023,0.15567853675024493,0.1669700733614574,1240,1240
primary,1270009,7,log,10,winsor_990,0.30520210540522713,0.15513107978071433,0.1500710256245128,1240,1240
primary,1270009,7,log,10,winsor_975,0.27967148378176554,0.15037831689670653,0.129293166885059,1240,1240
primary,1270009,7,log,10,winsor_950,0.2534076215871127,0.13962431890944893,0.11378330267766379,1240,1240
primary,1270009,7,log,10,trim_995,0.2351392715696135,0.13285192693935075,0.10228734463026276,1227,1226
primary,1270009,7,log,10,trim_990,0.20961434780954966,0.11223866813668856,0.09737567967286109,1217,1215
primary,1270009,7,log,10,trim_975,0.15411022189537787,0.09758509044106309,0.056525131454314786,1183,1183
primary,1270009,7,log,10,trim_950,0.10533978279415744,0.10091540635874459,0.004424376435412852,1129,1123
primary,1270009,7,log,20,pearson,0.22943546751456145,-0.023359725656085097,0.2527951931706465,1220,1220
primary,1270009,7,log,20,spearman,0.1408666495528879,0.005707922118847493,0.13515872743404042,1220,1220
primary,1270009,7,log,20,gaussian_rank,0.13128698214570028,0.01840393637203102,0.11288304577366925,1220,1220
primary,1270009,7,log,20,kendall,0.09088072728250784,0.0046853776946973475,0.0861953495878105,1220,1220
primary,1270009,7,log,20,winsor_995,0.22838370247052145,-0.020916530100495958,0.2493002325710174,1220,1220
primary,1270009,7,log,20,winsor_990,0.2129926857769051,-0.012545226738414501,0.2255379125153196,1220,1220
primary,1270009,7,log,20,winsor_975,0.2019925420767986,-0.01564046352397242,0.217633005600771,1220,1220
primary,1270009,7,log,20,winsor_950,0.19945964789393963,-0.018449241251045564,0.21790888914498519,1220,1220
primary,1270009,7,log,20,trim_995,0.18345551869747806,0.007818989641382479,0.17563652905609559,1206,1206
primary,1270009,7,log,20,trim_990,0.13893708247250816,-0.011579698698584209,0.15051678117109238,1194,1194
primary,1270009,7,log,20,trim_975,0.14683131724978096,-0.018028732497338325,0.1648600497471193,1161,1159
primary,1270009,7,log,20,trim_950,0.1134992511366608,-0.02940201287639089,0.1429012640130517,1105,1100
primary,1270009,7,ito,5,pearson,0.3065595962907581,0.09283636051425363,0.21372323577650443,1250,1250
primary,1270009,7,ito,5,spearman,0.1756186693239484,0.13213813103240388,0.043480538291544524,1250,1250
primary,1270009,7,ito,5,gaussian_rank,0.19725194848337005,0.12832289820242002,0.06892905028095003,1250,1250
primary,1270009,7,ito,5,kendall,0.11920832666132906,0.08865076060848678,0.03055756605284228,1250,1250
primary,1270009,7,ito,5,winsor_995,0.29437267896062314,0.10066485681424373,0.1937078221463794,1250,1250
primary,1270009,7,ito,5,winsor_990,0.27211948286905724,0.11563692580553125,0.15648255706352598,1250,1250
primary,1270009,7,ito,5,winsor_975,0.22628676462670316,0.12721156843599324,0.09907519619070992,1250,1250
primary,1270009,7,ito,5,winsor_950,0.20040557614432677,0.13276042048068454,0.06764515566364224,1250,1250
primary,1270009,7,ito,5,trim_995,0.2043127949587216,0.12046960021267948,0.08384319474604211,1238,1236
primary,1270009,7,ito,5,trim_990,0.18795240994107487,0.10961919650445973,0.07833321343661515,1228,1224
primary,1270009,7,ito,5,trim_975,0.13924984982032543,0.11611830651216333,0.023131543308162097,1196,1188
primary,1270009,7,ito,5,trim_950,0.1330492719111453,0.1254041369779105,0.007645134933234793,1140,1131
primary,1270009,7,ito,10,pearson,0.3155422661961934,0.15860370168548674,0.15693856451070667,1240,1240
primary,1270009,7,ito,10,spearman,0.19965210107950251,0.12999469491279964,0.06965740616670288,1240,1240
primary,1270009,7,ito,10,gaussian_rank,0.22731695177483233,0.1450225940566517,0.08229435771818064,1240,1240
primary,1270009,7,ito,10,kendall,0.13697570881824572,0.08738837251685802,0.0495873363013877,1240,1240
primary,1270009,7,ito,10,winsor_995,0.3175439205806358,0.16554068095092578,0.15200323962971002,1240,1240
primary,1270009,7,ito,10,winsor_990,0.2998361548277058,0.16350806275589105,0.13632809207181476,1240,1240
primary,1270009,7,ito,10,winsor_975,0.276481524462912,0.15695370032851974,0.11952782413439228,1240,1240
primary,1270009,7,ito,10,winsor_950,0.2507040576707835,0.14603928661698876,0.10466477105379476,1240,1240
primary,1270009,7,ito,10,trim_995,0.23064633180229735,0.1403033014008712,0.09034303040142616,1227,1226
primary,1270009,7,ito,10,trim_990,0.20741893809963338,0.12486252185515656,0.08255641624447682,1217,1215
primary,1270009,7,ito,10,trim_975,0.1473478750903732,0.1088416802900895,0.038506194800283694,1183,1184
primary,1270009,7,ito,10,trim_950,0.10655750095585569,0.10536670762689931,0.0011907933289563716,1129,1123
primary,1270009,7,ito,20,pearson,0.2247694999547783,-0.013589273838686378,0.23835877379346468,1220,1220
primary,1270009,7,ito,20,spearman,0.13699454532171484,0.01572904515655225,0.12126550016516259,1220,1220
primary,1270009,7,ito,20,gaussian_rank,0.127151003187819,0.029021761892435938,0.09812924129538306,1220,1220
primary,1270009,7,ito,20,kendall,0.08850845223846475,0.011283099557551876,0.07722535268091288,1220,1220
primary,1270009,7,ito,20,winsor_995,0.22317331826482195,-0.010579920643805737,0.2337532389086277,1220,1220
primary,1270009,7,ito,20,winsor_990,0.20715614406041444,-0.0023833422618577725,0.2095394863222722,1220,1220
primary,1270009,7,ito,20,winsor_975,0.19760357497943784,-0.004933630146143818,0.20253720512558165,1220,1220
primary,1270009,7,ito,20,winsor_950,0.19509842822722434,-0.008765053296986304,0.20386348152421063,1220,1220
primary,1270009,7,ito,20,trim_995,0.17875636598908867,0.020099654565405706,0.15865671142368296,1206,1206
primary,1270009,7,ito,20,trim_990,0.13496848939799058,-0.0008598631318260224,0.1358283525298166,1194,1194
primary,1270009,7,ito,20,trim_975,0.15712992445548438,-0.014095283702513957,0.17122520815799833,1161,1159
primary,1270009,7,ito,20,trim_950,0.10477510785088295,-0.021198839304163834,0.12597394715504678,1105,1101
primary,1270009,8,log,5,pearson,0.3848904868530586,0.13778273761673018,0.24710774923632842,1250,1250
primary,1270009,8,log,5,spearman,0.17658525016656015,0.12244461314855243,0.054140637018007726,1250,1250
primary,1270009,8,log,5,gaussian_rank,0.20454866725646564,0.15410427533425894,0.050444391922206705,1250,1250
primary,1270009,8,log,5,kendall,0.12003074459567653,0.08234555644515612,0.03768518815052041,1250,1250
primary,1270009,8,log,5,winsor_995,0.35445949910948815,0.17143148945004671,0.18302800965944144,1250,1250
primary,1270009,8,log,5,winsor_990,0.2874825447439836,0.15981961894215488,0.12766292580182872,1250,1250
primary,1270009,8,log,5,winsor_975,0.2657634425086964,0.15371661343850845,0.11204682907018793,1250,1250
primary,1270009,8,log,5,winsor_950,0.25561839488193383,0.15888263334152763,0.0967357615404062,1250,1250
primary,1270009,8,log,5,trim_995,0.1851059130195616,0.08597975883255322,0.09912615418700839,1240,1236
primary,1270009,8,log,5,trim_990,0.18672280171715158,0.10750274730652848,0.0792200544106231,1229,1225
primary,1270009,8,log,5,trim_975,0.21395253658129404,0.12848798516266935,0.08546455141862469,1193,1189
primary,1270009,8,log,5,trim_950,0.15110323315963925,0.12070920579552748,0.030394027364111773,1138,1131
primary,1270009,8,log,10,pearson,0.23869395824736991,0.03891842511877005,0.19977553312859986,1240,1240
primary,1270009,8,log,10,spearman,0.07409084532275279,0.061550466333465996,0.01254037898928679,1240,1240
primary,1270009,8,log,10,gaussian_rank,0.10468707498838586,0.10379466259811608,0.0008924123902697839,1240,1240
primary,1270009,8,log,10,kendall,0.05129006222499935,0.0409747715379208,0.010315290687078552,1240,1240
primary,1270009,8,log,10,winsor_995,0.27218975859519984,0.08170288274118001,0.19048687585401983,1240,1240
primary,1270009,8,log,10,winsor_990,0.19978200757778186,0.11209254931741026,0.0876894582603716,1240,1240
primary,1270009,8,log,10,winsor_975,0.15594950051698606,0.10486754451267968,0.05108195600430637,1240,1240
primary,1270009,8,log,10,winsor_950,0.1299923324850825,0.09164598606736724,0.038346346417715255,1240,1240
primary,1270009,8,log,10,trim_995,0.09499571432930895,0.11379918887034277,-0.018803474541033816,1226,1226
primary,1270009,8,log,10,trim_990,0.09562329629515859,0.09151002671990052,0.004113269575258066,1217,1214
primary,1270009,8,log,10,trim_975,0.05239825303400187,0.0320912807908322,0.02030697224316967,1183,1182
primary,1270009,8,log,10,trim_950,0.03944597754615217,0.04034453230909478,-0.0008985547629426077,1129,1123
primary,1270009,8,log,20,pearson,0.1349171305648968,0.07014136264500277,0.06477576791989402,1220,1220
primary,1270009,8,log,20,spearman,0.1066841047018295,0.1479358208846233,-0.04125171618279379,1220,1220
primary,1270009,8,log,20,gaussian_rank,0.11986555090400937,0.14357570102239675,-0.023710150118387383,1220,1220
primary,1270009,8,log,20,kendall,0.07227907852445568,0.09822348337121263,-0.025944404846756947,1220,1220
primary,1270009,8,log,20,winsor_995,0.1295004520721829,0.0768257411213926,0.05267471095079029,1220,1220
primary,1270009,8,log,20,winsor_990,0.13037522173481164,0.08540709388566803,0.04496812784914361,1220,1220
primary,1270009,8,log,20,winsor_975,0.10184715865017475,0.11087045034667989,-0.009023291696505134,1220,1220
primary,1270009,8,log,20,winsor_950,0.09712803961332143,0.11469543998795002,-0.01756740037462859,1220,1220
primary,1270009,8,log,20,trim_995,0.11294389598016247,0.09044143001388542,0.022502465966277044,1206,1206
primary,1270009,8,log,20,trim_990,0.028591646549778364,0.09948947005753649,-0.07089782350775813,1194,1194
primary,1270009,8,log,20,trim_975,0.07502710925677367,0.09413963769844404,-0.01911252844167037,1163,1160
primary,1270009,8,log,20,trim_950,0.0556035462960512,0.09832428035645127,-0.04272073406040007,1104,1102
primary,1270009,8,ito,5,pearson,0.38455728449982696,0.14018767873010363,0.24436960576972333,1250,1250
primary,1270009,8,ito,5,spearman,0.17408195563645165,0.12170733267669293,0.052374622959758727,1250,1250
primary,1270009,8,ito,5,gaussian_rank,0.20278315487540535,0.15489733337375827,0.04788582150164708,1250,1250
primary,1270009,8,ito,5,kendall,0.11816301040832666,0.08183570856685347,0.03632730184147319,1250,1250
primary,1270009,8,ito,5,winsor_995,0.352236831254456,0.1752931189366576,0.17694371231779837,1250,1250
primary,1270009,8,ito,5,winsor_990,0.2856607567065596,0.1630103356922432,0.12265042101431639,1250,1250
primary,1270009,8,ito,5,winsor_975,0.2638493026042525,0.1568641432724753,0.10698515933177719,1250,1250
primary,1270009,8,ito,5,winsor_950,0.2531369445043664,0.15990650970652273,0.09323043479784368,1250,1250
primary,1270009,8,ito,5,trim_995,0.1837823419217199,0.0887860601541889,0.09499628176753101,1240,1236
primary,1270009,8,ito,5,trim_990,0.1817490852784202,0.10502498427846417,0.07672410099995604,1229,1226
primary,1270009,8,ito,5,trim_975,0.21280891020316942,0.13009925803846473,0.08270965216470469,1193,1189
primary,1270009,8,ito,5,trim_950,0.147639654743387,0.12077162484230033,0.026868029901086665,1138,1131
primary,1270009,8,ito,10,pearson,0.2368446309259101,0.04167486117417526,0.19516976975173483,1240,1240
primary,1270009,8,ito,10,spearman,0.07107561225168633,0.06392192024393961,0.007153692007746723,1240,1240
primary,1270009,8,ito,10,gaussian_rank,0.10106991454875555,0.10284460931847982,-0.0017746947697242638,1240,1240
primary,1270009,8,ito,10,kendall,0.04912650680830014,0.04281288239735479,0.006313624410945351,1240,1240
primary,1270009,8,ito,10,winsor_995,0.26795832337887227,0.08621592285834939,0.18174240052052287,1240,1240
primary,1270009,8,ito,10,winsor_990,0.19384689381642198,0.11466382532527725,0.07918306849114473,1240,1240
primary,1270009,8,ito,10,winsor_975,0.15116460869057316,0.1062317749245008,0.044932833766072364,1240,1240
primary,1270009,8,ito,10,winsor_950,0.12592061465334067,0.09384115154093856,0.03207946311240212,1240,1240
primary,1270009,8,ito,10,trim_995,0.08964106128742062,0.11561005167197295,-0.025968990384552332,1226,1226
primary,1270009,8,ito,10,trim_990,0.09579799227686539,0.09970320647398079,-0.0039052141971153975,1217,1215
primary,1270009,8,ito,10,trim_975,0.04671199700730547,0.03313032126858048,0.013581675738724985,1183,1183
primary,1270009,8,ito,10,trim_950,0.03526895832574299,0.042916105269077506,-0.007647146943334515,1129,1123
primary,1270009,8,ito,20,pearson,0.13497873313200687,0.0731754304740613,0.061803302657945564,1220,1220
primary,1270009,8,ito,20,spearman,0.09977275065025035,0.1492560247842056,-0.04948327413395526,1220,1220
primary,1270009,8,ito,20,gaussian_rank,0.11183877000530469,0.1476207590807051,-0.03578198907540041,1220,1220
primary,1270009,8,ito,20,kendall,0.06796218346131605,0.09894969001734827,-0.030987506556032218,1220,1220
primary,1270009,8,ito,20,winsor_995,0.12913546080999577,0.08083038348449458,0.0483050773255012,1220,1220
primary,1270009,8,ito,20,winsor_990,0.1287319613556309,0.08967268143127319,0.039059279924357704,1220,1220
primary,1270009,8,ito,20,winsor_975,0.09818895221532133,0.11364707111178,-0.015458118896458678,1220,1220
primary,1270009,8,ito,20,winsor_950,0.09245081772572479,0.11742861227956107,-0.02497779455383628,1220,1220
primary,1270009,8,ito,20,trim_995,0.11336875309884545,0.0952903375831879,0.018078415515657545,1206,1206
primary,1270009,8,ito,20,trim_990,0.027723617250829457,0.10457566015905842,-0.07685204290822896,1194,1194
primary,1270009,8,ito,20,trim_975,0.07017856116274582,0.09404708782039085,-0.023868526657645037,1163,1160
primary,1270009,8,ito,20,trim_950,0.04786685242870099,0.11397700837387653,-0.06611015594517554,1104,1101
primary,1270009,9,log,5,pearson,0.2288075926839631,0.16174767514490337,0.06705991753905974,1250,1250
primary,1270009,9,log,5,spearman,0.1498005571843566,0.14621655693859645,0.0035840002457601383,1250,1250
primary,1270009,9,log,5,gaussian_rank,0.1720476845032142,0.16688218894746482,0.005165495555749383,1250,1250
primary,1270009,9,log,5,kendall,0.10098446757405924,0.09723875100080064,0.0037457165732586034,1250,1250
primary,1270009,9,log,5,winsor_995,0.26461299816141487,0.16239444547656312,0.10221855268485175,1250,1250
primary,1270009,9,log,5,winsor_990,0.2644147183070754,0.15714879238181007,0.10726592592526535,1250,1250
primary,1270009,9,log,5,winsor_975,0.24478668274548554,0.1529846453004935,0.09180203744499205,1250,1250
primary,1270009,9,log,5,winsor_950,0.20947482234558634,0.1435015115653545,0.06597331078023183,1250,1250
primary,1270009,9,log,5,trim_995,0.20354143433998478,0.10511108719725548,0.0984303471427293,1236,1236
primary,1270009,9,log,5,trim_990,0.18412724424496682,0.0968966456545495,0.08723059859041732,1224,1224
primary,1270009,9,log,5,trim_975,0.13485945835240262,0.08077045721378005,0.05408900113862257,1192,1189
primary,1270009,9,log,5,trim_950,0.07588796501347703,0.08351796958892367,-0.0076300045754466445,1142,1133
primary,1270009,9,log,10,pearson,0.09750877257169932,0.09861949377768875,-0.001110721205989429,1240,1240
primary,1270009,9,log,10,spearman,0.06343512232068393,0.07202107458320703,-0.008585952262523094,1240,1240
primary,1270009,9,log,10,gaussian_rank,0.08139879262850203,0.10171628392562561,-0.020317491297123583,1240,1240
primary,1270009,9,log,10,kendall,0.04228696399281418,0.04748366268322529,-0.00519669869041111,1240,1240
primary,1270009,9,log,10,winsor_995,0.10948435296542001,0.11235902327111918,-0.00287467030569917,1240,1240
primary,1270009,9,log,10,winsor_990,0.1235607354676429,0.10651642308871885,0.01704431237892405,1240,1240
primary,1270009,9,log,10,winsor_975,0.10871709532751936,0.10764017526299992,0.0010769200645194404,1240,1240
primary,1270009,9,log,10,winsor_950,0.09036598836110458,0.09477096988214027,-0.004404981521035689,1240,1240
primary,1270009,9,log,10,trim_995,0.12749780587218754,0.06426619992038499,0.06323160595180255,1226,1226
primary,1270009,9,log,10,trim_990,0.11723621201946084,0.04620010501255037,0.07103610700691047,1214,1214
primary,1270009,9,log,10,trim_975,0.020516894673997355,0.032999234333721046,-0.012482339659723691,1180,1178
primary,1270009,9,log,10,trim_950,-0.012199821189098735,-0.000726956482915144,-0.01147286470618359,1126,1121
primary,1270009,9,log,20,pearson,0.08850505715670708,0.020263938849418774,0.0682411183072883,1220,1220
primary,1270009,9,log,20,spearman,0.10319855731440071,0.07250017867696963,0.03069837863743108,1220,1220
primary,1270009,9,log,20,gaussian_rank,0.1209338897348275,0.08069752029817846,0.04023636943664903,1220,1220
primary,1270009,9,log,20,kendall,0.07022149302707137,0.04873115560994635,0.02149033741712502,1220,1220
primary,1270009,9,log,20,winsor_995,0.09719602299988417,0.026134143469398432,0.07106187953048573,1220,1220
