model,seed,path,return_type,window,direction,positive_covariance_share_tail_950,positive_covariance_share_tail_975,positive_covariance_share_tail_990,positive_covariance_share_tail_995
primary,1270009,10,log,5,forward,0.7933664992643025,0.7022881097385084,0.5643930318999271,0.46552700582061507
primary,1270009,10,log,5,backward,0.6254180920370843,0.5333697964504427,0.3663113969583245,0.24423811496316886
primary,1270009,10,log,10,forward,0.7728141670868892,0.7156374365544723,0.5777886992829042,0.3988752399389678
primary,1270009,10,log,10,backward,0.5762266678408949,0.5171264705082422,0.3820034860791648,0.2471583290881034
primary,1270009,10,log,20,forward,0.6415691883547007,0.5897413147836463,0.3285153859870767,0.19590383848358353
primary,1270009,10,log,20,backward,0.5239600444516186,0.34174601142389244,0.2621433326644875,0.19681435043286646
primary,1270009,10,ito,5,forward,0.7905728390071098,0.7000821691758312,0.5550960286450448,0.46545202619074566
primary,1270009,10,ito,5,backward,0.6178659414964163,0.5408958203548856,0.35892908693332426,0.23800833486375972
primary,1270009,10,ito,10,forward,0.768927209924775,0.7066607432594938,0.575775093290474,0.3987802641701633
primary,1270009,10,ito,10,backward,0.5670339446057541,0.5020642797592035,0.36952160908306486,0.24155542406597913
primary,1270009,10,ito,20,forward,0.6315154507283645,0.5842307082293725,0.325237663603992,0.19495865639133242
primary,1270009,10,ito,20,backward,0.5179435708122918,0.34257276808662523,0.2526468381570582,0.19061468503247148
primary,1270009,11,log,5,forward,0.5507398554089478,0.3860328593631892,0.22977721771333748,0.12235302051703396
primary,1270009,11,log,5,backward,0.49812528963591624,0.3813893045638731,0.22003620365945487,0.17244059898133474
primary,1270009,11,log,10,forward,0.513872234164939,0.37648225014074105,0.23969855363257897,0.15454555682581986
primary,1270009,11,log,10,backward,0.3956389423445544,0.24178459760812818,0.09421992689191822,0.07361689075293408
primary,1270009,11,log,20,forward,0.4297857115288411,0.2790779578420984,0.14502654655365807,0.08997015185494212
primary,1270009,11,log,20,backward,0.37266701387558976,0.24910099883486586,0.12024461997845216,0.07279209877392236
primary,1270009,11,ito,5,forward,0.5484593599039644,0.38527844448621357,0.22810798904234192,0.12179757084885856
primary,1270009,11,ito,5,backward,0.4941739962929549,0.38146183595725675,0.21938975997055074,0.17278055834616873
primary,1270009,11,ito,10,forward,0.5080819572674751,0.3646491372894405,0.23263920749830486,0.1563689152356685
primary,1270009,11,ito,10,backward,0.39898413815929645,0.2422569708995649,0.12513613450730826,0.07742801847312526
primary,1270009,11,ito,20,forward,0.4248460217314892,0.2729219936242995,0.1428732477187437,0.08494611809167309
primary,1270009,11,ito,20,backward,0.38024404774598897,0.243757136059804,0.11772812927553056,0.07095334239220191
primary,1290017,0,log,5,forward,0.7092256720605291,0.6080238956696121,0.4730600564838588,0.37993545474566726
primary,1290017,0,log,5,backward,0.5957525702353581,0.5209211655798713,0.3875597822050076,0.2933443413042712
primary,1290017,0,log,10,forward,0.6732630045851018,0.5687126876331736,0.3839623541292083,0.1923050494793874
primary,1290017,0,log,10,backward,0.519032786660997,0.37994244044986586,0.146042034128154,0.04913262646459119
primary,1290017,0,log,20,forward,0.6603791789200429,0.57028847210354,0.4005187580904354,0.2702264327644827
primary,1290017,0,log,20,backward,0.42051121613429404,0.32217670011916943,0.1498382038107116,0.036471577980259635
primary,1290017,0,ito,5,forward,0.7061401257796526,0.6048458124571494,0.4701519813735478,0.3763358411741169
primary,1290017,0,ito,5,backward,0.594441624416587,0.5173505047366471,0.38520820315689214,0.2933361421319612
primary,1290017,0,ito,10,forward,0.6679012367478663,0.5596100217358712,0.38283505936783624,0.19132288965251035
primary,1290017,0,ito,10,backward,0.5123118407874746,0.37264759756059906,0.1467339087787581,0.04770599731912252
primary,1290017,0,ito,20,forward,0.6493110781944642,0.5587820095043785,0.3934278094245289,0.26748333540028785
primary,1290017,0,ito,20,backward,0.40485428032729953,0.3063857806248345,0.14054996678279713,0.03272953903279972
primary,1290017,1,log,5,forward,0.8827240397195565,0.8434088915641512,0.673444360450912,0.5515807654634008
primary,1290017,1,log,5,backward,0.791106308205025,0.7367303816051148,0.5235278412479126,0.4254586151452631
primary,1290017,1,log,10,forward,0.9014501884415637,0.8583451444449816,0.683628370589145,0.5664115626663835
primary,1290017,1,log,10,backward,0.7037970290188763,0.5966060777740988,0.19364341437301777,0.08296656356317621
primary,1290017,1,log,20,forward,0.8412941633382619,0.7636949936384466,0.39818587735988775,0.22931817335472965
primary,1290017,1,log,20,backward,0.42694395752600706,0.2395201213583929,0.13118579368623906,0.06734812993479819
primary,1290017,1,ito,5,forward,0.8821824588930933,0.8428089819511156,0.6742467301376279,0.5534010747627508
primary,1290017,1,ito,5,backward,0.7884852159100669,0.7335350520947597,0.5224851714785662,0.42365288065813234
primary,1290017,1,ito,10,forward,0.9017733594132906,0.8605122013928689,0.685216429981954,0.5693869552784925
primary,1290017,1,ito,10,backward,0.7006476591367594,0.5769144146418163,0.1921041294299422,0.0830534303843079
primary,1290017,1,ito,20,forward,0.8418179257776295,0.76496132965709,0.4081841478205611,0.22914240348295353
primary,1290017,1,ito,20,backward,0.43276607851597754,0.25447810419131905,0.15241620490406158,0.07719338912703481
primary,1290017,2,log,5,forward,0.728916238566655,0.6811155639141317,0.486908506839589,0.3379360751936948
primary,1290017,2,log,5,backward,0.5899323021779437,0.5095121203963877,0.3108612680653482,0.19752804231069412
primary,1290017,2,log,10,forward,0.6594846393400705,0.6232936416627025,0.5582890439658468,0.46783635891445724
primary,1290017,2,log,10,backward,0.3904500002186995,0.23662366302795676,0.09664645339136006,0.07076414134439277
primary,1290017,2,log,20,forward,0.5088789114410679,0.47747348411181234,0.3871405630987165,0.27215197357000726
primary,1290017,2,log,20,backward,0.18718586007356697,0.0986303994811262,0.01063552926811844,0.0019272401756375652
primary,1290017,2,ito,5,forward,0.7265218461301519,0.6787220817350808,0.4851231248763237,0.33636259099638205
primary,1290017,2,ito,5,backward,0.5883927498793619,0.5085426932765561,0.31080320378601184,0.19764280081286428
primary,1290017,2,ito,10,forward,0.6575713144083317,0.6209160472292072,0.5558449525866818,0.46606309444207394
primary,1290017,2,ito,10,backward,0.38183916795933676,0.23908658406118882,0.10166109981297586,0.07580066884521158
primary,1290017,2,ito,20,forward,0.503770505584483,0.467908354569231,0.38011355721318646,0.2678037212039932
primary,1290017,2,ito,20,backward,0.1862015741354528,0.10197495180196797,0.011315670532222924,0.0028786389386233637
primary,1290017,3,log,5,forward,0.765788600040908,0.6655319224379206,0.532790547853085,0.35638662816415134
primary,1290017,3,log,5,backward,0.7066044483355894,0.6181597091168202,0.4626623951138233,0.28883373218628944
primary,1290017,3,log,10,forward,0.7160150859452216,0.6398555982030552,0.4231496482802797,0.27612251620542466
primary,1290017,3,log,10,backward,0.6598446009773404,0.5883464204048733,0.4522905787063443,0.2577227664813519
primary,1290017,3,log,20,forward,0.5486355801437204,0.43818160377483895,0.26015920884856797,0.17143727524492072
primary,1290017,3,log,20,backward,0.6231486013441998,0.5533600851643194,0.46862537199299525,0.32202139853664563
primary,1290017,3,ito,5,forward,0.7617250907375166,0.6640390613854555,0.5321460553315741,0.3557991120497134
primary,1290017,3,ito,5,backward,0.7022756449459724,0.6153234910510337,0.46058593397531006,0.28613792548228667
primary,1290017,3,ito,10,forward,0.7128004207698984,0.6356926297510316,0.4181009194837909,0.27295917705491474
primary,1290017,3,ito,10,backward,0.6585609427623988,0.5757062382045014,0.4502856107798209,0.25731657424581034
primary,1290017,3,ito,20,forward,0.5458332797019219,0.4314048289784899,0.2575357891989008,0.16998847627097674
primary,1290017,3,ito,20,backward,0.625097665812992,0.5485692139896654,0.46778237004415046,0.3227400436966786
primary,1290017,4,log,5,forward,0.6703323324816072,0.5306281763718416,0.3544000337890543,0.20552598462143337
primary,1290017,4,log,5,backward,0.6154558890983548,0.49914469079293006,0.3256259569062467,0.23118275721712045
primary,1290017,4,log,10,forward,0.6991666098671395,0.6195105209904472,0.4603213161473119,0.29828378135902206
primary,1290017,4,log,10,backward,0.6346714763834956,0.5445852098060425,0.3750611174931555,0.20519859532509038
primary,1290017,4,log,20,forward,0.6092584054775051,0.529291991024164,0.2957396911178709,0.14728465462198728
primary,1290017,4,log,20,backward,0.5994525878085676,0.5418912062487337,0.2751029632687816,0.1861500109986486
primary,1290017,4,ito,5,forward,0.6684112275118499,0.5290897630668614,0.3534757454002201,0.2054436450328551
primary,1290017,4,ito,5,backward,0.613697419338887,0.48960440825948487,0.32737601487695406,0.2320203492026982
primary,1290017,4,ito,10,forward,0.7010404916605881,0.618285097281273,0.45999348536879114,0.2890792331393088
primary,1290017,4,ito,10,backward,0.6385220510194958,0.5442214652590321,0.376974593551861,0.2278477709271794
primary,1290017,4,ito,20,forward,0.6071329383200006,0.5267123147329427,0.29530174632742046,0.14735549365334635
primary,1290017,4,ito,20,backward,0.594217879513512,0.5378258546893439,0.2753725272607637,0.18715508183322377
primary,1290017,5,log,5,forward,0.6596013824062135,0.5796128658820937,0.5118078160643006,0.452430822782426
primary,1290017,5,log,5,backward,0.6314535225052909,0.5496131593955286,0.4503303772471188,0.4077355354858548
primary,1290017,5,log,10,forward,0.49686532501276126,0.41314551920398995,0.2651483097244737,0.10744764652752142
primary,1290017,5,log,10,backward,0.6453181915478867,0.5472488475699097,0.39978135226539585,0.3473211646718037
primary,1290017,5,log,20,forward,0.6596410053550944,0.6052754033763839,0.5063458189898433,0.39622306753291947
primary,1290017,5,log,20,backward,0.5279034782811659,0.45585770883749244,0.292180610052048,0.22860451728605366
primary,1290017,5,ito,5,forward,0.6543885963967729,0.5742744594107791,0.5095569024250929,0.45013473808397714
primary,1290017,5,ito,5,backward,0.6290876076540968,0.5489199441543247,0.45110025938809556,0.40755920726830663
primary,1290017,5,ito,10,forward,0.4850927004492795,0.40205421184001194,0.22803733264236287,0.10560104157575857
primary,1290017,5,ito,10,backward,0.6391864939583538,0.5399168959499282,0.384033760751335,0.3395162466684761
primary,1290017,5,ito,20,forward,0.6441550270356402,0.5918609921621764,0.4736246399227165,0.38934162673723294
primary,1290017,5,ito,20,backward,0.5116008072169241,0.44546527031258676,0.28614257698029016,0.22517192698468638
primary,1290017,6,log,5,forward,0.7970247974574679,0.7369848704468205,0.680549710552568,0.627433204749569
primary,1290017,6,log,5,backward,0.7057854891850525,0.6396809658139767,0.584481000308471,0.45752535141666206
primary,1290017,6,log,10,forward,0.7531737533394801,0.7155757109239473,0.6482620179175952,0.4912513614109359
primary,1290017,6,log,10,backward,0.5808054029570539,0.4862956346453727,0.3616974844538891,0.30108096168154663
primary,1290017,6,log,20,forward,0.6149585781940106,0.5751446462166605,0.3807582530593294,0.22943670233817523
primary,1290017,6,log,20,backward,0.514210070898313,0.40400872398228094,0.22347450292435567,0.14133213731364164
primary,1290017,6,ito,5,forward,0.7932936878600911,0.7325863591176242,0.6771986356422138,0.624063788371288
primary,1290017,6,ito,5,backward,0.7043530752847446,0.6352904991410402,0.584097019689784,0.4582464964607661
primary,1290017,6,ito,10,forward,0.7470187525255736,0.7114059589122111,0.6448614452797199,0.48887077995824096
primary,1290017,6,ito,10,backward,0.5751998194765655,0.47999184276638834,0.35983638462130957,0.29997995833821395
primary,1290017,6,ito,20,forward,0.6035692656338287,0.5647479598161631,0.377973861707547,0.23071600448511914
primary,1290017,6,ito,20,backward,0.5192915302970917,0.3978390461166851,0.2165818772275486,0.1377678554294996
primary,1290017,7,log,5,forward,0.8881863801319445,0.850441161531746,0.7767294888532436,0.6191397623975934
primary,1290017,7,log,5,backward,0.8467483003739396,0.8292627443611508,0.7488538776121156,0.5741774252728512
primary,1290017,7,log,10,forward,0.8890597916565098,0.8717293530210515,0.822464417786641,0.7196052984309831
primary,1290017,7,log,10,backward,0.8504939509989816,0.8274056398611643,0.7811346248465489,0.5736549437257593
primary,1290017,7,log,20,forward,0.8453314004170539,0.8389719495176085,0.6570860228838283,0.33727007048627167
primary,1290017,7,log,20,backward,0.8547461613296763,0.8443077709530205,0.6586136375755746,0.45708511651990946
primary,1290017,7,ito,5,forward,0.8870066907812703,0.8491683803852824,0.7744316046719766,0.6181389396886157
primary,1290017,7,ito,5,backward,0.8454957599364599,0.8271766525150895,0.7468151854628613,0.57476054059526
primary,1290017,7,ito,10,forward,0.8864044554776687,0.8703947305701362,0.8226553890597393,0.7206849232051531
primary,1290017,7,ito,10,backward,0.8476813140383949,0.823831282368977,0.7785835662920507,0.576304853644206
primary,1290017,7,ito,20,forward,0.8418105326829511,0.8345029002935744,0.6550885237575618,0.3364468725109013
primary,1290017,7,ito,20,backward,0.8534715919345214,0.8425558776971865,0.6611977104774733,0.45950080897504925
primary,1290017,8,log,5,forward,0.7414852631071538,0.6558938202053387,0.48188585271824325,0.33651001872739816
primary,1290017,8,log,5,backward,0.6184604468935269,0.4993836325662744,0.3569038267493896,0.2999367812849278
primary,1290017,8,log,10,forward,0.7179034828170137,0.6646388939522723,0.46137814983210057,0.22295969178754785
primary,1290017,8,log,10,backward,0.5740088299627338,0.5004794622761267,0.3757847262470215,0.2619490058544283
primary,1290017,8,log,20,forward,0.5526857255452468,0.47594995693078146,0.22123312650170857,0.08687489131734677
primary,1290017,8,log,20,backward,0.38191585771903586,0.3052589562039429,0.15533429863045248,0.10296856556992993
primary,1290017,8,ito,5,forward,0.7400668189139659,0.6512948746510387,0.4797275761010484,0.3704087818471182
primary,1290017,8,ito,5,backward,0.6157744248581971,0.49199207548088264,0.3557149912542842,0.2885652184436647
primary,1290017,8,ito,10,forward,0.7151396923029826,0.6619733862213336,0.4588391578992366,0.22200086533892702
primary,1290017,8,ito,10,backward,0.5753291337247295,0.5004032894045662,0.3789924311310462,0.2642839979811559
primary,1290017,8,ito,20,forward,0.5479337595555214,0.456165884213354,0.18994579668743392,0.08633768820903205
primary,1290017,8,ito,20,backward,0.39310923922676577,0.3180704159424992,0.1630530696332027,0.1081154405750486
primary,1290017,9,log,5,forward,0.8185539174675758,0.7542500963848834,0.5949991412251778,0.49273537511738563
primary,1290017,9,log,5,backward,0.6420469137686253,0.586765990332315,0.42630488881546885,0.1193842431986006
primary,1290017,9,log,10,forward,0.7812031279340186,0.7560189185132653,0.6543956124182112,0.4478022488467106
primary,1290017,9,log,10,backward,0.523604517205655,0.3906101208780129,0.12793189236491584,0.038271598342166285
primary,1290017,9,log,20,forward,0.6279314479814695,0.483428761111408,0.24833190222769605,0.181318120822872
primary,1290017,9,log,20,backward,0.49514127358964116,0.40316776291260603,0.18044004472157246,0.09993868668807433
primary,1290017,9,ito,5,forward,0.8149376886357989,0.7513531486030296,0.5942975439585834,0.4941822783595111
primary,1290017,9,ito,5,backward,0.6368427389317107,0.5873265297862982,0.4232153558811753,0.11898585843275335
primary,1290017,9,ito,10,forward,0.776650264569802,0.7518738518592172,0.6544256692966297,0.45057984414496577
primary,1290017,9,ito,10,backward,0.5157067050816361,0.3765739748132921,0.1235300886436383,0.038337905194992666
primary,1290017,9,ito,20,forward,0.6256031933257706,0.47845004687504,0.24756187143966554,0.18133552805326048
primary,1290017,9,ito,20,backward,0.4914660149305423,0.3961790681143724,0.17521445987024328,0.09712461147382315
primary,1290017,10,log,5,forward,0.86451061273951,0.8256254093698935,0.7257960986376769,0.6078574476918918
primary,1290017,10,log,5,backward,0.7620229439562356,0.7283240128243703,0.5927807418271244,0.4543329187793503
primary,1290017,10,log,10,forward,0.7756475369491442,0.7371299826304654,0.5796172080606639,0.3014501600221452
primary,1290017,10,log,10,backward,0.7340006136606514,0.6926081363941677,0.544160941098919,0.3895916598976726
primary,1290017,10,log,20,forward,0.6193675413430214,0.5611018112324382,0.3957653737695009,0.18173175728961263
primary,1290017,10,log,20,backward,0.3584021397045769,0.2575612166157443,0.149232343231084,0.07593563476470354
primary,1290017,10,ito,5,forward,0.8623874774586234,0.824564423702749,0.7251129408336401,0.6071504390028777
primary,1290017,10,ito,5,backward,0.7595815658816231,0.7281028171819196,0.5929668820107977,0.4564644894275528
primary,1290017,10,ito,10,forward,0.7732816258275507,0.7347045764899722,0.5793495323408021,0.301338238826462
primary,1290017,10,ito,10,backward,0.7357817235335803,0.690266914786614,0.5456247559104116,0.38875421390643444
primary,1290017,10,ito,20,forward,0.6143600595860798,0.5577850636158712,0.3958248990782717,0.1820462245008995
primary,1290017,10,ito,20,backward,0.3736068967426885,0.25914784935769547,0.15754937354492632,0.07992376106026457
primary,1290017,11,log,5,forward,0.7916065490031768,0.7385484533770873,0.6245385666035832,0.47216772519958744
primary,1290017,11,log,5,backward,0.6852772305467977,0.6555106937484747,0.5612857785469305,0.4464979970789477
primary,1290017,11,log,10,forward,0.6775869648901125,0.5975234247812594,0.5369667085564498,0.40175834475172323
primary,1290017,11,log,10,backward,0.4487458888022476,0.3036445975921773,0.15412532654211228,0.07072507336715686
primary,1290017,11,log,20,forward,0.43844076791497066,0.3873569454340182,0.26392596488387104,0.24376523318880514
primary,1290017,11,log,20,backward,0.4422287151983776,0.35637683930409153,0.18715197871707415,0.08086562410650391
primary,1290017,11,ito,5,forward,0.7877387114174291,0.7312889948165582,0.6190131628731639,0.46728480458431637
primary,1290017,11,ito,5,backward,0.679563717872477,0.6520145895511142,0.5602079139409349,0.44811797968830747
primary,1290017,11,ito,10,forward,0.6719654718517689,0.5900557173541817,0.5300465364908385,0.39628965826259577
primary,1290017,11,ito,10,backward,0.451417132136543,0.31186040041949104,0.16280683700242185,0.07822657769801049
primary,1290017,11,ito,20,forward,0.43545241193366974,0.37974126258171675,0.26796185270793554,0.23970162174374493
primary,1290017,11,ito,20,backward,0.43930455332458046,0.3682920317957609,0.18899587411588845,0.08199394152749064
primary,1310021,0,log,5,forward,0.7666563242206996,0.7304616347911714,0.5867284793001193,0.47713888725790105
primary,1310021,0,log,5,backward,0.4076946967548217,0.29465230378320123,0.12414551353530112,0.04934097906745407
primary,1310021,0,log,10,forward,0.7315543320541906,0.673150639608132,0.48699739082156956,0.3731598849827367
primary,1310021,0,log,10,backward,0.22587921599881486,0.07540271783676329,0.01011800180492534,0.0017773383271146922
primary,1310021,0,log,20,forward,0.5704912649285477,0.52344226528237,0.3638292869227101,0.1780577109588386
primary,1310021,0,log,20,backward,0.21962203634719663,0.13946020045056767,0.08252420633676187,0.06165582533102334
primary,1310021,0,ito,5,forward,0.768172839982082,0.7327584512516752,0.5898694084345628,0.4829457273562061
primary,1310021,0,ito,5,backward,0.4121060769385259,0.2927030820429707,0.12847850389212992,0.05331891583733652
primary,1310021,0,ito,10,forward,0.7328319347313661,0.6757424860942441,0.4964938930938586,0.378392548273556
primary,1310021,0,ito,10,backward,0.23717756990036037,0.069890872348489,0.008124553220282837,0.001081269662262149
primary,1310021,0,ito,20,forward,0.5705585859002268,0.5253683613872182,0.350939814188153,0.15325033858205372
primary,1310021,0,ito,20,backward,0.22670108155713337,0.14868854303560974,0.0839848669209227,0.06256272258129231
primary,1310021,1,log,5,forward,0.685004657183408,0.5483594606398496,0.28484037127897466,0.22244263114400045
primary,1310021,1,log,5,backward,0.532836517487577,0.4089063640492575,0.23662310672258202,0.09604039003669737
primary,1310021,1,log,10,forward,0.6091626124523174,0.49332230732120735,0.24514569599599886,0.16246891769075733
primary,1310021,1,log,10,backward,0.4811095057400316,0.33238137299149845,0.2025643473912261,0.17475324590689537
primary,1310021,1,log,20,forward,0.5866881878013592,0.48974889470763666,0.28608400943548395,0.18322571746312677
primary,1310021,1,log,20,backward,0.4351121996440983,0.3947134624769355,0.28406657560395737,0.2146495024168673
primary,1310021,1,ito,5,forward,0.680811998450497,0.5471990686292549,0.28482878637793296,0.22315330319903043
primary,1310021,1,ito,5,backward,0.5318070790017231,0.4079022590024874,0.23876942472696325,0.09982301802446057
primary,1310021,1,ito,10,forward,0.6058325465002294,0.4921341717939387,0.24441568455239845,0.16240478877658618
primary,1310021,1,ito,10,backward,0.48072506788318137,0.3326893271577079,0.20230051025034673,0.1735560407529278
primary,1310021,1,ito,20,forward,0.5902592193519612,0.492995828914865,0.28541895903602826,0.18436289012882842
primary,1310021,1,ito,20,backward,0.45177136787446154,0.39791289472255326,0.29549718085546633,0.22419673989837566
primary,1310021,2,log,5,forward,0.7408527994496381,0.679780970863318,0.5478153071025875,0.39281500962940147
primary,1310021,2,log,5,backward,0.43059333229082003,0.3526545037811871,0.2689668346972555,0.20114994947433895
primary,1310021,2,log,10,forward,0.7041391003151979,0.6177086718353086,0.41796394958333044,0.2409960217094123
primary,1310021,2,log,10,backward,0.39297372959780374,0.21618032688577468,0.10002204344077338,0.08036035847503117
primary,1310021,2,log,20,forward,0.5644459328915534,0.4203878775953003,0.23845328582888506,0.14531492264249518
primary,1310021,2,log,20,backward,0.2283313614517891,0.17379926878357232,0.060211946636527666,0.02802829834119996
primary,1310021,2,ito,5,forward,0.7392733067837721,0.6827546670053055,0.5516309428958399,0.3978030897825171
primary,1310021,2,ito,5,backward,0.43408451278134663,0.34255327953485315,0.26557474036995354,0.20060549911621445
primary,1310021,2,ito,10,forward,0.7027594730615663,0.6176629547962365,0.41995435389282687,0.24368206316907978
primary,1310021,2,ito,10,backward,0.397044489618562,0.21367145283039773,0.09870351980609227,0.07833008399766497
primary,1310021,2,ito,20,forward,0.5590986428150766,0.4181180588293224,0.2204509527227041,0.14700715124048325
primary,1310021,2,ito,20,backward,0.23186975073379604,0.18712965867403997,0.058427813369868714,0.030289494460931276
primary,1310021,3,log,5,forward,0.6657548591646488,0.53945476317691,0.35547609452651,0.2898419902007434
primary,1310021,3,log,5,backward,0.5892053424614404,0.4994047901544026,0.3462822034746389,0.2550297226848843
primary,1310021,3,log,10,forward,0.5696525131416156,0.4327159816491564,0.25182815183422713,0.1119998365268873
primary,1310021,3,log,10,backward,0.5118657837090543,0.39613185675576434,0.13035060211492938,0.10065744173445702
primary,1310021,3,log,20,forward,0.6221834746646102,0.49748513223329016,0.37857961090803643,0.20871164284739788
primary,1310021,3,log,20,backward,0.5095851333419238,0.3736651834278777,0.19183582616172057,0.12372554698270784
primary,1310021,3,ito,5,forward,0.6623352094019757,0.5421117046000578,0.3552933522826781,0.288098647815382
primary,1310021,3,ito,5,backward,0.5864497489529414,0.49820236582593636,0.34738498987729477,0.2546746270741429
primary,1310021,3,ito,10,forward,0.5612821184482667,0.43127700077575737,0.23585915902433133,0.11031313556631686
primary,1310021,3,ito,10,backward,0.49826313004146483,0.3701084642381598,0.127719053239742,0.10256602124482693
primary,1310021,3,ito,20,forward,0.6069908564060823,0.47450803193159263,0.3416233577439148,0.2018076614588449
primary,1310021,3,ito,20,backward,0.4887749135628698,0.32952074603112086,0.18408622860549612,0.12025043421462124
primary,1310021,4,log,5,forward,0.7569041676895234,0.7077667140170069,0.5783964902390025,0.4547125194485184
primary,1310021,4,log,5,backward,0.6019172290907038,0.5237314100167425,0.3822254372396184,0.24459460228257443
primary,1310021,4,log,10,forward,0.6786056458284366,0.5749756058263202,0.3595287757759831,0.23423062299673586
primary,1310021,4,log,10,backward,0.6544780556287192,0.5994367619064513,0.37175642113193375,0.23380987446178814
primary,1310021,4,log,20,forward,0.6626843123426449,0.5995306104515635,0.432748087752569,0.2635032718970729
primary,1310021,4,log,20,backward,0.5562663215256711,0.5185827352567528,0.2874344706384852,0.19496458604592737
primary,1310021,4,ito,5,forward,0.7538817758594472,0.7064398607414633,0.5786063267342573,0.39451976776115766
primary,1310021,4,ito,5,backward,0.6008080897512619,0.5217462443968631,0.37515483222349777,0.24649781054716433
primary,1310021,4,ito,10,forward,0.6730689994498914,0.5706610350008848,0.35750801919157993,0.23325809085010077
primary,1310021,4,ito,10,backward,0.6529064364463876,0.5982818275506903,0.3733046516008779,0.23630290607952506
primary,1310021,4,ito,20,forward,0.6586601477439554,0.5938575038345937,0.4303589358964494,0.2633916640260057
primary,1310021,4,ito,20,backward,0.5476478305497704,0.5076573421124253,0.28830564452923746,0.19638370581610362
primary,1310021,5,log,5,forward,0.5594737856450567,0.38126933570220306,0.18617640725817003,0.15096052527350268
primary,1310021,5,log,5,backward,0.47332836736062234,0.3897860121040152,0.24400794443700305,0.17622203104338016
primary,1310021,5,log,10,forward,0.5703540533505771,0.40785485229614576,0.2432312843827997,0.17755833126826273
primary,1310021,5,log,10,backward,0.28955444337247216,0.17086164362192297,0.07227431933104657,0.05464667523091662
primary,1310021,5,log,20,forward,0.3208426095610904,0.2244558637018396,0.08923626248119516,0.0
primary,1310021,5,log,20,backward,0.07844059475098215,0.04462611903216221,0.01656826742243193,0.010854318539657666
primary,1310021,5,ito,5,forward,0.5559890203051773,0.380023265868164,0.18598939631816483,0.15125744823710574
primary,1310021,5,ito,5,backward,0.47214472659968687,0.38817120537993505,0.24236701928118035,0.1754952689472697
primary,1310021,5,ito,10,forward,0.5723450806575685,0.41082988147915667,0.245015036397567,0.17882715371930194
primary,1310021,5,ito,10,backward,0.28911728523404245,0.1670410217563533,0.06988615023449886,0.0527530862126961
primary,1310021,5,ito,20,forward,0.32981641711580006,0.22841609472132907,0.09366778160022612,0.0
primary,1310021,5,ito,20,backward,0.08372832654889653,0.04410965490075703,0.0166324065124066,0.01113928822373467
primary,1310021,6,log,5,forward,0.6960026248119079,0.5971789920785695,0.3764846988014413,0.3424289314269251
primary,1310021,6,log,5,backward,0.503850160839869,0.4353313301121073,0.24014717709445377,0.15722802528844415
primary,1310021,6,log,10,forward,0.6853185496288535,0.6268173570576585,0.4746459093726724,0.35752459171246204
primary,1310021,6,log,10,backward,0.4662865556015257,0.3526007900396268,0.19580710988691202,0.08307310893036927
primary,1310021,6,log,20,forward,0.3984862211432443,0.2552935875010006,0.07798580249014438,0.07594222733266481
primary,1310021,6,log,20,backward,0.5693209318384973,0.46656584831681497,0.3036336495659699,0.2316352668802422
primary,1310021,6,ito,5,forward,0.6933346763754146,0.5991863283201038,0.38433262409018143,0.34119265907336116
primary,1310021,6,ito,5,backward,0.5018314032534033,0.4344890627811811,0.2351737942058145,0.15290744194448774
primary,1310021,6,ito,10,forward,0.6817147587377368,0.6244498746593493,0.4757366784396949,0.358594211829021
primary,1310021,6,ito,10,backward,0.4689478235616507,0.3481754061760022,0.19291069497868327,0.08117403804808129
primary,1310021,6,ito,20,forward,0.3831740122527548,0.24926181482002557,0.07706990846093123,0.07599108335024171
primary,1310021,6,ito,20,backward,0.5674505091478071,0.46155789036947836,0.3051069711498707,0.23463068483876248
primary,1310021,7,log,5,forward,0.689002120231438,0.6324351798780014,0.5418447713328197,0.43068619330151875
primary,1310021,7,log,5,backward,0.612407152775754,0.5221546076430318,0.3445648403220725,0.253857442637887
primary,1310021,7,log,10,forward,0.692935679374814,0.6326384394232738,0.49551006929552943,0.37393530039625394
primary,1310021,7,log,10,backward,0.6616952994932963,0.5677044953362805,0.42738977453578864,0.34336865940815386
primary,1310021,7,log,20,forward,0.7129709413827483,0.5998029993855079,0.47027819125573245,0.29850225723753393
primary,1310021,7,log,20,backward,0.6111247022839811,0.46729946402189193,0.30310588500241176,0.18095201323281482
primary,1310021,7,ito,5,forward,0.6850417310898602,0.6285734182423671,0.5191645206781873,0.4277390636082436
primary,1310021,7,ito,5,backward,0.614867731297477,0.5231321238972599,0.369821461085823,0.2572262708441927
primary,1310021,7,ito,10,forward,0.6853054082983386,0.6251948154934723,0.4889702988117743,0.3692607002189892
primary,1310021,7,ito,10,backward,0.6629813696172243,0.5727078968151066,0.4311407783864395,0.3457735488005785
primary,1310021,7,ito,20,forward,0.7029310697164763,0.5844778579740407,0.44122720184502157,0.2946478854997349
primary,1310021,7,ito,20,backward,0.614563936158099,0.45696274262390246,0.30694204092094496,0.1847720338802323
primary,1310021,8,log,5,forward,0.7486919051574096,0.6785469613249779,0.5568453625208337,0.475294901742728
primary,1310021,8,log,5,backward,0.6039245095222454,0.48329442182116683,0.33957001271984166,0.2842294663333416
primary,1310021,8,log,10,forward,0.6451523530521367,0.537333847269534,0.3635144128592959,0.29414201642696264
