model,seed,path,return_type,window,direction,positive_covariance_share_tail_950,positive_covariance_share_tail_975,positive_covariance_share_tail_990,positive_covariance_share_tail_995
primary,1230001,9,ito,20,forward,0.6989637608344698,0.6037422683478291,0.5159387016152125,0.31476064447992197
primary,1230001,9,ito,20,backward,0.3963352438434407,0.3192706480412647,0.1620319774841224,0.12418525513942696
primary,1230001,10,log,5,forward,0.7084659724210091,0.6640351279579484,0.5015098077185607,0.3817396168606477
primary,1230001,10,log,5,backward,0.5944756353236041,0.4845142277081049,0.3279649620291438,0.24321985764729614
primary,1230001,10,log,10,forward,0.6812680730090175,0.6078696755167298,0.417226889703906,0.30670927609225584
primary,1230001,10,log,10,backward,0.5022748794530435,0.35083840527129656,0.19862519100909395,0.1459742083098363
primary,1230001,10,log,20,forward,0.4666375869103576,0.4069103322218203,0.2369997376391164,0.13242185651742303
primary,1230001,10,log,20,backward,0.31026574574161636,0.25231314221922374,0.22232383985015197,0.10646209178838223
primary,1230001,10,ito,5,forward,0.7055651189768866,0.6459360240849341,0.4989471254336977,0.37975291606961065
primary,1230001,10,ito,5,backward,0.591339879427475,0.46364091764827264,0.32078102305826295,0.23708202277277662
primary,1230001,10,ito,10,forward,0.6782035637345606,0.6060006444089396,0.41572752515001143,0.30486042083825243
primary,1230001,10,ito,10,backward,0.5003625513653328,0.3475123833562678,0.19561897671102937,0.1434028036635043
primary,1230001,10,ito,20,forward,0.46356465956098725,0.41135953625916893,0.234605313867714,0.098721789797566
primary,1230001,10,ito,20,backward,0.3208448444206692,0.2608413856985403,0.23197914573304712,0.1123463538476629
primary,1230001,11,log,5,forward,0.6100577899439649,0.5064102815844236,0.33162005644382436,0.22888013527852794
primary,1230001,11,log,5,backward,0.4130799667180254,0.30160589717452824,0.23754160123122364,0.1917036374714756
primary,1230001,11,log,10,forward,0.5876817344541103,0.5050901560556674,0.41157644916158664,0.29786322013090766
primary,1230001,11,log,10,backward,0.44252899228623505,0.33031757981563564,0.15877977361842502,0.0601020666271227
primary,1230001,11,log,20,forward,0.7652125807142078,0.7503886005014818,0.6835171656539837,0.441307571959649
primary,1230001,11,log,20,backward,0.5209821043111775,0.49853464735012776,0.3789974181129045,0.2244577729237811
primary,1230001,11,ito,5,forward,0.6089902712227366,0.49808061902914863,0.31709386699780623,0.22980460842388822
primary,1230001,11,ito,5,backward,0.42481685318275825,0.30862252135389234,0.24287171970897947,0.18932491594294665
primary,1230001,11,ito,10,forward,0.5816790960037356,0.5015246107646995,0.4024071920249004,0.2841230453010145
primary,1230001,11,ito,10,backward,0.4380405683246313,0.3332147834821322,0.1526707927870865,0.05060120207903478
primary,1230001,11,ito,20,forward,0.7585667061568638,0.7448144931120483,0.6796110497606588,0.43878610978444593
primary,1230001,11,ito,20,backward,0.5205667894221787,0.5077131221324623,0.38234626742675454,0.22775837562801307
primary,1270009,0,log,5,forward,0.8145653638244915,0.7531539210247862,0.6180019501668175,0.46989429516707365
primary,1270009,0,log,5,backward,0.7168537459022828,0.6520619615141973,0.502658035508497,0.3470472878160211
primary,1270009,0,log,10,forward,0.7205842470145799,0.5734281429753293,0.41283259907395675,0.24578456897252599
primary,1270009,0,log,10,backward,0.5000984225919944,0.4196020698771152,0.17427773480893904,0.09958023053984955
primary,1270009,0,log,20,forward,0.5969071079284859,0.4689867875093787,0.2846218021159998,0.20989584748038875
primary,1270009,0,log,20,backward,0.1823906709235785,0.02143845613733662,0.0,0.0
primary,1270009,0,ito,5,forward,0.8140364450090602,0.753505636257633,0.618003766332465,0.46936169332177774
primary,1270009,0,ito,5,backward,0.7166024098315775,0.6505346162618075,0.5043861342781975,0.3485777787395796
primary,1270009,0,ito,10,forward,0.7187423887545439,0.5716134195646609,0.41120774433104756,0.18776593981065706
primary,1270009,0,ito,10,backward,0.5006133576157318,0.4174493675464347,0.17787327353288335,0.1129856657260069
