structural_scenario_id,variant,metric,seed_count,mean,between_seed_sd,between_seed_se,ci_lower,ci_upper,seed_min,seed_max
0,M2,acceptance_rate,5,0.63125,0.3404672799991212,0.1522615964384979,0.20850403585873067,1.0539959641412693,0.03125,0.875
0,M2,distance,5,0.003397438240995091,0.005819888605590742,0.0026027333087154723,-0.0038289079141232392,0.01062378439611342,0.0004068416539131977,0.013784942912691596
0,M2,max_abs_return_acf,5,0.07577882341276675,0.005127337890305062,0.002293015213266496,0.0694123925477489,0.08214525427778459,0.06789184001887133,0.08158737598261363
0,M2,mean_log_variance_acf,5,0.2084959148328375,0.02132233559436525,0.009535638365612815,0.1820207383676955,0.2349710912979795,0.19114352442445748,0.2453530230102825
0,M2,rough_hurst,5,0.0754775664632356,0.007315092912410808,0.0032714090027754963,0.06639467895037958,0.08456045397609162,0.06284161038673117,0.08085207212467177
0,M2,leverage,5,-0.05501410796023276,0.011053624630914926,0.00494333121449836,-0.0687389957140982,-0.04128922020636733,-0.0683341909350665,-0.041175493093149
0,M2,leverage_rank,5,-0.017592021980039348,0.005976410796785214,0.002672732160615084,-0.02501271610488382,-0.010171327855194874,-0.02430113399349402,-0.011296628639669716
0,M2,zumbach,5,0.1682026295937967,0.022883494650518768,0.010233809920262552,0.1397890181331591,0.1966162410544343,0.13630937511891567,0.1998841591028711
0,M2,zumbach_rank,5,0.04264352196611456,0.012545315634113615,0.005610435711413784,0.02706645519713286,0.058220588735096265,0.02859621602125905,0.058769093282376464
0,M2,excess_kurtosis,5,9.92065629328507,1.3805997690870335,0.6174229866798239,8.20641526408127,11.63489732248887,8.464731842826668,12.136656659762423
0,M2,absolute_return_tail_ratio,5,3.675527480230147,0.057935288475780035,0.025909448665580866,3.6035913183042214,3.7474636421560725,3.590868481125086,3.736264831307598
0,M2,hill_tail_index,5,2.825933635332793,0.07943884657076215,0.03552613219728004,2.727297279487045,2.924569991178541,2.711801937425523,2.9266507891819726
0,M2,hill_threshold_instability,5,0.4031694405714858,0.06483495713604226,0.028995074294895114,0.3226662084705779,0.48367267267239367,0.33080226189737755,0.5040248756006533
0,M2,taylor_gap,5,0.029058305935574603,0.005423037537110029,0.0024252561155022126,0.02232471546483747,0.03579189640631174,0.024918004562511198,0.03756856592411177
0,M2,taylor_fraction,5,0.8613541666666666,0.035401602140428035,0.015832077779679828,0.8173972718101639,0.9053110615231694,0.8294270833333333,0.9077473958333333
0,M2,mean_volatility,5,0.15244640052401573,0.00318280147726413,0.0014233920924098691,0.1484944305162671,0.15639837053176436,0.1482703085499412,0.15682787825662825
0,M2,q995_volatility,5,0.5965673354444343,0.00931710393725126,0.00416673555142495,0.5849986229180268,0.6081360479708418,0.5835910923970065,0.6049763351192969
0,M2,q_forward_mean_max_error,5,2.0903417885520527e-17,1.939479807224432e-19,8.673617379884035e-20,2.0662599660333152e-17,2.11442361107079e-17,2.0816681711721685e-17,2.1250362580715887e-17
0,M2,p_cap_exceedance_fraction,5,9.739790013227513e-05,3.632549810551589e-05,1.624525661609467e-05,5.229383691783701e-05,0.00014250196334671326,6.329571759259259e-05,0.00014252301036155203
0,M2,q_cap_exceedance_fraction,5,0.00014596767526455024,5.054172767037608e-05,2.2602947754248598e-05,8.321183160922526e-05,0.00020872351891987524,9.903411596119929e-05,0.00020883280974426805
0,M3,acceptance_rate,5,0.63125,0.3404672799991212,0.1522615964384979,0.20850403585873067,1.0539959641412693,0.03125,0.875
0,M3,distance,5,0.003397438240995091,0.005819888605590742,0.0026027333087154723,-0.0038289079141232392,0.01062378439611342,0.0004068416539131977,0.013784942912691596
0,M3,max_abs_return_acf,5,0.07577882341276675,0.005127337890305062,0.002293015213266496,0.0694123925477489,0.08214525427778459,0.06789184001887133,0.08158737598261363
0,M3,mean_log_variance_acf,5,0.2084959148328375,0.02132233559436525,0.009535638365612815,0.1820207383676955,0.2349710912979795,0.19114352442445748,0.2453530230102825
0,M3,rough_hurst,5,0.0754775664632356,0.007315092912410808,0.0032714090027754963,0.06639467895037958,0.08456045397609162,0.06284161038673117,0.08085207212467177
0,M3,leverage,5,-0.05501410796023276,0.011053624630914926,0.00494333121449836,-0.0687389957140982,-0.04128922020636733,-0.0683341909350665,-0.041175493093149
0,M3,leverage_rank,5,-0.017592021980039348,0.005976410796785214,0.002672732160615084,-0.02501271610488382,-0.010171327855194874,-0.02430113399349402,-0.011296628639669716
0,M3,zumbach,5,0.1682026295937967,0.022883494650518768,0.010233809920262552,0.1397890181331591,0.1966162410544343,0.13630937511891567,0.1998841591028711
0,M3,zumbach_rank,5,0.04264352196611456,0.012545315634113615,0.005610435711413784,0.02706645519713286,0.058220588735096265,0.02859621602125905,0.058769093282376464
0,M3,excess_kurtosis,5,9.92065629328507,1.3805997690870335,0.6174229866798239,8.20641526408127,11.63489732248887,8.464731842826668,12.136656659762423
0,M3,absolute_return_tail_ratio,5,3.675527480230147,0.057935288475780035,0.025909448665580866,3.6035913183042214,3.7474636421560725,3.590868481125086,3.736264831307598
0,M3,hill_tail_index,5,2.825933635332793,0.07943884657076215,0.03552613219728004,2.727297279487045,2.924569991178541,2.711801937425523,2.9266507891819726
0,M3,hill_threshold_instability,5,0.4031694405714858,0.06483495713604226,0.028995074294895114,0.3226662084705779,0.48367267267239367,0.33080226189737755,0.5040248756006533
0,M3,taylor_gap,5,0.029058305935574603,0.005423037537110029,0.0024252561155022126,0.02232471546483747,0.03579189640631174,0.024918004562511198,0.03756856592411177
0,M3,taylor_fraction,5,0.8613541666666666,0.035401602140428035,0.015832077779679828,0.8173972718101639,0.9053110615231694,0.8294270833333333,0.9077473958333333
0,M3,mean_volatility,5,0.15244640052401573,0.00318280147726413,0.0014233920924098691,0.1484944305162671,0.15639837053176436,0.1482703085499412,0.15682787825662825
0,M3,q995_volatility,5,0.5965673354444343,0.00931710393725126,0.00416673555142495,0.5849986229180268,0.6081360479708418,0.5835910923970065,0.6049763351192969
0,M3,q_forward_mean_max_error,5,2.0903417885520527e-17,1.939479807224432e-19,8.673617379884035e-20,2.0662599660333152e-17,2.11442361107079e-17,2.0816681711721685e-17,2.1250362580715887e-17
0,M3,p_cap_exceedance_fraction,5,9.739790013227513e-05,3.632549810551589e-05,1.624525661609467e-05,5.229383691783701e-05,0.00014250196334671326,6.329571759259259e-05,0.00014252301036155203
0,M3,q_cap_exceedance_fraction,5,0.00014596767526455024,5.054172767037608e-05,2.2602947754248598e-05,8.321183160922526e-05,0.00020872351891987524,9.903411596119929e-05,0.00020883280974426805
0,M2+O,acceptance_rate,5,0.6625,0.3418984224151963,0.15290162278406336,0.23797703784438784,1.0870229621556122,0.0625,0.90625
0,M2+O,distance,5,0.002165704183208223,0.004197552008156038,0.0018772023258655302,-0.0030462450259070416,0.007377653392323488,5.129041193567915e-05,0.009661469828355048
0,M2+O,max_abs_return_acf,5,0.07604132823208798,0.004566091864606778,0.002042018360153904,0.07037177635131464,0.08171088011286132,0.06905898911498234,0.08125875975392816
0,M2+O,mean_log_variance_acf,5,0.21705686046198105,0.02246293101308916,0.010045728143831116,0.18916544772889343,0.24494827319506868,0.19836176216062718,0.25522151391784803
0,M2+O,rough_hurst,5,0.07775519056065043,0.00695120880826953,0.003108675084217194,0.06912412483942526,0.0863862562818756,0.06584407572944377,0.08343230299212931
0,M2+O,leverage,5,-0.05399521134726326,0.010962122202988683,0.004902410084708488,-0.06760648383062444,-0.04038393886390208,-0.06670756251640445,-0.039253567076903265
0,M2+O,leverage_rank,5,-0.01632964097763051,0.005647637627718551,0.002525700329572866,-0.02334210929486955,-0.009317172660391473,-0.022907408284131306,-0.009449503811871847
0,M2+O,zumbach,5,0.16556933219754616,0.022637620401849346,0.010123851613474249,0.1374610139395668,0.1936776504555255,0.1354352700900637,0.19605558973874243
0,M2+O,zumbach_rank,5,0.04044266541672538,0.01062844308578441,0.004753184246960314,0.027245710280149157,0.0536396205533016,0.02916378317440961,0.05314034472015325
0,M2+O,excess_kurtosis,5,9.976894183325557,1.445095892054425,0.6462665297278785,8.182570640209425,11.771217726441689,8.52190702981455,12.284589928096445
0,M2+O,absolute_return_tail_ratio,5,3.67874077225692,0.05265454737001944,0.023547829448769247,3.613361516445852,3.744120028067988,3.607924629770633,3.7306929530469866
0,M2+O,hill_tail_index,5,2.830666915436697,0.07261287859230504,0.03247346651486666,2.740506118282691,2.920827712590703,2.728139510236809,2.916223771589857
0,M2+O,hill_threshold_instability,5,0.40979940659944836,0.05290852591095087,0.023661412105239026,0.34410479477778966,0.47549401842110706,0.35509770641680455,0.4962247790213514
0,M2+O,taylor_gap,5,0.03082099674924172,0.005344822347591265,0.0023902772193748153,0.024184523263442722,0.037457470235040716,0.02681962331001693,0.03971463516916656
0,M2+O,taylor_fraction,5,0.8746354166666667,0.028551892307426045,0.012768794417131591,0.8391835599079448,0.9100872734253885,0.85234375,0.9176432291666667
0,M2+O,mean_volatility,5,0.15190246280586997,0.003073802583273746,0.0013746463051229109,0.14808583280063323,0.1557190928111067,0.14769547287672946,0.15608966176501066
0,M2+O,q995_volatility,5,0.597132869883884,0.010556016429955762,0.004720794061797146,0.5840258443183606,0.6102398954494075,0.5834200353527763,0.6086710221008919
0,M2+O,q_forward_mean_max_error,5,2.0903417885520527e-17,1.1876839735328354e-19,5.3114842012129615e-20,2.0755947442402597e-17,2.1050888328638457e-17,2.0816681711721685e-17,2.1033522146218786e-17
0,M2+O,p_cap_exceedance_fraction,5,0.00010144538139329805,4.134225769616785e-05,1.848881971038903e-05,5.0112188407503944e-05,0.00015277857437909215,5.9420469576719573e-05,0.00014639825837742504
0,M2+O,q_cap_exceedance_fraction,5,0.0001517374889770723,5.944043529430657e-05,2.6582570786049438e-05,7.793244043457149e-05,0.00022554253751957314,9.128361992945326e-05,0.00021787505511463844
0,M4,acceptance_rate,5,0.6625,0.3418984224151963,0.15290162278406336,0.23797703784438784,1.0870229621556122,0.0625,0.90625
0,M4,distance,5,0.002165704183208223,0.004197552008156038,0.0018772023258655302,-0.0030462450259070416,0.007377653392323488,5.129041193567915e-05,0.009661469828355048
