seed,structural_scenario_id,candidate_id,variant,variant_order,accepted,distance,feedback_asset_correlation,spike_asset_correlation,equity_risk_price,feedback_idiosyncratic_risk_price,spike_idiosyncratic_risk_price,cluster_loading,feedback_curvature,feedback_shift,spike_curvature,orthogonal_curvature,echo_loading,cap_level,cap_sharpness,mean_volatility,q995_volatility,excess_kurtosis,absolute_return_tail_ratio,hill_tail_index,hill_threshold_instability,rough_hurst,zumbach,zumbach_rank,max_abs_return_acf,leverage,leverage_rank,mean_log_variance_acf,taylor_gap,taylor_fraction,se_mean_volatility,se_q995_volatility,se_excess_kurtosis,se_absolute_return_tail_ratio,se_hill_tail_index,se_hill_threshold_instability,se_rough_hurst,se_zumbach,se_zumbach_rank,se_max_abs_return_acf,se_leverage,se_leverage_rank,se_mean_log_variance_acf,se_taylor_gap,se_taylor_fraction,q_forward_mean_max_error,p_cap_exceedance_fraction,q_cap_exceedance_fraction,normalizer_min,normalizer_max
360007,0,0,M2,0,True,0.0,0.996259961884662,0.9790548338377681,0.35,0.0,0.0,0.2629654662683606,0.06925510965753347,2.886044593714178,0.20057556301355361,0.0,0.0,5.873221298214048,6.1538892248645425,0.15351262424762352,0.5896973366301341,8.36989161928556,3.6545749051812613,2.9045631952817863,0.4752389969276279,0.08200485815994034,0.16235062165908434,0.053420685042351,0.08023452392524137,-0.06942541742846084,-0.024117896792876195,0.26569944606054036,0.036352680349829365,0.9041666666666667,0.0036085675166841586,0.01505117003591381,0.7893226395559712,0.05141649094280261,0.07110452010155299,0.03733784898105075,0.0026240790242632148,0.01401818366883389,0.011874780845838807,0.0033427721496213656,0.009273158065322883,0.0046834177748509495,0.015492809956598966,0.0035747799180249843,0.01828633633668476,2.0816681711721685e-17,2.755731922398589e-05,2.755731922398589e-05,4.059289544577553,5284.179712757881
360007,0,0,M3,1,True,0.0,0.996259961884662,0.9790548338377681,0.35,0.0,0.0,0.2629654662683606,0.06925510965753347,2.886044593714178,0.20057556301355361,0.0,0.0,5.873221298214048,6.1538892248645425,0.15351262424762352,0.5896973366301341,8.36989161928556,3.6545749051812613,2.9045631952817863,0.4752389969276279,0.08200485815994034,0.16235062165908434,0.053420685042351,0.08023452392524137,-0.06942541742846084,-0.024117896792876195,0.26569944606054036,0.036352680349829365,0.9041666666666667,0.0036085675166841586,0.01505117003591381,0.7893226395559712,0.05141649094280261,0.07110452010155299,0.03733784898105075,0.0026240790242632148,0.01401818366883389,0.011874780845838807,0.0033427721496213656,0.009273158065322883,0.0046834177748509495,0.015492809956598966,0.0035747799180249843,0.01828633633668476,2.0816681711721685e-17,2.755731922398589e-05,2.755731922398589e-05,4.059289544577553,5284.179712757881
360007,0,0,M2+O,2,True,0.0,0.996259961884662,0.9790548338377681,0.35,0.0,0.0,0.2629654662683606,0.06925510965753347,2.886044593714178,0.20057556301355361,0.11829547242644144,0.0,5.873221298214048,6.1538892248645425,0.15278272185897465,0.5896081655471471,8.762045839282326,3.6269357497081884,2.8954896728114896,0.45526855712003417,0.08552247230334631,0.152333310887076,0.05099531099729124,0.07937012773072587,-0.06725499529610832,-0.022327896936218325,0.2782849019390559,0.03933952910308256,0.9208333333333334,0.003676238405557988,0.015663995884069377,0.7359044225776024,0.05654968614392701,0.07023095878782327,0.04342471228908558,0.0023322678222977475,0.01525883898894256,0.011699280454057048,0.0035513898840086,0.010183813184827546,0.004715718299210378,0.015686492478627946,0.0036283101320014693,0.01618413817607893,2.0816681711721685e-17,4.1335978835978834e-05,5.511463844797178e-05,3.784821657236609,5294.000594452826
360007,0,0,M4,3,True,0.0,0.996259961884662,0.9790548338377681,0.35,0.0,0.0,0.2629654662683606,0.06925510965753347,2.886044593714178,0.20057556301355361,0.11829547242644144,0.0,5.873221298214048,6.1538892248645425,0.15278272185897465,0.5896081655471471,8.762045839282326,3.6269357497081884,2.8954896728114896,0.45526855712003417,0.08552247230334631,0.152333310887076,0.05099531099729124,0.07937012773072587,-0.06725499529610832,-0.022327896936218325,0.2782849019390559,0.03933952910308256,0.9208333333333334,0.003676238405557988,0.015663995884069377,0.7359044225776024,0.05654968614392701,0.07023095878782327,0.04342471228908558,0.0023322678222977475,0.01525883898894256,0.011699280454057048,0.0035513898840086,0.010183813184827546,0.004715718299210378,0.015686492478627946,0.0036283101320014693,0.01618413817607893,2.0816681711721685e-17,4.1335978835978834e-05,5.511463844797178e-05,3.784821657236609,5294.000594452826
360007,0,1,M2,0,True,0.0,0.996259961884662,0.9790548338377681,0.35,0.0,0.0,0.20160698210820557,0.07996574914082885,3.2510731095448135,0.2374085596203804,0.0,0.0,5.129386593122035,8.666233093477786,0.14081147548673786,0.625292518674262,11.578781344566641,3.8521698844665804,2.698332470295732,0.5449266536390501,0.07057462628868912,0.1535587490531949,0.042757643500874465,0.08243454658507027,-0.06956501687196646,-0.026923200084043152,0.19712041083347345,0.03589331386898081,0.9083333333333332,0.003005957972415575,0.014217765189403255,1.0719048177004273,0.053622105812247536,0.06900577691356484,0.05989424131578041,0.0024166064713163414,0.015647702631339497,0.012505976397985877,0.003913702044778458,0.008834688146939898,0.004243207796040249,0.011545663911134872,0.0032720652471450178,0.019427183505006537,2.0816681711721685e-17,0.0007027116402116402,0.0009645061728395061,6.970115391582358,2149.027571308937
360007,0,1,M3,1,True,0.0,0.996259961884662,0.9790548338377681,0.35,0.0,0.0,0.20160698210820557,0.07996574914082885,3.2510731095448135,0.2374085596203804,0.0,0.0,5.129386593122035,8.666233093477786,0.14081147548673786,0.625292518674262,11.578781344566641,3.8521698844665804,2.698332470295732,0.5449266536390501,0.07057462628868912,0.1535587490531949,0.042757643500874465,0.08243454658507027,-0.06956501687196646,-0.026923200084043152,0.19712041083347345,0.03589331386898081,0.9083333333333332,0.003005957972415575,0.014217765189403255,1.0719048177004273,0.053622105812247536,0.06900577691356484,0.05989424131578041,0.0024166064713163414,0.015647702631339497,0.012505976397985877,0.003913702044778458,0.008834688146939898,0.004243207796040249,0.011545663911134872,0.0032720652471450178,0.019427183505006537,2.0816681711721685e-17,0.0007027116402116402,0.0009645061728395061,6.970115391582358,2149.027571308937
360007,0,1,M2+O,2,True,0.0,0.996259961884662,0.9790548338377681,0.35,0.0,0.0,0.20160698210820557,0.07996574914082885,3.2510731095448135,0.2374085596203804,0.045232413939183466,0.0,5.129386593122035,8.666233093477786,0.1407006095906452,0.6249020926699312,11.665404421860615,3.8522989162705517,2.7074326642082944,0.5438237471636215,0.07096932821026951,0.1509338991119991,0.04240096438682159,0.08206253057598539,-0.06918498949576268,-0.026520948606960238,0.19999896594695699,0.03646278352916147,0.9041666666666668,0.0030233650429055277,0.015077016430673067,1.0131747400050162,0.05294829300349064,0.07063927070054798,0.06185424158515105,0.002346993326583144,0.01574570277032967,0.01255960555953536,0.004012016835899142,0.00910465485182842,0.004259350799258322,0.011683534907566266,0.0032617105788509447,0.020833333333333336,2.0816681711721685e-17,0.0007164902998236331,0.0009507275132275132,6.747836833339693,2045.6578003438228
360007,0,1,M4,3,True,0.0,0.996259961884662,0.9790548338377681,0.35,0.0,0.0,0.20160698210820557,0.07996574914082885,3.2510731095448135,0.2374085596203804,0.045232413939183466,0.0,5.129386593122035,8.666233093477786,0.1407006095906452,0.6249020926699312,11.665404421860615,3.8522989162705517,2.7074326642082944,0.5438237471636215,0.07096932821026951,0.1509338991119991,0.04240096438682159,0.08206253057598539,-0.06918498949576268,-0.026520948606960238,0.19999896594695699,0.03646278352916147,0.9041666666666668,0.0030233650429055277,0.015077016430673067,1.0131747400050162,0.05294829300349064,0.07063927070054798,0.06185424158515105,0.002346993326583144,0.01574570277032967,0.01255960555953536,0.004012016835899142,0.00910465485182842,0.004259350799258322,0.011683534907566266,0.0032617105788509447,0.020833333333333336,2.0816681711721685e-17,0.0007164902998236331,0.0009507275132275132,6.747836833339693,2045.6578003438228
360007,0,2,M2,0,True,0.0,0.996259961884662,0.9790548338377681,0.35,0.0,0.0,0.2289998285472393,0.06430660098791122,2.832480383478105,0.18366098158061503,0.0,0.0,5.41385539341718,6.8435773411765695,0.15966844396633656,0.573924428499364,7.1651348053640485,3.5381623132328635,3.0432529196543316,0.4886411244469026,0.08209175098868524,0.1725310330913714,0.061524108104403265,0.07786623110537709,-0.07038514434392702,-0.026163435856198968,0.26104265472844945,0.029503025724509333,0.8604166666666666,0.003355600857045995,0.01517383170994704,0.7255036688341613,0.051742551414159156,0.08551569702717779,0.04880265853862646,0.002698043540241257,0.013567273035231487,0.011907203303716278,0.003245614756207984,0.009224410272859104,0.004844471331313529,0.015312238726352335,0.0033265825392092075,0.02231590683946393,2.0816681711721685e-17,2.755731922398589e-05,2.755731922398589e-05,3.4369875264441796,2114.484311790496
360007,0,2,M3,1,True,0.0,0.996259961884662,0.9790548338377681,0.35,0.0,0.0,0.2289998285472393,0.06430660098791122,2.832480383478105,0.18366098158061503,0.0,0.0,5.41385539341718,6.8435773411765695,0.15966844396633656,0.573924428499364,7.1651348053640485,3.5381623132328635,3.0432529196543316,0.4886411244469026,0.08209175098868524,0.1725310330913714,0.061524108104403265,0.07786623110537709,-0.07038514434392702,-0.026163435856198968,0.26104265472844945,0.029503025724509333,0.8604166666666666,0.003355600857045995,0.01517383170994704,0.7255036688341613,0.051742551414159156,0.08551569702717779,0.04880265853862646,0.002698043540241257,0.013567273035231487,0.011907203303716278,0.003245614756207984,0.009224410272859104,0.004844471331313529,0.015312238726352335,0.0033265825392092075,0.02231590683946393,2.0816681711721685e-17,2.755731922398589e-05,2.755731922398589e-05,3.4369875264441796,2114.484311790496
