structural_scenario_id,candidate_id,variant,seed_pass_fraction,mean_distance,rough_hurst,leverage_rank,zumbach_rank,excess_kurtosis,max_abs_return_acf,mean_log_variance_acf,p_cap_exceedance_fraction,passes_majority,passes_80pct,passes_all_seeds
0,28,M2,0.8,1.723344047187494e-07,0.08713911775152629,-0.014189879219405913,0.0516717770599841,8.96943150200353,0.07562511250287944,0.2550202335497479,7.716049382716049e-05,True,True,False
1,28,M2,0.8,3.784047970038785e-07,0.08725316078853311,-0.013949630709909192,0.05361737593411044,8.923172346559651,0.07536687620908741,0.2551947683004249,8.267195767195767e-05,True,True,False
3,4,M2,0.8,7.415786804967348e-07,0.09064753300750841,-0.013061718565533842,0.0450104808411561,9.817806803399476,0.07709115968857694,0.24133517685079048,3.0313051146384477e-05,True,True,False
2,4,M2,0.8,8.653551254761519e-07,0.09058101060887935,-0.013121968700390316,0.04731549729700678,9.886897812155702,0.07732833903287832,0.2405322085520317,3.0313051146384477e-05,True,True,False
3,12,M2,0.8,8.754808943053161e-07,0.08660799465363213,-0.01314378575525067,0.0431602195136779,9.566717298894606,0.07604606969960633,0.2519506314244665,2.204585537918871e-05,True,True,False
0,4,M2,0.8,9.025759052984796e-07,0.09063882963521391,-0.013274103304011636,0.049818297080296184,9.994426395307029,0.07789316035967805,0.23955800614940773,3.8580246913580246e-05,True,True,False
2,12,M2,0.8,9.62764783167138e-07,0.08657688494543303,-0.013181349845420288,0.045273338547806005,9.63033879613772,0.07628764177951544,0.25113938704695693,1.9290123456790123e-05,True,True,False
0,12,M2,0.8,1.0843565344039227e-06,0.086670184275192,-0.01330517854722422,0.0475987411263021,9.734456540389328,0.07689540647483091,0.2501845228290371,1.6534391534391532e-05,True,True,False
1,4,M2,0.8,1.2834962494716431e-06,0.09075161888786473,-0.013056207491984582,0.05187894663526275,9.959187790933306,0.07760258681878265,0.23960372100543745,4.1335978835978834e-05,True,True,False
1,12,M2,0.8,1.494983708467219e-06,0.08678106063649846,-0.013072193027624374,0.04961046532659373,9.707718947432193,0.07663419558302795,0.25032387391911765,1.9290123456790123e-05,True,True,False
3,2,M2,0.8,0.0003494070806300723,0.07759437177571224,-0.018822742809687713,0.052007487840129964,7.198491456202319,0.07145082656655068,0.22708789760522524,1.6534391534391532e-05,True,True,False
3,30,M2,0.8,0.00043701249392862085,0.0778806981838301,-0.01860143849762391,0.052353786697401226,7.740982432166987,0.07212014630879622,0.2053805575974784,1.1022927689594355e-05,True,True,False
2,2,M2,0.8,0.00044659184251856683,0.07761680777115015,-0.01878083336921356,0.05456878982407596,7.262556352668805,0.07153211243595517,0.22647843262909398,1.9290123456790123e-05,True,True,False
3,0,M2,0.8,0.00045179952765525045,0.0771819823879668,-0.017170750855028085,0.0436918950823131,8.484122294548618,0.07341053651422833,0.23165239780808672,1.9290123456790123e-05,True,True,False
1,2,M2,0.8,0.00048070066589998373,0.07779854085209853,-0.01842993129472493,0.05931451469466305,7.3070481447701825,0.07170837654614835,0.2258907234480946,1.9290123456790123e-05,True,True,False
3,21,M2,0.8,0.0004824967995957723,0.07828240450568172,-0.015174021202260449,0.03466668258513546,11.262883737233645,0.07765205625277453,0.20051428114909992,4.409171075837742e-05,True,True,False
3,23,M2,0.8,0.0005253083166909063,0.0775199492193432,-0.015869937613410396,0.03663864589896531,10.69907580872816,0.0766761563781746,0.20941257479637407,0.00026179453262786595,True,True,False
3,9,M2,0.8,0.000536254926367574,0.07794842843090342,-0.01644233654828043,0.03974159103306445,10.326877899027544,0.07610170445892721,0.19628122997732067,0.00010747354497354496,True,True,False
0,2,M2,0.8,0.000538206559689043,0.07774380296191429,-0.018795936554668897,0.05720764365407428,7.3527766436243525,0.0718894712232846,0.22579163646347786,1.9290123456790123e-05,True,True,False
2,30,M2,0.8,0.0005502256433347654,0.07787430414229898,-0.01856643934910626,0.054974186397433435,7.797936393442546,0.07234217964014725,0.2047475573507424,1.1022927689594355e-05,True,True,False
2,0,M2,0.8,0.0005576931060044222,0.07720731114118029,-0.01717221211283541,0.04587407610680854,8.55353299200271,0.07355236672418844,0.2309881151234133,1.9290123456790123e-05,True,True,False
1,30,M2,0.8,0.0005734333756798321,0.07802696802981485,-0.018221832397536226,0.06003424083369284,7.838669497889578,0.07267724837566511,0.2040290740710947,8.267195767195766e-06,True,True,False
3,24,M2,0.8,0.0005734643347982442,0.07738176808687916,-0.016133443822205554,0.03412455693614278,11.221093472636037,0.07774311771935813,0.20225919881259227,0.00033619929453262786,True,True,False
1,0,M2,0.8,0.0005746169380551066,0.07741013674295559,-0.01692100782960218,0.05027167037818738,8.60273718362954,0.07384812315465436,0.2303397458844568,1.9290123456790123e-05,True,True,False
1,21,M2,0.8,0.0005803936664857977,0.07842262901087368,-0.01515948053932561,0.04134847020568693,11.371442089492932,0.07815289300449554,0.19877950200935907,5.7870370370370366e-05,True,True,False
2,21,M2,0.8,0.0006028505254990289,0.07825425138345202,-0.015248793333602217,0.03658711485022643,11.32811904518702,0.07790942571677742,0.19974111940459588,5.511463844797178e-05,True,True,False
1,9,M2,0.8,0.0006350273675692111,0.07809675523857307,-0.016288876156144126,0.04684963831674036,10.425682617515326,0.0766904403842995,0.19470726934222923,0.00011298500881834215,True,True,False
1,23,M2,0.8,0.0006368104804634891,0.07773301262947278,-0.015776158574501507,0.04325885354378119,10.823759734129347,0.0771725461700682,0.2080169597690567,0.00028659611992945327,True,True,False
2,23,M2,0.8,0.0006465345937822877,0.07752140695355848,-0.015914360270845924,0.038606098410932245,10.771177687511033,0.07694438101101145,0.20874176758826044,0.0002728174603174603,True,True,False
0,30,M2,0.8,0.0006519465681905926,0.07796864035191778,-0.018580066863659064,0.057811082626038346,7.884973389450994,0.07286168298489847,0.20401690103868733,1.1022927689594355e-05,True,True,False
0,0,M2,0.8,0.0006524732844063886,0.07734488398036052,-0.017232160578028163,0.04814541881101571,8.653088287150613,0.07411702631549538,0.23023653762952914,1.9290123456790123e-05,True,True,False
2,9,M2,0.8,0.0006580944563848109,0.07792525648509836,-0.01649350443838374,0.04188332215488398,10.395209027726498,0.07640076675855367,0.19557518513919137,0.00011849647266313933,True,True,False
0,21,M2,0.8,0.0007047853154680433,0.07833503986770568,-0.015403443319700455,0.038997326797361356,11.43088189309128,0.07852096180824,0.1988272951880047,5.511463844797178e-05,True,True,False
1,24,M2,0.8,0.000705788024590344,0.07757634486711174,-0.016102408202390877,0.04073039747811595,11.343514961314106,0.07818078351317119,0.20081310519157175,0.00034171075837742505,True,True,False
2,24,M2,0.8,0.0007073894344862632,0.07737595056286647,-0.01620305553416249,0.03605813581269986,11.289811426526198,0.07800367306137024,0.20158679414688038,0.0003444664902998236,True,True,False
3,27,M2,0.8,0.0007210157140456154,0.07600551168360656,-0.016414770108187586,0.039208637255139824,9.305500025008,0.07446262748522348,0.23080712150913713,3.8580246913580246e-05,True,True,False
