stage,seed,scenario_id,candidate_id,accepted,distance,feedback_asset_correlation,spike_asset_correlation,p_cap_exceedance_fraction,q_forward_mean_max_error,mean_volatility,q995_volatility,excess_kurtosis,absolute_return_tail_ratio,hill_tail_index,hill_threshold_instability,rough_hurst,zumbach,zumbach_rank,max_abs_return_acf,leverage,leverage_rank,mean_log_variance_acf,taylor_gap,taylor_fraction,ito_zumbach,ito_zumbach_rank
search,1100003,0,22,True,0.0,0.996259961884662,0.9790548338377681,0.0003603980654761905,2.0816681711721685e-17,0.16327249917426906,0.43412840595153823,5.588520209721749,3.5421333007983966,3.071860494868561,0.5227103689388413,0.14089514527724684,0.18983745027112386,0.04921174794088931,0.08989855619871076,-0.06313423001875046,-0.02076418099778345,0.24968701145448605,0.02658781356423459,0.8187500000000001,0.18621446196921354,0.04520278803227726
search,1100003,0,23,True,0.0,0.996259961884662,0.9790548338377681,3.487723214285714e-05,2.0816681711721685e-17,0.16780179120921368,0.4126518952744916,5.235262214224182,3.498559585037198,3.093421876698179,0.3954888102400259,0.11937919948511692,0.1687728671262359,0.026906259765753896,0.08702122930532594,-0.07740064428154879,-0.03328513177218448,0.23920341111570434,0.023203733634743935,0.80625,0.1648184300634649,0.021844016918096662
search,1100003,0,24,False,0.027233176535852666,0.996259961884662,0.9790548338377681,0.0005735367063492064,2.0816681711721685e-17,0.14315339131743382,0.4437664662485782,6.952846956939012,3.787562298794903,2.9181395269622437,0.5427228716014614,0.17484142028110794,0.20013884916000707,0.011317453238339896,0.0938699995967371,-0.09201630908607847,-0.036130620782893336,0.26402218975549496,0.04669809272856662,0.875,0.19532653354358295,0.007087631723606431
search,1100003,0,25,True,0.0,0.996259961884662,0.9790548338377681,0.0003158327132936508,2.0816681711721685e-17,0.1564095617991997,0.42457856821999446,6.168111536793228,3.6654272189200547,2.920119291967767,0.45373736561920164,0.1260601695121324,0.18931288321346196,0.02605366280430943,0.08714266948195239,-0.08296280451102091,-0.034610293944807795,0.2168074515375385,0.03258671617670025,0.85,0.1856756639731577,0.0213454851095652
search,1100003,0,26,False,3.406008107382283e-05,0.996259961884662,0.9790548338377681,0.00011044456845238095,2.0816681711721685e-17,0.16268478431904693,0.41920188222657107,5.7839799672943855,3.5722879282350126,2.9554867844356894,0.3375396028344655,0.13129390426111986,0.17000862271309763,0.011585880604681638,0.08842264289119325,-0.08580696745527587,-0.036919250163640616,0.2569443521322211,0.030283272119860226,0.84375,0.16587827731535987,0.0065387670722940865
search,1100003,0,27,False,0.004386806647608137,0.996259961884662,0.9790548338377681,0.001590789310515873,2.0816681711721685e-17,0.14176735228958998,0.4493331978404552,7.744425708802876,3.7987597937791753,2.82630494981254,0.4946318493167987,0.16586236338308108,0.19430780327380792,0.007981717262271336,0.09742654095361017,-0.08992200766675103,-0.031251701094374626,0.27263845427227734,0.05192510354266571,0.91875,0.19001980821969575,0.003122155320942787
search,1100003,0,28,True,0.0,0.996259961884662,0.9790548338377681,0.0,2.0816681711721685e-17,0.17198009401426495,0.41027489153248564,4.544980812788943,3.412208025885185,3.1580288147663684,0.41765028233618934,0.1257074645401427,0.17348992726092108,0.037795530338668615,0.08647416244758446,-0.07857644184119422,-0.03568656991377814,0.24439238871128866,0.01848432676995555,0.78125,0.1691347248275877,0.032527090274059034
search,1100003,0,29,True,0.0,0.996259961884662,0.9790548338377681,9.688120039682539e-06,2.0816681711721685e-17,0.17147554915756255,0.4043385499685825,4.8882712396327825,3.4380637011523323,3.1032149914485627,0.39877534692129935,0.10611168783849556,0.16108401183710844,0.03303947325998197,0.08580579803675609,-0.07057031636325355,-0.029840004062751994,0.22475232834512698,0.018872109096540315,0.825,0.15741450522182227,0.028467099452841555
search,1100003,0,30,False,0.06561950338290241,0.996259961884662,0.9790548338377681,0.0007382347470238095,2.0816681711721685e-17,0.14145944958449497,0.4434861081612149,7.585401990722609,3.805843940417633,2.829672907412327,0.4810801431862345,0.18286625867549,0.19221860300867324,-0.004119495143817594,0.09797759383392558,-0.09600234035054542,-0.03653036084245723,0.2957561905552746,0.05390302313378547,0.90625,0.18745243118813737,-0.009167242219773292
search,1100003,0,31,False,0.0001734763883418752,0.996259961884662,0.9790548338377681,0.002303834945436508,2.0816681711721685e-17,0.15265516272942947,0.4327882924814114,7.389069953698902,3.7143366098006796,2.8109315349104325,0.36677977560951924,0.12231802449264367,0.17260098026450876,0.007294939520010356,0.08995508345661506,-0.0842298640875685,-0.03058376318792912,0.2365141069359479,0.04036474563468309,0.8875,0.16939479716562988,0.003015782691585011
search,1100003,0,32,True,0.0,0.996259961884662,0.9790548338377681,0.0001240079365079365,2.0816681711721685e-17,0.15754051562544485,0.4391549023458813,5.685728242142877,3.6533642416457273,3.010491902342037,0.5257123044990483,0.15927134929911058,0.20170118399795167,0.044404818304584745,0.09043290327987574,-0.07724355682349546,-0.03309082129067241,0.2392907536737376,0.03025162628400515,0.825,0.19708620847395555,0.04005631350314171
search,1100003,0,33,False,0.005688671405186551,0.996259961884662,0.9790548338377681,0.0009106832837301587,2.0816681711721685e-17,0.13562716240588676,0.43517061319878214,7.884656853098889,3.851880699272823,2.790486233522201,0.5149544333029258,0.16608173497572937,0.19557958044978027,-0.0045980530494945104,0.09437025800644569,-0.09605987468871821,-0.03243067545438036,0.2699776595312551,0.05794320220925554,0.9,0.19142601466766326,-0.008517457661935152
search,1100003,0,34,True,0.0,0.996259961884662,0.9790548338377681,1.3563368055555555e-05,2.0816681711721685e-17,0.17359571457962164,0.41436930709950404,4.3167932669186895,3.3388665017341017,3.3429055215275376,0.5112000325228121,0.13786598806055134,0.17598128984963102,0.05038227864987337,0.08730233812025884,-0.06557376221567011,-0.02395270571731195,0.27890595417357034,0.018053839906184525,0.76875,0.17197435928931604,0.04567058442289671
search,1100003,0,35,True,0.0,0.996259961884662,0.9790548338377681,0.0004107762896825397,2.0816681711721685e-17,0.1571992296444908,0.4319577642235425,6.319302703012909,3.6520667039995978,3.0609725079044536,0.5226145517501866,0.1361622735536222,0.18653395384697827,0.03018529354172232,0.09172244498287313,-0.07361464280075548,-0.02578743756217028,0.24698025667560097,0.03359097203245734,0.8374999999999999,0.1828216583137815,0.02579033197167192
search,1100003,0,36,False,0.0002487092448849167,0.996259961884662,0.9790548338377681,0.00013175843253968253,2.0816681711721685e-17,0.1585119415890372,0.4220635279939405,6.157340963562852,3.6384661593319203,2.9656359005885404,0.39342675024194385,0.13496472460768727,0.17380335683423812,0.005774246842087058,0.08930213103612297,-0.09013595652696672,-0.039137035232774384,0.25362066360810465,0.03484995050422973,0.8687499999999999,0.16972722980770294,0.0006082785291345299
search,1100003,0,37,False,5.343486648834074e-05,0.996259961884662,0.9790548338377681,0.00033133370535714287,2.0816681711721685e-17,0.15491692768415566,0.4191298526316246,6.576096446135201,3.695907551038579,2.9157465935622278,0.43195956890134457,0.1195679141546245,0.1754903858812927,0.010723699357625517,0.08735774195898624,-0.08470923426670851,-0.03468064412463914,0.22302204311956747,0.03575940007154896,0.8625,0.1720862577883054,0.006186244368592922
search,1100003,0,38,True,0.0,0.996259961884662,0.9790548338377681,0.0007266090029761905,2.0816681711721685e-17,0.15569263728254346,0.44111482349803,6.335576876871267,3.674164928113373,3.0365460344723747,0.52562503411935,0.1511576456938179,0.19277709072632376,0.02889108159033964,0.09313336600306632,-0.07914608981861468,-0.02955806096351971,0.25620075864119085,0.03526244042744963,0.8375,0.18862771674829332,0.024419641792741538
