spike_shift,seed_count,accepted_mean,accepted_between_seed_sd,distance_mean,distance_between_seed_sd,rough_hurst_mean,rough_hurst_between_seed_sd,leverage_rank_mean,leverage_rank_between_seed_sd,zumbach_rank_mean,zumbach_rank_between_seed_sd,excess_kurtosis_mean,excess_kurtosis_between_seed_sd,max_abs_return_acf_mean,max_abs_return_acf_between_seed_sd,mean_log_variance_acf_mean,mean_log_variance_acf_between_seed_sd,taylor_gap_mean,taylor_gap_between_seed_sd,p_cap_exceedance_fraction_mean,p_cap_exceedance_fraction_between_seed_sd,tail_negative_day0_response_mean,tail_negative_day0_response_between_seed_sd,tail_positive_day0_response_mean,tail_positive_day0_response_between_seed_sd,tail_day0_asymmetry_gap_mean,tail_day0_asymmetry_gap_between_seed_sd,tail_days1_5_asymmetry_gap_mean,tail_days1_5_asymmetry_gap_between_seed_sd,robust_configuration_count,configuration_count,pass_max_abs_return_acf_mean,pass_mean_log_variance_acf_mean,pass_rough_hurst_mean,pass_leverage_rank_mean,pass_zumbach_rank_mean,pass_excess_kurtosis_mean,pass_taylor_gap_mean
0.0,5,1.0,0.0,0.0,0.0,0.09641595234801444,0.010564839105847167,-0.017045377954406978,0.0039933470835233536,0.044228076288001884,0.011580062404572572,9.88968952625188,1.5978742377745117,0.07715655398449119,0.0031836532501525582,0.23257589496297756,0.020120724343197508,0.02759212021077076,0.0047568194533952595,7.199349647266315e-05,3.659500519504935e-05,0.8333644856837743,0.020094668027108093,0.4833828783929494,0.018255758481695576,0.34998160729082495,0.02951621629736887,0.294405189795704,0.03873547662663794,16,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1,5,0.8375,0.270993542358485,1.1422508561682983e-05,2.2056081602082927e-05,0.09847894041460989,0.010874351739332964,-0.025097874423490117,0.003550378587071467,0.026548327621011215,0.010356432853321362,10.616128270935244,1.7756120268140367,0.07889959091634524,0.0031198098160387885,0.2345940301028012,0.020190351482020686,0.030019846277695196,0.005150103653343916,9.231701940035273e-05,4.38028118359012e-05,0.8815599838826609,0.018421984039138063,0.4945339721139222,0.015069645281894849,0.38702601176873863,0.025263909905066804,0.37302487654921074,0.03514528304593185,6,16,1.0,1.0,1.0,1.0,0.8375,1.0,1.0
0.2,5,0.3375,0.36336104634371585,0.0003322651765198639,0.000493078869106592,0.10132027684549963,0.010997397613689687,-0.032211486847924506,0.0031556066723851077,0.00868777173978497,0.008946926356326374,11.468782328144256,1.9716136712790138,0.08088066020754602,0.003226770197516083,0.23836046709961894,0.020123786225531428,0.03306424021993822,0.005443531594150259,0.0001228023037918871,6.022193972729808e-05,0.9296890616578484,0.024986024056292234,0.5111733588385963,0.02399916492066818,0.41851570281925204,0.029827762315808744,0.4441229166434192,0.037947312127744236,0,16,1.0,1.0,1.0,1.0,0.3375,1.0,1.0
0.3,5,0.0,0.0,0.001791285183606737,0.0012318838354159955,0.10466761422152407,0.010975262104587437,-0.03839961103152052,0.0028500873427222914,-0.008530739159400062,0.007790393713477686,12.430740572351617,2.1868268767894548,0.08299503520936188,0.0034389473983760946,0.24337671025408839,0.01991884887576451,0.03659225250037087,0.005647446134963917,0.00016207148368606702,8.636041810826347e-05,0.9766986937300952,0.026710100251053998,0.5349499818453848,0.028107497349656292,0.4417487118847105,0.03868357381364563,0.5081899255769744,0.039510196512740854,0,16,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.4,5,0.0,0.0,0.004717470315024158,0.0018071242493068855,0.1083153981569757,0.010849445736967204,-0.043707304236723934,0.0026246959487359715,-0.02454414996891454,0.0071663968589325165,13.485454019131073,2.4077590204799537,0.08518810565009712,0.0036153723388602575,0.24923165663155925,0.01958682689460783,0.04046890319407551,0.005769701307680428,0.00020495756172839502,0.00010126487299853903,1.0222560860632641,0.02287787654078673,0.5556414402919149,0.025028733640458625,0.4666146457713493,0.0317538726712488,0.5662260892225494,0.03339814426765572,0,16,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.5,5,0.0,0.0,0.008697166064913917,0.0023928240252398033,0.1121176362505707,0.010656502215637359,-0.048200324570816654,0.002507014387283489,-0.0390857226726316,0.007209715937442669,14.6158271094689,2.613027949867355,0.08753436591541289,0.003738170900065271,0.2556119317896314,0.01915188978303733,0.04456778261765017,0.005818017564915675,0.00027057842813051145,0.0001217620221050362,1.069236199178018,0.0289014925493644,0.5797134793711912,0.021724809050789187,0.48952271980682693,0.03386378656506428,0.6205285154861115,0.029936285105465917,0,16,1.0,1.0,1.0,1.0,0.0,1.0,1.0
